table_type,repair_mode,update_pct,distribution,part_rows,lineitem_rows,update_ops,j1_alloc_ms,j1_insert_ms,join1_build_ms,join1_probe_ms,update_ms,join2_build_ms,join2_probe_ms,total_ms,join1_matched,join2_matched,join1_q14_ratio,join2_q14_ratio
Naive,Nr,0.010000,uniform,200000,75983,20,0.000598,226.119159,226.119758,73.601008,0.000000,247.803582,73.457929,620.982277,75983,75983,16.380779,16.383111
Ivmh,Nr,0.010000,uniform,200000,75983,20,12.411690,235.890145,248.301835,71.606932,0.017348,0.000000,67.045656,386.971771,75983,75983,16.380779,16.383111
Heap,Nr,0.010000,uniform,200000,75983,20,48.323655,254.262727,302.586383,73.425828,0.016092,0.000000,73.435065,449.463367,75983,75983,16.380779,16.383111
Heap,Rr,0.010000,uniform,200000,75983,20,47.934547,252.975076,300.909623,73.443220,0.015848,0.000000,91.675270,466.043961,75983,75983,16.380779,16.383111
Heap,Wr,0.010000,uniform,200000,75983,20,48.534958,255.108872,303.643830,73.854681,1.485567,0.000000,71.420744,450.404822,75983,75983,16.380779,16.383111
Chain,Wr,0.010000,uniform,200000,75983,20,47.940910,254.947968,302.888878,76.418080,1.643976,0.000000,73.141172,454.092106,75983,75983,16.380779,16.383111
Par,Nr,0.010000,uniform,200000,75983,20,48.726768,258.756398,307.483166,77.545679,0.134324,0.000000,85.933624,471.096793,75983,75983,16.380779,16.380779
Par,Rr,0.010000,uniform,200000,75983,20,48.824755,260.781020,309.605774,73.996930,0.134384,0.000000,106.553426,490.290514,75983,75983,16.380779,16.383111
Par,Wr,0.010000,uniform,200000,75983,20,48.316022,259.167537,307.483559,77.024720,1.730476,0.000000,76.530367,462.769122,75983,75983,16.380779,16.383111
