table_type,repair_type,duration_ms,total_ms,delta_ratio
chain,No Repair,13792.237918,137.92237918,0.0
chain,Read Repair,12307.192092,123.07192092,0.0
chain,Write Repair,17825.042831,178.25042831,0.0
heap,No Repair,17798.935246,177.98935246000002,0.0
heap,Read Repair,16526.593669,165.26593669000002,0.0
heap,Write Repair,13827.277377,138.27277377000001,0.0
ivmh,,10734.229915,107.34229915,0.0
naive,,27870.387456,278.70387456000003,0.0
