table_type,repair_mode,update_pct,distribution,stock_rows,orderline_rows,update_ops,j1_alloc_ms,j1_insert_ms,join1_build_ms,join1_probe_ms,update_ms,join2_build_ms,join2_probe_ms,total_ms,join1_matched,join2_matched,join1_total_qty,join2_total_qty
Naive,Nr,10.000000,zipf0.99,100000,299724,10000,0.000819,31.120021,31.120840,75.237625,0.000014,19.304944,80.421028,206.084451,299724,299724,82405405,82427000
Heap,Nr,10.000000,zipf0.99,100000,299724,10000,4.715632,20.598625,25.314257,73.216423,2.026750,0.000000,107.161548,207.718979,299724,299746,82405405,82431105
Heap,Rr,10.000000,zipf0.99,100000,299724,10000,5.024715,20.165097,25.189812,72.499549,2.060222,0.000000,132.239965,231.989548,299724,299724,82405405,82427000
Heap,Wr,10.000000,zipf0.99,100000,299724,10000,5.343958,21.422694,26.766652,75.853104,4.423285,0.000000,79.386639,186.429680,299724,299724,82405405,82427000
Chain,Wr,10.000000,zipf0.99,100000,299724,10000,5.010535,18.908757,23.919292,81.364396,7.660208,0.000000,78.672632,191.616528,299724,299724,82405405,82427000
Par,Nr,10.000000,zipf0.99,100000,299724,10000,5.015590,20.849958,25.865549,72.898868,5.140097,0.000000,118.731285,222.635798,299724,299724,82405405,82405405
Par,Rr,10.000000,zipf0.99,100000,299724,10000,5.547243,22.478319,28.025563,77.841764,5.580583,0.000000,160.935570,272.383480,299724,299724,82405405,82427000
Par,Wr,10.000000,zipf0.99,100000,299724,10000,5.147340,21.278375,26.425715,75.109882,8.162910,0.000000,101.828500,211.527007,299724,299724,82405405,82427000
