table_type,repair_mode,update_pct,distribution,stock_rows,orderline_rows,update_ops,j1_alloc_ms,j1_insert_ms,join1_build_ms,join1_probe_ms,update_ms,join2_build_ms,join2_probe_ms,total_ms,join1_matched,join2_matched,join1_total_qty,join2_total_qty
Naive,Nr,10.000000,zipf0.99,200000,599896,20000,0.000486,46.659104,46.659591,193.668965,0.000021,27.307535,205.891306,473.527417,599896,599896,164974515,165006430
Heap,Nr,10.000000,zipf0.99,200000,599896,20000,3.667125,57.488819,61.155944,306.177299,4.920681,0.000000,382.030500,754.284424,1199792,599896,329861365,165006430
Heap,Rr,10.000000,zipf0.99,200000,599896,20000,3.777584,58.914966,62.692549,313.555959,4.946021,0.000000,377.271278,758.465806,1199792,599896,329861365,165006430
Heap,Wr,10.000000,zipf0.99,200000,599896,20000,3.877459,58.678611,62.556070,309.417618,10.063131,0.000000,329.434035,711.470854,1199792,1149364,329861365,316100090
Chain,Wr,10.000000,zipf0.99,200000,599896,20000,3.944076,53.159313,57.103389,311.363153,16.762486,0.000000,405.421688,790.650716,1199792,1199792,329861365,329928980
Par,Nr,10.000000,zipf0.99,200000,599896,20000,3.906555,58.095813,62.002368,302.441577,12.621215,0.000000,504.816042,881.881201,1199792,599896,329861365,164974515
Par,Rr,10.000000,zipf0.99,200000,599896,20000,4.081736,60.761208,64.842945,308.380055,12.669889,0.000000,510.221417,896.114306,1199792,599896,329861365,165006430
Par,Wr,10.000000,zipf0.99,200000,599896,20000,4.030979,59.614486,63.645465,307.093597,19.551868,0.000000,416.392326,806.683257,1199792,1149364,329861365,316100090
