table_type,repair_mode,update_pct,distribution,part_rows,lineitem_rows,update_ops,j1_alloc_ms,j1_insert_ms,join1_build_ms,join1_probe_ms,update_ms,join2_build_ms,join2_probe_ms,total_ms,join1_matched,join2_matched,join1_q14_ratio,join2_q14_ratio
Naive,Nr,1.000000,zipf0.99,200000,75983,2000,0.000826,68.401778,68.402604,48.327048,0.000014,43.450208,49.430417,209.610292,75983,75983,16.380779,16.376177
Chain,Wr,1.000000,zipf0.99,200000,75983,2000,2.515153,38.875653,41.390806,33.401993,2.778875,0.000000,29.348014,106.919687,75983,75983,16.380779,16.376177
Heap,Nr,1.000000,zipf0.99,200000,75983,2000,2.379014,43.044278,45.423292,30.163764,0.513909,0.000000,35.737896,111.838861,75983,75984,16.380779,16.376026
Par,Wr,1.000000,zipf0.99,200000,75983,2000,2.771777,49.644834,52.416611,35.486028,4.264666,0.000000,48.182243,140.349549,75983,75983,16.380779,16.376177
