table_type,repair_mode,reader_threads,writer_threads,bucket_num,total_probes,total_updates,total_ms,reader_throughput,writer_throughput
Snap,Nr,4,0,2048,7630,200,16.162,543405.4,0.0
Heap,Nr,4,1,2048,7630,200,1.576,4845966.8,127024.0
Heap,Rr,4,1,2048,7630,200,1.976,3875915.6,101596.7
Heap,Wr,4,1,2048,7630,200,1.864,4107683.1,107671.9
Chain,Wr,4,1,2048,7630,200,2.222,3444353.4,90284.5
Par,Nr,4,1,2048,7630,200,2.969,2576058.0,67524.5
Par,Rr,4,1,2048,7630,200,5.369,1541665.0,40410.6
Par,Wr,4,1,2048,7630,200,2.319,3292582.3,86306.2
