table_label,history_scans,component,duration_ms
IVMH,0,InitLoad,2.149025830985915
IVMH,0,RecentScan,129.81241432394367
IVMH,0,Update,0.08548588732394366
IVMH,1,BuildSnap,8.648449535211268
IVMH,1,HistoryScan,2.7808139577464788
IVMH,1,InitLoad,2.533034042253521
IVMH,1,RecentScan,135.95225243661972
IVMH,1,Update,0.09486507042253521
IVMH,2,BuildSnap,16.753798112676055
IVMH,2,HistoryScan,5.871620901408451
IVMH,2,InitLoad,3.484845633802817
IVMH,2,RecentScan,133.70933391549298
IVMH,2,Update,0.09469543661971831
IVMH,3,BuildSnap,23.488114436619718
IVMH,3,HistoryScan,8.234669605633803
IVMH,3,InitLoad,2.153031676056338
IVMH,3,RecentScan,128.51187843661972
IVMH,3,Update,0.09219304225352112
IVMH,4,BuildSnap,31.41071595774648
IVMH,4,HistoryScan,11.203700154929578
IVMH,4,InitLoad,2.28365376056338
IVMH,4,RecentScan,121.02196590140846
IVMH,4,Update,0.09143952112676057
IVMH,5,BuildSnap,45.69212852112676
IVMH,5,HistoryScan,16.568845084507043
IVMH,5,InitLoad,2.2563286478873237
IVMH,5,RecentScan,136.97545770422536
IVMH,5,Update,0.10290961971830985
EPOCH-WR,0,InitLoad,2.9781848591549296
EPOCH-WR,0,RecentScan,134.0923139859155
EPOCH-WR,0,Update,1.4193116197183098
EPOCH-WR,1,HistoryScan,2.756492352112676
EPOCH-WR,1,InitLoad,3.120258802816901
EPOCH-WR,1,RecentScan,129.17684677464788
EPOCH-WR,1,Update,1.3707400704225352
EPOCH-WR,2,HistoryScan,5.696022309859155
EPOCH-WR,2,InitLoad,3.1161660845070425
EPOCH-WR,2,RecentScan,135.55549876056338
EPOCH-WR,2,Update,1.4632735070422536
EPOCH-WR,3,HistoryScan,8.45881161971831
EPOCH-WR,3,InitLoad,3.257579816901408
EPOCH-WR,3,RecentScan,136.669287
EPOCH-WR,3,Update,1.5452934788732395
EPOCH-WR,4,HistoryScan,11.702553394366198
EPOCH-WR,4,InitLoad,3.231845647887324
EPOCH-WR,4,RecentScan,137.2377888028169
EPOCH-WR,4,Update,2.141377901408451
EPOCH-WR,5,HistoryScan,13.660815732394367
EPOCH-WR,5,InitLoad,3.165344492957747
EPOCH-WR,5,RecentScan,126.81351815492957
EPOCH-WR,5,Update,1.6103198169014084
