table_label,history_scans,component,duration_ms
IVMH,0,InitLoad,0.7358421408450704
IVMH,0,RecentScan,43.9388361971831
IVMH,0,Update,0.029036957746478874
IVMH,1,BuildSnap,2.6411543380281692
IVMH,1,HistoryScan,0.8990176056338028
IVMH,1,InitLoad,0.6666073943661972
IVMH,1,RecentScan,43.74024474647887
IVMH,1,Update,0.029872056338028165
IVMH,2,BuildSnap,4.656734154929577
IVMH,2,HistoryScan,1.7330651408450704
IVMH,2,InitLoad,0.6589219577464789
IVMH,2,RecentScan,41.55872125352113
IVMH,2,Update,0.030794014084507042
IVMH,3,BuildSnap,9.014840957746479
IVMH,3,HistoryScan,3.6915938873239433
IVMH,3,InitLoad,0.7486138450704226
IVMH,3,RecentScan,43.101095056338025
IVMH,3,Update,0.035407845070422536
IVMH,4,BuildSnap,10.115974197183098
IVMH,4,HistoryScan,3.7764090281690144
IVMH,4,InitLoad,0.705867366197183
IVMH,4,RecentScan,44.61975591549295
IVMH,4,Update,0.0334882676056338
IVMH,5,BuildSnap,16.514270535211267
IVMH,5,HistoryScan,5.2111819436619715
IVMH,5,InitLoad,1.215730042253521
IVMH,5,RecentScan,47.583460084507045
IVMH,5,Update,0.040326845070422536
EPOCH-WR,0,InitLoad,1.1811842676056337
EPOCH-WR,0,RecentScan,47.390932
EPOCH-WR,0,Update,0.4937752676056337
EPOCH-WR,1,HistoryScan,0.8942623239436619
EPOCH-WR,1,InitLoad,0.9380774647887323
EPOCH-WR,1,RecentScan,44.0966708028169
EPOCH-WR,1,Update,0.4357740704225352
EPOCH-WR,2,HistoryScan,1.658639676056338
EPOCH-WR,2,InitLoad,0.9636191408450705
EPOCH-WR,2,RecentScan,43.62525001408451
EPOCH-WR,2,Update,0.43180398591549296
EPOCH-WR,3,HistoryScan,2.6409307605633803
EPOCH-WR,3,InitLoad,0.9601132535211268
EPOCH-WR,3,RecentScan,41.57134921126761
EPOCH-WR,3,Update,0.44814961971830986
EPOCH-WR,4,HistoryScan,3.4773286478873238
EPOCH-WR,4,InitLoad,1.009279338028169
EPOCH-WR,4,RecentScan,40.22269128169014
EPOCH-WR,4,Update,0.43587147887323946
EPOCH-WR,5,HistoryScan,4.390063394366197
EPOCH-WR,5,InitLoad,0.9489618591549297
EPOCH-WR,5,RecentScan,39.64731571830986
EPOCH-WR,5,Update,0.4302241971830986
