table_label,history_scans,component,duration_ms
EPOCH-WR,0,RecentScan,25.884063957746477
EPOCH-WR,0,Update,0.3956320281690141
EPOCH-WR,1,HistoryScan,0.7974818028169014
EPOCH-WR,1,InitLoad,1.1980933098591549
EPOCH-WR,1,RecentScan,27.89662450704225
EPOCH-WR,1,Update,0.5492494084507042
EPOCH-WR,2,HistoryScan,1.0063761549295775
EPOCH-WR,2,InitLoad,1.1647805070422534
EPOCH-WR,2,RecentScan,29.0744166056338
EPOCH-WR,2,Update,0.3704289577464789
EPOCH-WR,3,HistoryScan,1.337575690140845
EPOCH-WR,3,InitLoad,0.5550111549295775
EPOCH-WR,3,RecentScan,21.884184352112676
EPOCH-WR,3,Update,0.35408336619718306
EPOCH-WR,4,HistoryScan,1.7842611408450704
EPOCH-WR,4,InitLoad,0.5551068028169014
EPOCH-WR,4,RecentScan,20.59237214084507
EPOCH-WR,4,Update,0.3241256338028169
EPOCH-WR,5,HistoryScan,2.191929014084507
EPOCH-WR,5,InitLoad,0.543928985915493
EPOCH-WR,5,RecentScan,20.07912495774648
EPOCH-WR,5,Update,0.3285792253521127
