table_label,history_scans,component,duration_ms
SNAP,0,BuildSnap,79.40532933802817
SNAP,0,InitLoad,0.023943661971830985
SNAP,0,RecentScan,28.044434845070423
SNAP,0,Update,0.0
SNAP,1,BuildSnap,83.4724260140845
SNAP,1,HistoryScan,0.4018239295774648
SNAP,1,InitLoad,0.0227576338028169
SNAP,1,RecentScan,26.84085856338028
SNAP,1,Update,0.0
SNAP,2,BuildSnap,77.05702342253521
SNAP,2,HistoryScan,0.9267089154929578
SNAP,2,InitLoad,0.022782281690140845
SNAP,2,RecentScan,25.139434366197182
SNAP,2,Update,0.0
SNAP,3,BuildSnap,78.72482397183099
SNAP,3,HistoryScan,1.4551338028169014
SNAP,3,InitLoad,0.022812802816901408
SNAP,3,RecentScan,24.897411985915493
SNAP,3,Update,0.0
SNAP,4,BuildSnap,80.81583563380282
SNAP,4,HistoryScan,2.0443562112676057
SNAP,4,InitLoad,0.023103281690140847
SNAP,4,RecentScan,24.911994676056338
SNAP,4,Update,0.0
SNAP,5,BuildSnap,83.95588553521127
SNAP,5,HistoryScan,2.9346607887323946
SNAP,5,InitLoad,0.02331104225352113
SNAP,5,RecentScan,26.098388549295777
SNAP,5,Update,0.0
IVMH,0,InitLoad,0.38432042253521126
IVMH,0,RecentScan,20.879556873239437
IVMH,0,Update,0.0031197323943661973
IVMH,1,BuildSnap,1.3291384929577463
IVMH,1,HistoryScan,0.4888949577464788
IVMH,1,InitLoad,0.38284097183098587
IVMH,1,RecentScan,22.166495971830987
IVMH,1,Update,0.003222408450704225
IVMH,2,BuildSnap,2.7553157323943664
IVMH,2,HistoryScan,1.0469325211267606
IVMH,2,InitLoad,0.41787147887323944
IVMH,2,RecentScan,22.336066915492957
IVMH,2,Update,0.0038262816901408455
IVMH,3,BuildSnap,4.031933704225352
IVMH,3,HistoryScan,1.5934448591549295
IVMH,3,InitLoad,0.4090258309859155
IVMH,3,RecentScan,22.39891191549296
IVMH,3,Update,0.003349169014084507
IVMH,4,BuildSnap,5.568309845070423
IVMH,4,HistoryScan,1.9983615070422536
IVMH,4,InitLoad,0.3897810985915493
IVMH,4,RecentScan,20.720183647887325
IVMH,4,Update,0.003420169014084507
IVMH,5,BuildSnap,7.039203056338028
IVMH,5,HistoryScan,2.56023061971831
IVMH,5,InitLoad,0.4115897887323944
IVMH,5,RecentScan,21.289920732394368
IVMH,5,Update,0.003629098591549296
MONO-WR,0,InitLoad,0.537664338028169
MONO-WR,0,RecentScan,21.930161366197183
MONO-WR,0,Update,0.24301816901408452
MONO-WR,1,HistoryScan,0.40605457746478874
MONO-WR,1,InitLoad,0.5251167887323944
MONO-WR,1,RecentScan,21.32307681690141
MONO-WR,1,Update,0.2387341690140845
MONO-WR,2,HistoryScan,0.8566385211267605
MONO-WR,2,InitLoad,0.5243321690140845
MONO-WR,2,RecentScan,21.31489256338028
MONO-WR,2,Update,0.24350995774647888
MONO-WR,3,HistoryScan,1.3213057464788733
MONO-WR,3,InitLoad,0.5434284084507042
MONO-WR,3,RecentScan,21.003342169014086
MONO-WR,3,Update,0.24285150704225356
MONO-WR,4,HistoryScan,1.7957294788732394
MONO-WR,4,InitLoad,0.5314113802816902
MONO-WR,4,RecentScan,20.442799323943664
MONO-WR,4,Update,0.2535334788732394
MONO-WR,5,HistoryScan,4.127444830985915
MONO-WR,5,InitLoad,1.3909096197183097
MONO-WR,5,RecentScan,39.454541
MONO-WR,5,Update,0.7742247464788733
DUAL-WR,0,InitLoad,0.5812089295774647
DUAL-WR,0,RecentScan,22.050614507042255
DUAL-WR,0,Update,0.2584589295774648
DUAL-WR,1,HistoryScan,0.44804987323943657
DUAL-WR,1,InitLoad,0.6993849718309859
DUAL-WR,1,RecentScan,24.923003563380284
DUAL-WR,1,Update,0.35052580281690143
DUAL-WR,2,HistoryScan,0.8926472816901407
DUAL-WR,2,InitLoad,0.5543990704225352
DUAL-WR,2,RecentScan,21.741494746478875
DUAL-WR,2,Update,0.24428232394366198
DUAL-WR,3,HistoryScan,1.3065839154929577
DUAL-WR,3,InitLoad,0.5604442535211268
DUAL-WR,3,RecentScan,20.710009915492957
DUAL-WR,3,Update,0.23520071830985917
DUAL-WR,4,HistoryScan,1.6805581126760563
DUAL-WR,4,InitLoad,0.5414800422535211
DUAL-WR,4,RecentScan,20.24725056338028
DUAL-WR,4,Update,0.23719309859154933
DUAL-WR,5,HistoryScan,2.1975281549295773
DUAL-WR,5,InitLoad,0.5519149154929577
DUAL-WR,5,RecentScan,20.714092746478872
DUAL-WR,5,Update,0.25100878873239435
EPOCH-WR,0,InitLoad,0.5692546901408451
