table_type,repair_type,idx,tx_id,tx_type,duration_ms,count,read_ts,from_ts,to_ts,build_reason,trial,table_label,history_scans,component
ivmh,No Repair,0,0,InitLoad,54.280333,210000.0,,,,,0,IVMH,0,InitLoad
ivmh,No Repair,1,1,RecentScan,88.023666,,1.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,2,2,RecentScan,69.618167,,2.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,3,3,RecentScan,61.198542,,3.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,4,4,RecentScan,61.719584,,4.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,5,5,RecentScan,59.936,,5.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,6,6,MarkTs,0.0,,6.0,,,,0,IVMH,0,
ivmh,No Repair,7,7,Update,0.197833,21.0,,,,,0,IVMH,0,Update
ivmh,No Repair,8,8,RecentScan,59.146625,,8.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,9,9,RecentScan,58.8145,,9.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,10,10,RecentScan,59.688833,,10.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,11,11,RecentScan,57.860958,,11.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,12,12,RecentScan,62.7735,,12.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,13,13,MarkTs,0.0,,13.0,,,,0,IVMH,0,
ivmh,No Repair,14,14,Update,0.254833,21.0,,,,,0,IVMH,0,Update
ivmh,No Repair,15,15,RecentScan,63.198833,,15.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,16,16,RecentScan,60.752125,,16.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,17,17,RecentScan,59.845125,,17.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,18,18,RecentScan,57.036292,,18.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,19,19,RecentScan,59.590792,,19.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,20,20,MarkTs,0.0,,20.0,,,,0,IVMH,0,
ivmh,No Repair,21,21,Update,0.12525,21.0,,,,,0,IVMH,0,Update
ivmh,No Repair,22,22,RecentScan,61.779292,,22.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,23,23,RecentScan,58.662375,,23.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,24,24,RecentScan,60.555,,24.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,25,25,RecentScan,65.932167,,25.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,26,26,RecentScan,70.522875,,26.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,27,27,MarkTs,0.00125,,27.0,,,,0,IVMH,0,
ivmh,No Repair,28,28,Update,0.279292,21.0,,,,,0,IVMH,0,Update
ivmh,No Repair,29,29,RecentScan,64.234625,,29.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,30,30,RecentScan,59.34925,,30.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,31,31,RecentScan,64.292375,,31.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,32,32,RecentScan,66.768875,,32.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,33,33,RecentScan,58.845458,,33.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,34,34,MarkTs,0.0,,34.0,,,,0,IVMH,0,
ivmh,No Repair,35,35,Update,0.248833,21.0,,,,,0,IVMH,0,Update
ivmh,No Repair,36,36,RecentScan,61.92425,,36.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,37,37,RecentScan,59.199042,,37.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,38,38,RecentScan,58.94025,,38.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,39,39,RecentScan,61.154042,,39.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,40,40,RecentScan,60.769125,,40.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,41,41,MarkTs,0.001125,,41.0,,,,0,IVMH,0,
ivmh,No Repair,42,42,Update,0.163625,21.0,,,,,0,IVMH,0,Update
ivmh,No Repair,43,43,RecentScan,61.074292,,43.0,,,,0,IVMH,0,RecentScan
