table_type,repair_type,idx,tx_id,tx_type,duration_ms,count,read_ts,from_ts,to_ts,build_reason,trial,table_label,history_scans,component
ivmh,No Repair,0,0,InitLoad,15.029375,60000.0,,,,,0,IVMH,0,InitLoad
ivmh,No Repair,1,1,RecentScan,17.893583,,1.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,2,2,RecentScan,18.082958,,2.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,3,3,RecentScan,16.877875,,3.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,4,4,RecentScan,15.0905,,4.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,5,5,RecentScan,18.475375,,5.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,6,6,MarkTs,0.0,,6.0,,,,0,IVMH,0,
ivmh,No Repair,7,7,Update,0.047375,6.0,,,,,0,IVMH,0,Update
ivmh,No Repair,8,8,RecentScan,16.419958,,8.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,9,9,RecentScan,16.825292,,9.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,10,10,RecentScan,16.418083,,10.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,11,11,RecentScan,15.960292,,11.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,12,12,RecentScan,18.10575,,12.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,13,13,MarkTs,0.0,,13.0,,,,0,IVMH,0,
ivmh,No Repair,14,14,Update,0.02225,6.0,,,,,0,IVMH,0,Update
ivmh,No Repair,15,15,RecentScan,15.71275,,15.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,16,16,RecentScan,14.772417,,16.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,17,17,RecentScan,15.446084,,17.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,18,18,RecentScan,17.6735,,18.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,19,19,RecentScan,16.661334,,19.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,20,20,MarkTs,0.0,,20.0,,,,0,IVMH,0,
ivmh,No Repair,21,21,Update,0.036333,6.0,,,,,0,IVMH,0,Update
ivmh,No Repair,22,22,RecentScan,17.06,,22.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,23,23,RecentScan,15.936833,,23.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,24,24,RecentScan,17.094958,,24.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,25,25,RecentScan,15.969167,,25.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,26,26,RecentScan,16.9365,,26.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,27,27,MarkTs,0.001292,,27.0,,,,0,IVMH,0,
ivmh,No Repair,28,28,Update,0.024792,6.0,,,,,0,IVMH,0,Update
ivmh,No Repair,29,29,RecentScan,16.362042,,29.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,30,30,RecentScan,16.514792,,30.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,31,31,RecentScan,16.946833,,31.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,32,32,RecentScan,16.6045,,32.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,33,33,RecentScan,16.462584,,33.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,34,34,MarkTs,0.0,,34.0,,,,0,IVMH,0,
ivmh,No Repair,35,35,Update,0.017459,6.0,,,,,0,IVMH,0,Update
ivmh,No Repair,36,36,RecentScan,15.118959,,36.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,37,37,RecentScan,13.8405,,37.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,38,38,RecentScan,16.091334,,38.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,39,39,RecentScan,16.573125,,39.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,40,40,RecentScan,16.559375,,40.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,41,41,MarkTs,0.001042,,41.0,,,,0,IVMH,0,
ivmh,No Repair,42,42,Update,0.045083,6.0,,,,,0,IVMH,0,Update
ivmh,No Repair,43,43,RecentScan,17.767959,,43.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,44,44,RecentScan,17.791333,,44.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,45,45,RecentScan,17.670583,,45.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,46,46,RecentScan,16.427542,,46.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,47,47,RecentScan,17.436583,,47.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,48,48,MarkTs,0.0,,48.0,,,,0,IVMH,0,
ivmh,No Repair,49,49,Update,0.022209,6.0,,,,,0,IVMH,0,Update
ivmh,No Repair,50,50,RecentScan,14.672291,,50.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,51,51,RecentScan,16.11175,,51.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,52,52,RecentScan,16.905125,,52.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,53,53,RecentScan,16.657625,,53.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,54,54,RecentScan,16.679333,,54.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,55,55,MarkTs,0.0013340000000000001,,55.0,,,,0,IVMH,0,
ivmh,No Repair,56,56,Update,0.021332999999999998,6.0,,,,,0,IVMH,0,Update
ivmh,No Repair,57,57,RecentScan,16.969,,57.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,58,58,RecentScan,14.902458,,58.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,59,59,RecentScan,16.171375,,59.0,,,,0,IVMH,0,RecentScan
