table_type,repair_type,idx,tx_id,tx_type,duration_ms,count,read_ts,from_ts,to_ts,build_reason,trial,history_scans,component
ivmh,No Repair,8,8,MarkTs,49.154541,,6.0,,,HistoryScan,0,2,BuildSnap
ivmh,No Repair,8,8,HistoryScan,18.844583,,6.0,,,,0,2,HistoryScan
ivmh,No Repair,9,9,RecentScan,16.687916,,9.0,,,,0,2,RecentScan
ivmh,No Repair,10,10,RecentScan,15.947958,,10.0,,,,0,2,RecentScan
ivmh,No Repair,11,11,RecentScan,15.663583,,11.0,,,,0,2,RecentScan
ivmh,No Repair,12,12,RecentScan,17.074666,,12.0,,,,0,2,RecentScan
ivmh,No Repair,13,13,MarkTs,0.0,,13.0,,,,0,2,
ivmh,No Repair,14,14,Update,0.0105,6.0,,,,,0,2,Update
ivmh,No Repair,15,15,MarkTs,45.35125,,13.0,,,HistoryScan,0,2,BuildSnap
ivmh,No Repair,15,15,HistoryScan,18.677542,,13.0,,,,0,2,HistoryScan
ivmh,No Repair,16,16,RecentScan,16.220875,,16.0,,,,0,2,RecentScan
ivmh,No Repair,17,17,RecentScan,15.594041,,17.0,,,,0,2,RecentScan
ivmh,No Repair,18,18,RecentScan,16.166625,,18.0,,,,0,2,RecentScan
ivmh,No Repair,19,19,RecentScan,17.13175,,19.0,,,,0,2,RecentScan
ivmh,No Repair,20,20,MarkTs,0.0,,20.0,,,,0,2,
ivmh,No Repair,21,21,Update,0.014084,6.0,,,,,0,2,Update
ivmh,No Repair,22,22,RecentScan,15.7515,,22.0,,,,0,2,RecentScan
ivmh,No Repair,23,23,RecentScan,15.3185,,23.0,,,,0,2,RecentScan
ivmh,No Repair,24,24,RecentScan,15.534166,,24.0,,,,0,2,RecentScan
ivmh,No Repair,25,25,RecentScan,15.495875,,25.0,,,,0,2,RecentScan
ivmh,No Repair,26,26,RecentScan,16.990458,,26.0,,,,0,2,RecentScan
ivmh,No Repair,27,27,MarkTs,0.001375,,27.0,,,,0,2,
ivmh,No Repair,28,28,Update,0.012959,6.0,,,,,0,2,Update
ivmh,No Repair,29,29,RecentScan,17.258292,,29.0,,,,0,2,RecentScan
ivmh,No Repair,30,30,RecentScan,16.001666,,30.0,,,,0,2,RecentScan
ivmh,No Repair,31,31,RecentScan,16.740458,,31.0,,,,0,2,RecentScan
ivmh,No Repair,32,32,RecentScan,15.851209,,32.0,,,,0,2,RecentScan
ivmh,No Repair,33,33,RecentScan,15.564291,,33.0,,,,0,2,RecentScan
ivmh,No Repair,34,34,MarkTs,0.0,,34.0,,,,0,2,
ivmh,No Repair,35,35,Update,0.009625,6.0,,,,,0,2,Update
ivmh,No Repair,0,0,InitLoad,15.681958,60000.0,,,,,1,2,
ivmh,No Repair,1,1,RecentScan,18.533167,,1.0,,,,1,2,RecentScan
ivmh,No Repair,2,2,RecentScan,17.221459,,2.0,,,,1,2,RecentScan
ivmh,No Repair,3,3,RecentScan,16.043167,,3.0,,,,1,2,RecentScan
ivmh,No Repair,4,4,RecentScan,17.376375,,4.0,,,,1,2,RecentScan
ivmh,No Repair,5,5,RecentScan,15.777917,,5.0,,,,1,2,RecentScan
ivmh,No Repair,6,6,MarkTs,0.0,,6.0,,,,1,2,
ivmh,No Repair,7,7,Update,0.017832999999999998,6.0,,,,,1,2,Update
ivmh,No Repair,8,8,MarkTs,49.848,,6.0,,,HistoryScan,1,2,BuildSnap
ivmh,No Repair,8,8,HistoryScan,19.290084,,6.0,,,,1,2,HistoryScan
ivmh,No Repair,9,9,RecentScan,17.141084,,9.0,,,,1,2,RecentScan
ivmh,No Repair,10,10,RecentScan,16.137167,,10.0,,,,1,2,RecentScan
ivmh,No Repair,11,11,RecentScan,18.473041,,11.0,,,,1,2,RecentScan
ivmh,No Repair,12,12,RecentScan,16.693625,,12.0,,,,1,2,RecentScan
ivmh,No Repair,13,13,MarkTs,0.0,,13.0,,,,1,2,
ivmh,No Repair,14,14,Update,0.014583,6.0,,,,,1,2,Update
ivmh,No Repair,15,15,MarkTs,51.533333,,13.0,,,HistoryScan,1,2,BuildSnap
ivmh,No Repair,15,15,HistoryScan,18.605667,,13.0,,,,1,2,HistoryScan
ivmh,No Repair,16,16,RecentScan,19.063625,,16.0,,,,1,2,RecentScan
ivmh,No Repair,17,17,RecentScan,17.572916,,17.0,,,,1,2,RecentScan
ivmh,No Repair,18,18,RecentScan,16.570333,,18.0,,,,1,2,RecentScan
ivmh,No Repair,19,19,RecentScan,16.563959,,19.0,,,,1,2,RecentScan
ivmh,No Repair,20,20,MarkTs,0.0,,20.0,,,,1,2,
ivmh,No Repair,21,21,Update,0.025332999999999998,6.0,,,,,1,2,Update
ivmh,No Repair,22,22,RecentScan,17.11225,,22.0,,,,1,2,RecentScan
ivmh,No Repair,23,23,RecentScan,16.828792,,23.0,,,,1,2,RecentScan
ivmh,No Repair,24,24,RecentScan,17.311542,,24.0,,,,1,2,RecentScan
ivmh,No Repair,25,25,RecentScan,17.252584,,25.0,,,,1,2,RecentScan
ivmh,No Repair,26,26,RecentScan,17.661583,,26.0,,,,1,2,RecentScan
ivmh,No Repair,27,27,MarkTs,0.001167,,27.0,,,,1,2,
ivmh,No Repair,28,28,Update,0.028125,6.0,,,,,1,2,Update
ivmh,No Repair,29,29,RecentScan,17.152584,,29.0,,,,1,2,RecentScan
ivmh,No Repair,30,30,RecentScan,15.360625,,30.0,,,,1,2,RecentScan
ivmh,No Repair,31,31,RecentScan,16.323375,,31.0,,,,1,2,RecentScan
ivmh,No Repair,32,32,RecentScan,17.127625,,32.0,,,,1,2,RecentScan
ivmh,No Repair,33,33,RecentScan,15.602542,,33.0,,,,1,2,RecentScan
ivmh,No Repair,34,34,MarkTs,0.0,,34.0,,,,1,2,
ivmh,No Repair,35,35,Update,0.011458,6.0,,,,,1,2,Update
ivmh,No Repair,0,0,InitLoad,14.239583,60000.0,,,,,0,3,
ivmh,No Repair,1,1,RecentScan,17.489333,,1.0,,,,0,3,RecentScan
ivmh,No Repair,2,2,RecentScan,20.390667,,2.0,,,,0,3,RecentScan
ivmh,No Repair,3,3,RecentScan,16.041333,,3.0,,,,0,3,RecentScan
ivmh,No Repair,4,4,RecentScan,15.530042,,4.0,,,,0,3,RecentScan
ivmh,No Repair,5,5,RecentScan,17.692417,,5.0,,,,0,3,RecentScan
ivmh,No Repair,6,6,MarkTs,0.0,,6.0,,,,0,3,
ivmh,No Repair,7,7,Update,0.027083,6.0,,,,,0,3,Update
ivmh,No Repair,8,8,MarkTs,55.321375,,6.0,,,HistoryScan,0,3,BuildSnap
ivmh,No Repair,8,8,HistoryScan,17.61225,,6.0,,,,0,3,HistoryScan
ivmh,No Repair,9,9,RecentScan,16.597041,,9.0,,,,0,3,RecentScan
ivmh,No Repair,10,10,RecentScan,15.336625,,10.0,,,,0,3,RecentScan
ivmh,No Repair,11,11,RecentScan,17.205834,,11.0,,,,0,3,RecentScan
ivmh,No Repair,12,12,RecentScan,17.530875,,12.0,,,,0,3,RecentScan
ivmh,No Repair,13,13,MarkTs,0.0,,13.0,,,,0,3,
ivmh,No Repair,14,14,Update,0.010417,6.0,,,,,0,3,Update
ivmh,No Repair,15,15,MarkTs,49.100333,,13.0,,,HistoryScan,0,3,BuildSnap
ivmh,No Repair,15,15,HistoryScan,19.833333,,13.0,,,,0,3,HistoryScan
ivmh,No Repair,16,16,RecentScan,15.754792,,16.0,,,,0,3,RecentScan
ivmh,No Repair,17,17,RecentScan,17.723084,,17.0,,,,0,3,RecentScan
ivmh,No Repair,18,18,RecentScan,17.345833,,18.0,,,,0,3,RecentScan
ivmh,No Repair,19,19,RecentScan,18.525458,,19.0,,,,0,3,RecentScan
ivmh,No Repair,20,20,MarkTs,0.001,,20.0,,,,0,3,
ivmh,No Repair,21,21,Update,0.025834,6.0,,,,,0,3,Update
ivmh,No Repair,22,22,MarkTs,59.066833,,20.0,,,HistoryScan,0,3,BuildSnap
ivmh,No Repair,22,22,HistoryScan,20.037209,,20.0,,,,0,3,HistoryScan
ivmh,No Repair,23,23,RecentScan,18.589625,,23.0,,,,0,3,RecentScan
ivmh,No Repair,24,24,RecentScan,17.762917,,24.0,,,,0,3,RecentScan
ivmh,No Repair,25,25,RecentScan,17.343709,,25.0,,,,0,3,RecentScan
ivmh,No Repair,26,26,RecentScan,18.857334,,26.0,,,,0,3,RecentScan
ivmh,No Repair,27,27,MarkTs,0.001375,,27.0,,,,0,3,
ivmh,No Repair,28,28,Update,0.025875,6.0,,,,,0,3,Update
ivmh,No Repair,29,29,RecentScan,16.711041,,29.0,,,,0,3,RecentScan
ivmh,No Repair,30,30,RecentScan,17.192833,,30.0,,,,0,3,RecentScan
ivmh,No Repair,31,31,RecentScan,16.452333,,31.0,,,,0,3,RecentScan
ivmh,No Repair,32,32,RecentScan,18.216417,,32.0,,,,0,3,RecentScan
ivmh,No Repair,33,33,RecentScan,16.531792,,33.0,,,,0,3,RecentScan
ivmh,No Repair,34,34,MarkTs,0.0,,34.0,,,,0,3,
ivmh,No Repair,35,35,Update,0.016625,6.0,,,,,0,3,Update
ivmh,No Repair,0,0,InitLoad,15.061833,60000.0,,,,,1,3,
ivmh,No Repair,1,1,RecentScan,19.910834,,1.0,,,,1,3,RecentScan
ivmh,No Repair,2,2,RecentScan,20.286959,,2.0,,,,1,3,RecentScan
ivmh,No Repair,3,3,RecentScan,18.20975,,3.0,,,,1,3,RecentScan
ivmh,No Repair,4,4,RecentScan,17.132417,,4.0,,,,1,3,RecentScan
ivmh,No Repair,5,5,RecentScan,17.27025,,5.0,,,,1,3,RecentScan
ivmh,No Repair,6,6,MarkTs,0.0,,6.0,,,,1,3,
ivmh,No Repair,7,7,Update,0.025292000000000002,6.0,,,,,1,3,Update
ivmh,No Repair,8,8,MarkTs,64.813167,,6.0,,,HistoryScan,1,3,BuildSnap
ivmh,No Repair,8,8,HistoryScan,25.793792,,6.0,,,,1,3,HistoryScan
ivmh,No Repair,9,9,RecentScan,18.155209,,9.0,,,,1,3,RecentScan
ivmh,No Repair,10,10,RecentScan,18.598375,,10.0,,,,1,3,RecentScan
ivmh,No Repair,11,11,RecentScan,18.81675,,11.0,,,,1,3,RecentScan
ivmh,No Repair,12,12,RecentScan,18.138084,,12.0,,,,1,3,RecentScan
ivmh,No Repair,13,13,MarkTs,0.0,,13.0,,,,1,3,
ivmh,No Repair,14,14,Update,0.014459,6.0,,,,,1,3,Update
ivmh,No Repair,15,15,MarkTs,47.516709,,13.0,,,HistoryScan,1,3,BuildSnap
ivmh,No Repair,15,15,HistoryScan,18.656791,,13.0,,,,1,3,HistoryScan
ivmh,No Repair,16,16,RecentScan,18.265416,,16.0,,,,1,3,RecentScan
ivmh,No Repair,17,17,RecentScan,15.959625,,17.0,,,,1,3,RecentScan
ivmh,No Repair,18,18,RecentScan,17.768166,,18.0,,,,1,3,RecentScan
ivmh,No Repair,19,19,RecentScan,17.422291,,19.0,,,,1,3,RecentScan
ivmh,No Repair,20,20,MarkTs,0.0,,20.0,,,,1,3,
ivmh,No Repair,21,21,Update,0.013875,6.0,,,,,1,3,Update
ivmh,No Repair,22,22,MarkTs,48.655625,,20.0,,,HistoryScan,1,3,BuildSnap
ivmh,No Repair,22,22,HistoryScan,20.056042,,20.0,,,,1,3,HistoryScan
ivmh,No Repair,23,23,RecentScan,16.013167,,23.0,,,,1,3,RecentScan
ivmh,No Repair,24,24,RecentScan,18.205791,,24.0,,,,1,3,RecentScan
ivmh,No Repair,25,25,RecentScan,18.161708,,25.0,,,,1,3,RecentScan
ivmh,No Repair,26,26,RecentScan,16.484375,,26.0,,,,1,3,RecentScan
ivmh,No Repair,27,27,MarkTs,0.008833,,27.0,,,,1,3,
ivmh,No Repair,28,28,Update,0.016959,6.0,,,,,1,3,Update
ivmh,No Repair,29,29,RecentScan,17.183666,,29.0,,,,1,3,RecentScan
ivmh,No Repair,30,30,RecentScan,16.08925,,30.0,,,,1,3,RecentScan
ivmh,No Repair,31,31,RecentScan,17.302459,,31.0,,,,1,3,RecentScan
ivmh,No Repair,32,32,RecentScan,19.317084,,32.0,,,,1,3,RecentScan
ivmh,No Repair,33,33,RecentScan,18.679625,,33.0,,,,1,3,RecentScan
ivmh,No Repair,34,34,MarkTs,0.0,,34.0,,,,1,3,
ivmh,No Repair,35,35,Update,0.014292,6.0,,,,,1,3,Update
ivmh,No Repair,0,0,InitLoad,14.368458,60000.0,,,,,0,4,
ivmh,No Repair,1,1,RecentScan,17.713125,,1.0,,,,0,4,RecentScan
ivmh,No Repair,2,2,RecentScan,16.442125,,2.0,,,,0,4,RecentScan
ivmh,No Repair,3,3,RecentScan,16.168416,,3.0,,,,0,4,RecentScan
ivmh,No Repair,4,4,RecentScan,16.631667,,4.0,,,,0,4,RecentScan
ivmh,No Repair,5,5,RecentScan,16.077333,,5.0,,,,0,4,RecentScan
ivmh,No Repair,6,6,MarkTs,0.001167,,6.0,,,,0,4,
ivmh,No Repair,7,7,Update,0.016,6.0,,,,,0,4,Update
ivmh,No Repair,8,8,MarkTs,52.020584,,6.0,,,HistoryScan,0,4,BuildSnap
ivmh,No Repair,8,8,HistoryScan,17.5265,,6.0,,,,0,4,HistoryScan
ivmh,No Repair,9,9,RecentScan,16.1855,,9.0,,,,0,4,RecentScan
ivmh,No Repair,10,10,RecentScan,16.163791,,10.0,,,,0,4,RecentScan
ivmh,No Repair,11,11,RecentScan,17.416125,,11.0,,,,0,4,RecentScan
ivmh,No Repair,12,12,RecentScan,15.877083,,12.0,,,,0,4,RecentScan
ivmh,No Repair,13,13,MarkTs,0.0,,13.0,,,,0,4,
ivmh,No Repair,14,14,Update,0.010917,6.0,,,,,0,4,Update
ivmh,No Repair,15,15,MarkTs,47.791625,,13.0,,,HistoryScan,0,4,BuildSnap
ivmh,No Repair,15,15,HistoryScan,19.812541,,13.0,,,,0,4,HistoryScan
ivmh,No Repair,16,16,RecentScan,21.813791,,16.0,,,,0,4,RecentScan
ivmh,No Repair,17,17,RecentScan,19.11025,,17.0,,,,0,4,RecentScan
ivmh,No Repair,18,18,RecentScan,20.701875,,18.0,,,,0,4,RecentScan
ivmh,No Repair,19,19,RecentScan,15.998875,,19.0,,,,0,4,RecentScan
ivmh,No Repair,20,20,MarkTs,0.0,,20.0,,,,0,4,
ivmh,No Repair,21,21,Update,0.012042,6.0,,,,,0,4,Update
ivmh,No Repair,22,22,MarkTs,47.717917,,20.0,,,HistoryScan,0,4,BuildSnap
ivmh,No Repair,22,22,HistoryScan,15.757334,,20.0,,,,0,4,HistoryScan
ivmh,No Repair,23,23,RecentScan,16.532583,,23.0,,,,0,4,RecentScan
ivmh,No Repair,24,24,RecentScan,16.208625,,24.0,,,,0,4,RecentScan
ivmh,No Repair,25,25,RecentScan,17.742375,,25.0,,,,0,4,RecentScan
ivmh,No Repair,26,26,RecentScan,15.679834,,26.0,,,,0,4,RecentScan
ivmh,No Repair,27,27,MarkTs,0.001125,,27.0,,,,0,4,
