table_type,repair_type,idx,tx_id,tx_type,duration_ms,count,read_ts,from_ts,to_ts,build_reason,trial,history_scans,component
ivmh,No Repair,21,21,Update,0.017332999999999998,6.0,,,,,0,4,Update
ivmh,No Repair,22,22,MarkTs,48.390875,,20.0,,,HistoryScan,0,4,BuildSnap
ivmh,No Repair,22,22,HistoryScan,18.704792,,20.0,,,,0,4,HistoryScan
ivmh,No Repair,23,23,RecentScan,15.913292,,23.0,,,,0,4,RecentScan
ivmh,No Repair,24,24,RecentScan,16.083875,,24.0,,,,0,4,RecentScan
ivmh,No Repair,25,25,RecentScan,17.982625,,25.0,,,,0,4,RecentScan
ivmh,No Repair,26,26,RecentScan,16.645541,,26.0,,,,0,4,RecentScan
ivmh,No Repair,27,27,MarkTs,0.001,,27.0,,,,0,4,
ivmh,No Repair,28,28,Update,0.01375,6.0,,,,,0,4,Update
ivmh,No Repair,29,29,MarkTs,49.147542,,27.0,,,HistoryScan,0,4,BuildSnap
ivmh,No Repair,29,29,HistoryScan,19.497917,,27.0,,,,0,4,HistoryScan
ivmh,No Repair,30,30,RecentScan,17.8435,,30.0,,,,0,4,RecentScan
ivmh,No Repair,31,31,RecentScan,16.431167,,31.0,,,,0,4,RecentScan
ivmh,No Repair,32,32,RecentScan,17.625,,32.0,,,,0,4,RecentScan
ivmh,No Repair,33,33,RecentScan,17.4015,,33.0,,,,0,4,RecentScan
ivmh,No Repair,34,34,MarkTs,0.0,,34.0,,,,0,4,
ivmh,No Repair,35,35,Update,0.011,6.0,,,,,0,4,Update
ivmh,No Repair,0,0,InitLoad,13.921209,60000.0,,,,,1,4,BuildCUR
ivmh,No Repair,1,1,RecentScan,17.973666,,1.0,,,,1,4,RecentScan
ivmh,No Repair,2,2,RecentScan,16.819167,,2.0,,,,1,4,RecentScan
ivmh,No Repair,3,3,RecentScan,15.618667,,3.0,,,,1,4,RecentScan
ivmh,No Repair,4,4,RecentScan,15.519709,,4.0,,,,1,4,RecentScan
ivmh,No Repair,5,5,RecentScan,15.521792,,5.0,,,,1,4,RecentScan
ivmh,No Repair,6,6,MarkTs,0.0,,6.0,,,,1,4,
ivmh,No Repair,7,7,Update,0.015708,6.0,,,,,1,4,Update
ivmh,No Repair,8,8,MarkTs,50.167417,,6.0,,,HistoryScan,1,4,BuildSnap
ivmh,No Repair,8,8,HistoryScan,18.618375,,6.0,,,,1,4,HistoryScan
ivmh,No Repair,9,9,RecentScan,16.076125,,9.0,,,,1,4,RecentScan
ivmh,No Repair,10,10,RecentScan,16.303708,,10.0,,,,1,4,RecentScan
ivmh,No Repair,11,11,RecentScan,15.921375,,11.0,,,,1,4,RecentScan
ivmh,No Repair,12,12,RecentScan,16.156958,,12.0,,,,1,4,RecentScan
ivmh,No Repair,13,13,MarkTs,0.0,,13.0,,,,1,4,
ivmh,No Repair,14,14,Update,0.011291,6.0,,,,,1,4,Update
ivmh,No Repair,15,15,MarkTs,49.117583,,13.0,,,HistoryScan,1,4,BuildSnap
ivmh,No Repair,15,15,HistoryScan,18.096667,,13.0,,,,1,4,HistoryScan
ivmh,No Repair,16,16,RecentScan,15.146917,,16.0,,,,1,4,RecentScan
ivmh,No Repair,17,17,RecentScan,17.296667,,17.0,,,,1,4,RecentScan
ivmh,No Repair,18,18,RecentScan,16.88475,,18.0,,,,1,4,RecentScan
ivmh,No Repair,19,19,RecentScan,16.893416,,19.0,,,,1,4,RecentScan
ivmh,No Repair,20,20,MarkTs,0.0,,20.0,,,,1,4,
ivmh,No Repair,21,21,Update,0.013958,6.0,,,,,1,4,Update
ivmh,No Repair,22,22,MarkTs,47.054875,,20.0,,,HistoryScan,1,4,BuildSnap
ivmh,No Repair,22,22,HistoryScan,18.580334,,20.0,,,,1,4,HistoryScan
ivmh,No Repair,23,23,RecentScan,17.010916,,23.0,,,,1,4,RecentScan
ivmh,No Repair,24,24,RecentScan,16.773458,,24.0,,,,1,4,RecentScan
ivmh,No Repair,25,25,RecentScan,15.054583,,25.0,,,,1,4,RecentScan
ivmh,No Repair,26,26,RecentScan,16.232167,,26.0,,,,1,4,RecentScan
ivmh,No Repair,27,27,MarkTs,0.0015840000000000001,,27.0,,,,1,4,
ivmh,No Repair,28,28,Update,0.012166999999999999,6.0,,,,,1,4,Update
ivmh,No Repair,29,29,MarkTs,46.528334,,27.0,,,HistoryScan,1,4,BuildSnap
ivmh,No Repair,29,29,HistoryScan,17.872042,,27.0,,,,1,4,HistoryScan
ivmh,No Repair,30,30,RecentScan,17.203375,,30.0,,,,1,4,RecentScan
ivmh,No Repair,31,31,RecentScan,16.911125,,31.0,,,,1,4,RecentScan
ivmh,No Repair,32,32,RecentScan,16.699958,,32.0,,,,1,4,RecentScan
ivmh,No Repair,33,33,RecentScan,16.713,,33.0,,,,1,4,RecentScan
ivmh,No Repair,34,34,MarkTs,0.0,,34.0,,,,1,4,
ivmh,No Repair,35,35,Update,0.009958,6.0,,,,,1,4,Update
