table_type,repair_type,idx,tx_id,tx_type,duration_ms,count,read_ts,from_ts,to_ts,build_reason,trial,table_label,history_scans,component
ivmh,No Repair,0,0,InitLoad,15.774042,60000.0,,,,,0,IVMH,0,InitLoad
ivmh,No Repair,1,1,RecentScan,19.083667,,1.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,2,2,RecentScan,17.364875,,2.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,3,3,RecentScan,18.158333,,3.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,4,4,RecentScan,17.139834,,4.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,5,5,RecentScan,17.4935,,5.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,6,6,MarkTs,0.0,,6.0,,,,0,IVMH,0,
ivmh,No Repair,7,7,Update,0.017832999999999998,6.0,,,,,0,IVMH,0,Update
ivmh,No Repair,8,8,RecentScan,17.315667,,8.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,9,9,RecentScan,16.628792,,9.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,10,10,RecentScan,16.808041,,10.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,11,11,RecentScan,16.51475,,11.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,12,12,RecentScan,17.264875,,12.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,13,13,MarkTs,0.0,,13.0,,,,0,IVMH,0,
ivmh,No Repair,14,14,Update,0.021125,6.0,,,,,0,IVMH,0,Update
ivmh,No Repair,15,15,RecentScan,16.809208,,15.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,16,16,RecentScan,16.830583,,16.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,17,17,RecentScan,16.595666,,17.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,18,18,RecentScan,16.591542,,18.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,19,19,RecentScan,16.932167,,19.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,20,20,MarkTs,0.0,,20.0,,,,0,IVMH,0,
