table_type,repair_type,idx,tx_id,tx_type,duration_ms,count,read_ts,from_ts,to_ts,build_reason,trial,table_label,history_scans,component
ivmh,No Repair,0,0,InitLoad,15.8635,60000.0,,,,,0,IVMH,0,InitLoad
ivmh,No Repair,1,1,RecentScan,19.308542,,1.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,2,2,RecentScan,17.341791,,2.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,3,3,RecentScan,18.951917,,3.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,4,4,RecentScan,16.350417,,4.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,5,5,RecentScan,16.511416,,5.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,6,6,MarkTs,0.0,,6.0,,,,0,IVMH,0,
ivmh,No Repair,7,7,Update,0.02075,6.0,,,,,0,IVMH,0,Update
ivmh,No Repair,8,8,RecentScan,17.260875,,8.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,9,9,RecentScan,15.169292,,9.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,10,10,RecentScan,16.312167,,10.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,11,11,RecentScan,16.058667,,11.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,12,12,RecentScan,15.881042,,12.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,13,13,MarkTs,0.0,,13.0,,,,0,IVMH,0,
ivmh,No Repair,14,14,Update,0.013708,6.0,,,,,0,IVMH,0,Update
ivmh,No Repair,15,15,RecentScan,15.005625,,15.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,16,16,RecentScan,16.237416,,16.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,17,17,RecentScan,16.223166,,17.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,18,18,RecentScan,15.127959,,18.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,19,19,RecentScan,16.527208,,19.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,20,20,MarkTs,0.0,,20.0,,,,0,IVMH,0,
ivmh,No Repair,21,21,Update,0.013917,6.0,,,,,0,IVMH,0,Update
ivmh,No Repair,22,22,RecentScan,16.766042,,22.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,23,23,RecentScan,15.897084,,23.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,24,24,RecentScan,15.740417,,24.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,25,25,RecentScan,16.305958,,25.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,26,26,RecentScan,19.111125,,26.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,27,27,MarkTs,0.0015409999999999998,,27.0,,,,0,IVMH,0,
ivmh,No Repair,28,28,Update,0.025167000000000002,6.0,,,,,0,IVMH,0,Update
ivmh,No Repair,29,29,RecentScan,17.982333,,29.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,30,30,RecentScan,16.334958,,30.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,31,31,RecentScan,16.551833,,31.0,,,,0,IVMH,0,RecentScan
