table_type,repair_type,idx,tx_id,tx_type,duration_ms,count,read_ts,from_ts,to_ts,build_reason,trial,history_scans,component
ivmh,No Repair,19,19,RecentScan,16.2895,,19.0,,,,1,0,RecentScan
ivmh,No Repair,20,20,MarkTs,0.0,,20.0,,,,1,0,
ivmh,No Repair,21,21,Update,0.012959,6.0,,,,,1,0,Update
ivmh,No Repair,22,22,RecentScan,16.236167,,22.0,,,,1,0,RecentScan
ivmh,No Repair,23,23,RecentScan,16.406375,,23.0,,,,1,0,RecentScan
ivmh,No Repair,24,24,RecentScan,17.35125,,24.0,,,,1,0,RecentScan
ivmh,No Repair,25,25,RecentScan,16.511875,,25.0,,,,1,0,RecentScan
ivmh,No Repair,26,26,RecentScan,15.552916,,26.0,,,,1,0,RecentScan
ivmh,No Repair,27,27,MarkTs,0.001042,,27.0,,,,1,0,
ivmh,No Repair,28,28,Update,0.012667,6.0,,,,,1,0,Update
ivmh,No Repair,29,29,RecentScan,16.127208,,29.0,,,,1,0,RecentScan
ivmh,No Repair,30,30,RecentScan,15.775042,,30.0,,,,1,0,RecentScan
ivmh,No Repair,31,31,RecentScan,17.207708,,31.0,,,,1,0,RecentScan
ivmh,No Repair,32,32,RecentScan,16.570167,,32.0,,,,1,0,RecentScan
ivmh,No Repair,33,33,RecentScan,16.454208,,33.0,,,,1,0,RecentScan
ivmh,No Repair,34,34,MarkTs,0.0,,34.0,,,,1,0,
ivmh,No Repair,35,35,Update,0.01,6.0,,,,,1,0,Update
ivmh,No Repair,0,0,InitLoad,14.136167,60000.0,,,,,0,1,BuildCUR
ivmh,No Repair,1,1,RecentScan,18.248667,,1.0,,,,0,1,RecentScan
ivmh,No Repair,2,2,RecentScan,19.28975,,2.0,,,,0,1,RecentScan
ivmh,No Repair,3,3,RecentScan,18.283625,,3.0,,,,0,1,RecentScan
ivmh,No Repair,4,4,RecentScan,16.791834,,4.0,,,,0,1,RecentScan
ivmh,No Repair,5,5,RecentScan,15.62675,,5.0,,,,0,1,RecentScan
ivmh,No Repair,6,6,MarkTs,0.001083,,6.0,,,,0,1,
ivmh,No Repair,7,7,Update,0.015125,6.0,,,,,0,1,Update
ivmh,No Repair,8,8,MarkTs,54.757875,,6.0,,,HistoryScan,0,1,BuildSnap
ivmh,No Repair,8,8,HistoryScan,19.063917,,6.0,,,,0,1,HistoryScan
ivmh,No Repair,9,9,RecentScan,17.170958,,9.0,,,,0,1,RecentScan
ivmh,No Repair,10,10,RecentScan,15.473209,,10.0,,,,0,1,RecentScan
ivmh,No Repair,11,11,RecentScan,16.213875,,11.0,,,,0,1,RecentScan
ivmh,No Repair,12,12,RecentScan,18.009,,12.0,,,,0,1,RecentScan
ivmh,No Repair,13,13,MarkTs,0.0,,13.0,,,,0,1,
ivmh,No Repair,14,14,Update,0.010291999999999999,6.0,,,,,0,1,Update
ivmh,No Repair,15,15,RecentScan,17.961708,,15.0,,,,0,1,RecentScan
ivmh,No Repair,16,16,RecentScan,16.713125,,16.0,,,,0,1,RecentScan
ivmh,No Repair,17,17,RecentScan,16.496333,,17.0,,,,0,1,RecentScan
ivmh,No Repair,18,18,RecentScan,22.495834,,18.0,,,,0,1,RecentScan
ivmh,No Repair,19,19,RecentScan,24.884125,,19.0,,,,0,1,RecentScan
ivmh,No Repair,20,20,MarkTs,0.0,,20.0,,,,0,1,
ivmh,No Repair,21,21,Update,0.0215,6.0,,,,,0,1,Update
ivmh,No Repair,22,22,RecentScan,17.380916,,22.0,,,,0,1,RecentScan
ivmh,No Repair,23,23,RecentScan,17.988083,,23.0,,,,0,1,RecentScan
ivmh,No Repair,24,24,RecentScan,15.178791,,24.0,,,,0,1,RecentScan
ivmh,No Repair,25,25,RecentScan,15.901542,,25.0,,,,0,1,RecentScan
ivmh,No Repair,26,26,RecentScan,16.243167,,26.0,,,,0,1,RecentScan
ivmh,No Repair,27,27,MarkTs,0.001333,,27.0,,,,0,1,
ivmh,No Repair,28,28,Update,0.018333,6.0,,,,,0,1,Update
ivmh,No Repair,29,29,RecentScan,16.202167,,29.0,,,,0,1,RecentScan
ivmh,No Repair,30,30,RecentScan,15.557458,,30.0,,,,0,1,RecentScan
ivmh,No Repair,31,31,RecentScan,21.344292,,31.0,,,,0,1,RecentScan
ivmh,No Repair,32,32,RecentScan,131.256542,,32.0,,,,0,1,RecentScan
ivmh,No Repair,33,33,RecentScan,269.411292,,33.0,,,,0,1,RecentScan
ivmh,No Repair,34,34,MarkTs,0.001042,,34.0,,,,0,1,
ivmh,No Repair,35,35,Update,0.222708,6.0,,,,,0,1,Update
ivmh,No Repair,0,0,InitLoad,19.680958,60000.0,,,,,1,1,BuildCUR
ivmh,No Repair,1,1,RecentScan,24.58375,,1.0,,,,1,1,RecentScan
ivmh,No Repair,2,2,RecentScan,17.967625,,2.0,,,,1,1,RecentScan
ivmh,No Repair,3,3,RecentScan,23.179125,,3.0,,,,1,1,RecentScan
ivmh,No Repair,4,4,RecentScan,18.103625,,4.0,,,,1,1,RecentScan
ivmh,No Repair,5,5,RecentScan,17.053167,,5.0,,,,1,1,RecentScan
ivmh,No Repair,6,6,MarkTs,0.0,,6.0,,,,1,1,
ivmh,No Repair,7,7,Update,0.016457999999999997,6.0,,,,,1,1,Update
ivmh,No Repair,8,8,MarkTs,65.185542,,6.0,,,HistoryScan,1,1,BuildSnap
ivmh,No Repair,8,8,HistoryScan,21.892666,,6.0,,,,1,1,HistoryScan
ivmh,No Repair,9,9,RecentScan,18.793417,,9.0,,,,1,1,RecentScan
ivmh,No Repair,10,10,RecentScan,23.903833,,10.0,,,,1,1,RecentScan
ivmh,No Repair,11,11,RecentScan,21.868459,,11.0,,,,1,1,RecentScan
ivmh,No Repair,12,12,RecentScan,18.545458,,12.0,,,,1,1,RecentScan
ivmh,No Repair,13,13,MarkTs,0.0,,13.0,,,,1,1,
ivmh,No Repair,14,14,Update,0.012417,6.0,,,,,1,1,Update
ivmh,No Repair,15,15,RecentScan,19.502709,,15.0,,,,1,1,RecentScan
ivmh,No Repair,16,16,RecentScan,19.240084,,16.0,,,,1,1,RecentScan
ivmh,No Repair,17,17,RecentScan,19.045458,,17.0,,,,1,1,RecentScan
ivmh,No Repair,18,18,RecentScan,19.369791,,18.0,,,,1,1,RecentScan
ivmh,No Repair,19,19,RecentScan,20.725584,,19.0,,,,1,1,RecentScan
ivmh,No Repair,20,20,MarkTs,0.0,,20.0,,,,1,1,
ivmh,No Repair,21,21,Update,0.0165,6.0,,,,,1,1,Update
ivmh,No Repair,22,22,RecentScan,19.04675,,22.0,,,,1,1,RecentScan
ivmh,No Repair,23,23,RecentScan,19.366292,,23.0,,,,1,1,RecentScan
ivmh,No Repair,24,24,RecentScan,21.056458,,24.0,,,,1,1,RecentScan
ivmh,No Repair,25,25,RecentScan,18.931666,,25.0,,,,1,1,RecentScan
ivmh,No Repair,26,26,RecentScan,18.570875,,26.0,,,,1,1,RecentScan
ivmh,No Repair,27,27,MarkTs,0.001292,,27.0,,,,1,1,
ivmh,No Repair,28,28,Update,0.013833999999999999,6.0,,,,,1,1,Update
ivmh,No Repair,29,29,RecentScan,18.465375,,29.0,,,,1,1,RecentScan
ivmh,No Repair,30,30,RecentScan,18.27675,,30.0,,,,1,1,RecentScan
ivmh,No Repair,31,31,RecentScan,18.615416,,31.0,,,,1,1,RecentScan
ivmh,No Repair,32,32,RecentScan,18.41975,,32.0,,,,1,1,RecentScan
ivmh,No Repair,33,33,RecentScan,18.122,,33.0,,,,1,1,RecentScan
ivmh,No Repair,34,34,MarkTs,0.0,,34.0,,,,1,1,
ivmh,No Repair,35,35,Update,0.008875,6.0,,,,,1,1,Update
ivmh,No Repair,0,0,InitLoad,14.442792,60000.0,,,,,0,2,BuildCUR
ivmh,No Repair,1,1,RecentScan,19.220833,,1.0,,,,0,2,RecentScan
ivmh,No Repair,2,2,RecentScan,18.806959,,2.0,,,,0,2,RecentScan
ivmh,No Repair,3,3,RecentScan,16.618833,,3.0,,,,0,2,RecentScan
ivmh,No Repair,4,4,RecentScan,16.346459,,4.0,,,,0,2,RecentScan
ivmh,No Repair,5,5,RecentScan,16.893333,,5.0,,,,0,2,RecentScan
ivmh,No Repair,6,6,MarkTs,0.0013340000000000001,,6.0,,,,0,2,
ivmh,No Repair,7,7,Update,0.015042,6.0,,,,,0,2,Update
ivmh,No Repair,8,8,MarkTs,51.371666,,6.0,,,HistoryScan,0,2,BuildSnap
ivmh,No Repair,8,8,HistoryScan,18.387459,,6.0,,,,0,2,HistoryScan
ivmh,No Repair,9,9,RecentScan,17.799125,,9.0,,,,0,2,RecentScan
ivmh,No Repair,10,10,RecentScan,17.363417,,10.0,,,,0,2,RecentScan
ivmh,No Repair,11,11,RecentScan,18.013625,,11.0,,,,0,2,RecentScan
ivmh,No Repair,12,12,RecentScan,17.478125,,12.0,,,,0,2,RecentScan
ivmh,No Repair,13,13,MarkTs,0.0,,13.0,,,,0,2,
ivmh,No Repair,14,14,Update,0.010042,6.0,,,,,0,2,Update
ivmh,No Repair,15,15,MarkTs,47.378291,,13.0,,,HistoryScan,0,2,BuildSnap
ivmh,No Repair,15,15,HistoryScan,20.265875,,13.0,,,,0,2,HistoryScan
ivmh,No Repair,16,16,RecentScan,18.59775,,16.0,,,,0,2,RecentScan
ivmh,No Repair,17,17,RecentScan,17.48175,,17.0,,,,0,2,RecentScan
ivmh,No Repair,18,18,RecentScan,17.460125,,18.0,,,,0,2,RecentScan
ivmh,No Repair,19,19,RecentScan,17.044208,,19.0,,,,0,2,RecentScan
ivmh,No Repair,20,20,MarkTs,0.0,,20.0,,,,0,2,
ivmh,No Repair,21,21,Update,0.012042,6.0,,,,,0,2,Update
ivmh,No Repair,22,22,RecentScan,17.34725,,22.0,,,,0,2,RecentScan
ivmh,No Repair,23,23,RecentScan,17.40375,,23.0,,,,0,2,RecentScan
ivmh,No Repair,24,24,RecentScan,17.416916,,24.0,,,,0,2,RecentScan
ivmh,No Repair,25,25,RecentScan,17.176083,,25.0,,,,0,2,RecentScan
ivmh,No Repair,26,26,RecentScan,17.391334,,26.0,,,,0,2,RecentScan
ivmh,No Repair,27,27,MarkTs,0.001125,,27.0,,,,0,2,
ivmh,No Repair,28,28,Update,0.013083000000000001,6.0,,,,,0,2,Update
ivmh,No Repair,29,29,RecentScan,18.383292,,29.0,,,,0,2,RecentScan
ivmh,No Repair,30,30,RecentScan,17.650042,,30.0,,,,0,2,RecentScan
ivmh,No Repair,31,31,RecentScan,17.609708,,31.0,,,,0,2,RecentScan
ivmh,No Repair,32,32,RecentScan,17.886417,,32.0,,,,0,2,RecentScan
ivmh,No Repair,33,33,RecentScan,17.6405,,33.0,,,,0,2,RecentScan
ivmh,No Repair,34,34,MarkTs,0.0,,34.0,,,,0,2,
ivmh,No Repair,35,35,Update,0.010541,6.0,,,,,0,2,Update
ivmh,No Repair,0,0,InitLoad,13.5815,60000.0,,,,,1,2,BuildCUR
ivmh,No Repair,1,1,RecentScan,17.934833,,1.0,,,,1,2,RecentScan
ivmh,No Repair,2,2,RecentScan,18.480791,,2.0,,,,1,2,RecentScan
ivmh,No Repair,3,3,RecentScan,16.232917,,3.0,,,,1,2,RecentScan
ivmh,No Repair,4,4,RecentScan,15.577875,,4.0,,,,1,2,RecentScan
ivmh,No Repair,5,5,RecentScan,15.778083,,5.0,,,,1,2,RecentScan
ivmh,No Repair,6,6,MarkTs,0.0,,6.0,,,,1,2,
ivmh,No Repair,7,7,Update,0.013792,6.0,,,,,1,2,Update
ivmh,No Repair,8,8,MarkTs,49.748,,6.0,,,HistoryScan,1,2,BuildSnap
ivmh,No Repair,8,8,HistoryScan,18.025292,,6.0,,,,1,2,HistoryScan
ivmh,No Repair,9,9,RecentScan,16.559709,,9.0,,,,1,2,RecentScan
ivmh,No Repair,10,10,RecentScan,15.842792,,10.0,,,,1,2,RecentScan
ivmh,No Repair,11,11,RecentScan,15.548542,,11.0,,,,1,2,RecentScan
ivmh,No Repair,12,12,RecentScan,15.494458,,12.0,,,,1,2,RecentScan
ivmh,No Repair,13,13,MarkTs,0.0,,13.0,,,,1,2,
ivmh,No Repair,14,14,Update,0.009125,6.0,,,,,1,2,Update
ivmh,No Repair,15,15,MarkTs,46.358958,,13.0,,,HistoryScan,1,2,BuildSnap
ivmh,No Repair,15,15,HistoryScan,18.263708,,13.0,,,,1,2,HistoryScan
ivmh,No Repair,16,16,RecentScan,17.233417,,16.0,,,,1,2,RecentScan
ivmh,No Repair,17,17,RecentScan,17.022041,,17.0,,,,1,2,RecentScan
ivmh,No Repair,18,18,RecentScan,16.8815,,18.0,,,,1,2,RecentScan
ivmh,No Repair,19,19,RecentScan,17.502667,,19.0,,,,1,2,RecentScan
ivmh,No Repair,20,20,MarkTs,0.0,,20.0,,,,1,2,
ivmh,No Repair,21,21,Update,0.013209,6.0,,,,,1,2,Update
ivmh,No Repair,22,22,RecentScan,16.763541,,22.0,,,,1,2,RecentScan
ivmh,No Repair,23,23,RecentScan,17.613917,,23.0,,,,1,2,RecentScan
ivmh,No Repair,24,24,RecentScan,16.476291,,24.0,,,,1,2,RecentScan
ivmh,No Repair,25,25,RecentScan,16.405375,,25.0,,,,1,2,RecentScan
ivmh,No Repair,26,26,RecentScan,16.489708,,26.0,,,,1,2,RecentScan
ivmh,No Repair,27,27,MarkTs,0.00125,,27.0,,,,1,2,
ivmh,No Repair,28,28,Update,0.011958,6.0,,,,,1,2,Update
ivmh,No Repair,29,29,RecentScan,16.44075,,29.0,,,,1,2,RecentScan
ivmh,No Repair,30,30,RecentScan,16.9245,,30.0,,,,1,2,RecentScan
ivmh,No Repair,31,31,RecentScan,16.571042,,31.0,,,,1,2,RecentScan
ivmh,No Repair,32,32,RecentScan,16.8075,,32.0,,,,1,2,RecentScan
ivmh,No Repair,33,33,RecentScan,17.035709,,33.0,,,,1,2,RecentScan
ivmh,No Repair,34,34,MarkTs,0.0,,34.0,,,,1,2,
ivmh,No Repair,35,35,Update,0.009583999999999999,6.0,,,,,1,2,Update
ivmh,No Repair,0,0,InitLoad,14.624416,60000.0,,,,,0,3,BuildCUR
ivmh,No Repair,1,1,RecentScan,19.447625,,1.0,,,,0,3,RecentScan
ivmh,No Repair,2,2,RecentScan,17.771125,,2.0,,,,0,3,RecentScan
ivmh,No Repair,3,3,RecentScan,16.496959,,3.0,,,,0,3,RecentScan
ivmh,No Repair,4,4,RecentScan,16.610083,,4.0,,,,0,3,RecentScan
ivmh,No Repair,5,5,RecentScan,16.532541,,5.0,,,,0,3,RecentScan
ivmh,No Repair,6,6,MarkTs,0.0,,6.0,,,,0,3,
ivmh,No Repair,7,7,Update,0.014541,6.0,,,,,0,3,Update
ivmh,No Repair,8,8,MarkTs,49.704542,,6.0,,,HistoryScan,0,3,BuildSnap
ivmh,No Repair,8,8,HistoryScan,18.00275,,6.0,,,,0,3,HistoryScan
ivmh,No Repair,9,9,RecentScan,16.674709,,9.0,,,,0,3,RecentScan
ivmh,No Repair,10,10,RecentScan,17.335583,,10.0,,,,0,3,RecentScan
ivmh,No Repair,11,11,RecentScan,15.73125,,11.0,,,,0,3,RecentScan
ivmh,No Repair,12,12,RecentScan,15.330792,,12.0,,,,0,3,RecentScan
ivmh,No Repair,13,13,MarkTs,0.0,,13.0,,,,0,3,
ivmh,No Repair,14,14,Update,0.011542,6.0,,,,,0,3,Update
ivmh,No Repair,15,15,MarkTs,48.536875,,13.0,,,HistoryScan,0,3,BuildSnap
ivmh,No Repair,15,15,HistoryScan,18.456125,,13.0,,,,0,3,HistoryScan
ivmh,No Repair,16,16,RecentScan,15.567,,16.0,,,,0,3,RecentScan
ivmh,No Repair,17,17,RecentScan,15.317834,,17.0,,,,0,3,RecentScan
ivmh,No Repair,18,18,RecentScan,14.536583,,18.0,,,,0,3,RecentScan
ivmh,No Repair,19,19,RecentScan,17.185042,,19.0,,,,0,3,RecentScan
ivmh,No Repair,20,20,MarkTs,0.0,,20.0,,,,0,3,
ivmh,No Repair,21,21,Update,0.013,6.0,,,,,0,3,Update
ivmh,No Repair,22,22,MarkTs,46.722667,,20.0,,,HistoryScan,0,3,BuildSnap
ivmh,No Repair,22,22,HistoryScan,18.133625,,20.0,,,,0,3,HistoryScan
ivmh,No Repair,23,23,RecentScan,17.574416,,23.0,,,,0,3,RecentScan
ivmh,No Repair,24,24,RecentScan,17.5175,,24.0,,,,0,3,RecentScan
ivmh,No Repair,25,25,RecentScan,17.496959,,25.0,,,,0,3,RecentScan
ivmh,No Repair,26,26,RecentScan,16.991709,,26.0,,,,0,3,RecentScan
ivmh,No Repair,27,27,MarkTs,0.001417,,27.0,,,,0,3,
ivmh,No Repair,28,28,Update,0.014166,6.0,,,,,0,3,Update
ivmh,No Repair,29,29,RecentScan,16.502125,,29.0,,,,0,3,RecentScan
ivmh,No Repair,30,30,RecentScan,17.375666,,30.0,,,,0,3,RecentScan
ivmh,No Repair,31,31,RecentScan,14.674833,,31.0,,,,0,3,RecentScan
ivmh,No Repair,32,32,RecentScan,15.009084,,32.0,,,,0,3,RecentScan
ivmh,No Repair,33,33,RecentScan,15.302708,,33.0,,,,0,3,RecentScan
ivmh,No Repair,34,34,MarkTs,0.0,,34.0,,,,0,3,
ivmh,No Repair,35,35,Update,0.009917,6.0,,,,,0,3,Update
ivmh,No Repair,0,0,InitLoad,14.011375,60000.0,,,,,1,3,BuildCUR
ivmh,No Repair,1,1,RecentScan,18.626709,,1.0,,,,1,3,RecentScan
ivmh,No Repair,2,2,RecentScan,18.494666,,2.0,,,,1,3,RecentScan
ivmh,No Repair,3,3,RecentScan,16.292916,,3.0,,,,1,3,RecentScan
ivmh,No Repair,4,4,RecentScan,15.996833,,4.0,,,,1,3,RecentScan
ivmh,No Repair,5,5,RecentScan,16.35225,,5.0,,,,1,3,RecentScan
ivmh,No Repair,6,6,MarkTs,0.0,,6.0,,,,1,3,
ivmh,No Repair,7,7,Update,0.014084,6.0,,,,,1,3,Update
ivmh,No Repair,8,8,MarkTs,49.578625,,6.0,,,HistoryScan,1,3,BuildSnap
ivmh,No Repair,8,8,HistoryScan,18.40075,,6.0,,,,1,3,HistoryScan
ivmh,No Repair,9,9,RecentScan,16.859125,,9.0,,,,1,3,RecentScan
ivmh,No Repair,10,10,RecentScan,16.786625,,10.0,,,,1,3,RecentScan
ivmh,No Repair,11,11,RecentScan,16.566959,,11.0,,,,1,3,RecentScan
ivmh,No Repair,12,12,RecentScan,17.013916,,12.0,,,,1,3,RecentScan
ivmh,No Repair,13,13,MarkTs,0.0,,13.0,,,,1,3,
ivmh,No Repair,14,14,Update,0.009417,6.0,,,,,1,3,Update
ivmh,No Repair,15,15,MarkTs,67.060541,,13.0,,,HistoryScan,1,3,BuildSnap
ivmh,No Repair,15,15,HistoryScan,19.556625,,13.0,,,,1,3,HistoryScan
ivmh,No Repair,16,16,RecentScan,16.43275,,16.0,,,,1,3,RecentScan
ivmh,No Repair,17,17,RecentScan,14.526667,,17.0,,,,1,3,RecentScan
ivmh,No Repair,18,18,RecentScan,16.309834,,18.0,,,,1,3,RecentScan
ivmh,No Repair,19,19,RecentScan,16.941917,,19.0,,,,1,3,RecentScan
ivmh,No Repair,20,20,MarkTs,0.0,,20.0,,,,1,3,
ivmh,No Repair,21,21,Update,0.02525,6.0,,,,,1,3,Update
ivmh,No Repair,22,22,MarkTs,62.432667,,20.0,,,HistoryScan,1,3,BuildSnap
ivmh,No Repair,22,22,HistoryScan,19.076042,,20.0,,,,1,3,HistoryScan
ivmh,No Repair,23,23,RecentScan,16.952875,,23.0,,,,1,3,RecentScan
ivmh,No Repair,24,24,RecentScan,16.32725,,24.0,,,,1,3,RecentScan
ivmh,No Repair,25,25,RecentScan,18.077875,,25.0,,,,1,3,RecentScan
ivmh,No Repair,26,26,RecentScan,15.45175,,26.0,,,,1,3,RecentScan
ivmh,No Repair,27,27,MarkTs,0.010583,,27.0,,,,1,3,
ivmh,No Repair,28,28,Update,0.012625,6.0,,,,,1,3,Update
ivmh,No Repair,29,29,RecentScan,16.071125,,29.0,,,,1,3,RecentScan
ivmh,No Repair,30,30,RecentScan,15.886459,,30.0,,,,1,3,RecentScan
ivmh,No Repair,31,31,RecentScan,16.051833,,31.0,,,,1,3,RecentScan
ivmh,No Repair,32,32,RecentScan,15.762625,,32.0,,,,1,3,RecentScan
ivmh,No Repair,33,33,RecentScan,16.988375,,33.0,,,,1,3,RecentScan
ivmh,No Repair,34,34,MarkTs,0.0,,34.0,,,,1,3,
ivmh,No Repair,35,35,Update,0.01075,6.0,,,,,1,3,Update
ivmh,No Repair,0,0,InitLoad,14.676,60000.0,,,,,0,4,BuildCUR
ivmh,No Repair,1,1,RecentScan,17.495084,,1.0,,,,0,4,RecentScan
ivmh,No Repair,2,2,RecentScan,19.854833,,2.0,,,,0,4,RecentScan
ivmh,No Repair,3,3,RecentScan,14.850584,,3.0,,,,0,4,RecentScan
ivmh,No Repair,4,4,RecentScan,16.750125,,4.0,,,,0,4,RecentScan
ivmh,No Repair,5,5,RecentScan,16.816417,,5.0,,,,0,4,RecentScan
ivmh,No Repair,6,6,MarkTs,0.0,,6.0,,,,0,4,
ivmh,No Repair,7,7,Update,0.016875,6.0,,,,,0,4,Update
ivmh,No Repair,8,8,MarkTs,57.156875,,6.0,,,HistoryScan,0,4,BuildSnap
ivmh,No Repair,8,8,HistoryScan,17.750041,,6.0,,,,0,4,HistoryScan
ivmh,No Repair,9,9,RecentScan,17.755375,,9.0,,,,0,4,RecentScan
ivmh,No Repair,10,10,RecentScan,16.147458,,10.0,,,,0,4,RecentScan
ivmh,No Repair,11,11,RecentScan,13.804,,11.0,,,,0,4,RecentScan
ivmh,No Repair,12,12,RecentScan,15.355208,,12.0,,,,0,4,RecentScan
ivmh,No Repair,13,13,MarkTs,0.0,,13.0,,,,0,4,
ivmh,No Repair,14,14,Update,0.012375,6.0,,,,,0,4,Update
ivmh,No Repair,15,15,MarkTs,58.975042,,13.0,,,HistoryScan,0,4,BuildSnap
ivmh,No Repair,15,15,HistoryScan,19.740666,,13.0,,,,0,4,HistoryScan
ivmh,No Repair,16,16,RecentScan,15.566583,,16.0,,,,0,4,RecentScan
ivmh,No Repair,17,17,RecentScan,16.868667,,17.0,,,,0,4,RecentScan
ivmh,No Repair,18,18,RecentScan,17.945,,18.0,,,,0,4,RecentScan
ivmh,No Repair,19,19,RecentScan,16.393833,,19.0,,,,0,4,RecentScan
ivmh,No Repair,20,20,MarkTs,0.0,,20.0,,,,0,4,
ivmh,No Repair,21,21,Update,0.0185,6.0,,,,,0,4,Update
ivmh,No Repair,22,22,MarkTs,57.606958,,20.0,,,HistoryScan,0,4,BuildSnap
ivmh,No Repair,22,22,HistoryScan,18.72525,,20.0,,,,0,4,HistoryScan
ivmh,No Repair,23,23,RecentScan,16.358542,,23.0,,,,0,4,RecentScan
ivmh,No Repair,24,24,RecentScan,16.049083,,24.0,,,,0,4,RecentScan
ivmh,No Repair,25,25,RecentScan,15.784042,,25.0,,,,0,4,RecentScan
ivmh,No Repair,26,26,RecentScan,15.75925,,26.0,,,,0,4,RecentScan
