table_type,repair_type,idx,tx_id,tx_type,duration_ms,count,read_ts,from_ts,to_ts,build_reason,trial,history_scans,component
ivmh,No Repair,17,17,RecentScan,17.351583,,17.0,,,,0,1,RecentScan
ivmh,No Repair,18,18,RecentScan,17.935,,18.0,,,,0,1,RecentScan
ivmh,No Repair,19,19,RecentScan,18.933833,,19.0,,,,0,1,RecentScan
ivmh,No Repair,20,20,MarkTs,0.0,,20.0,,,,0,1,
ivmh,No Repair,21,21,Update,0.024542,6.0,,,,,0,1,
ivmh,No Repair,22,22,RecentScan,18.327167,,22.0,,,,0,1,RecentScan
ivmh,No Repair,23,23,RecentScan,17.823542,,23.0,,,,0,1,RecentScan
ivmh,No Repair,24,24,RecentScan,16.491208,,24.0,,,,0,1,RecentScan
ivmh,No Repair,25,25,RecentScan,15.211042,,25.0,,,,0,1,RecentScan
ivmh,No Repair,26,26,RecentScan,15.873042,,26.0,,,,0,1,RecentScan
ivmh,No Repair,27,27,MarkTs,0.001083,,27.0,,,,0,1,
ivmh,No Repair,28,28,Update,0.013583,6.0,,,,,0,1,
ivmh,No Repair,29,29,RecentScan,17.526625,,29.0,,,,0,1,RecentScan
ivmh,No Repair,30,30,RecentScan,16.979666,,30.0,,,,0,1,RecentScan
ivmh,No Repair,31,31,RecentScan,16.786375,,31.0,,,,0,1,RecentScan
ivmh,No Repair,32,32,RecentScan,15.697084,,32.0,,,,0,1,RecentScan
ivmh,No Repair,33,33,RecentScan,17.177042,,33.0,,,,0,1,RecentScan
ivmh,No Repair,34,34,MarkTs,0.0,,34.0,,,,0,1,
ivmh,No Repair,35,35,Update,0.011416,6.0,,,,,0,1,
ivmh,No Repair,0,0,InitLoad,18.535792,60000.0,,,,,0,2,
ivmh,No Repair,1,1,RecentScan,20.584,,1.0,,,,0,2,RecentScan
ivmh,No Repair,2,2,RecentScan,19.806458,,2.0,,,,0,2,RecentScan
ivmh,No Repair,3,3,RecentScan,21.457167,,3.0,,,,0,2,RecentScan
ivmh,No Repair,4,4,RecentScan,22.078209,,4.0,,,,0,2,RecentScan
ivmh,No Repair,5,5,RecentScan,19.250959,,5.0,,,,0,2,RecentScan
ivmh,No Repair,6,6,MarkTs,0.00125,,6.0,,,,0,2,
ivmh,No Repair,7,7,Update,0.028541,6.0,,,,,0,2,
ivmh,No Repair,8,8,MarkTs,65.0635,,6.0,,,HistoryScan,0,2,BuildSnap
ivmh,No Repair,8,8,HistoryScan,18.192667,,6.0,,,,0,2,HistoryScan
ivmh,No Repair,9,9,RecentScan,17.980375,,9.0,,,,0,2,RecentScan
ivmh,No Repair,10,10,RecentScan,18.843833,,10.0,,,,0,2,RecentScan
ivmh,No Repair,11,11,RecentScan,18.509375,,11.0,,,,0,2,RecentScan
ivmh,No Repair,12,12,RecentScan,19.379291,,12.0,,,,0,2,RecentScan
ivmh,No Repair,13,13,MarkTs,0.0,,13.0,,,,0,2,
ivmh,No Repair,14,14,Update,0.017542000000000002,6.0,,,,,0,2,
ivmh,No Repair,15,15,MarkTs,60.291542,,13.0,,,HistoryScan,0,2,BuildSnap
ivmh,No Repair,15,15,HistoryScan,19.946625,,13.0,,,,0,2,HistoryScan
ivmh,No Repair,16,16,RecentScan,16.850208,,16.0,,,,0,2,RecentScan
ivmh,No Repair,17,17,RecentScan,19.08375,,17.0,,,,0,2,RecentScan
ivmh,No Repair,18,18,RecentScan,17.485417,,18.0,,,,0,2,RecentScan
ivmh,No Repair,19,19,RecentScan,16.832,,19.0,,,,0,2,RecentScan
ivmh,No Repair,20,20,MarkTs,0.0,,20.0,,,,0,2,
ivmh,No Repair,21,21,Update,0.018083,6.0,,,,,0,2,
ivmh,No Repair,22,22,RecentScan,18.090417,,22.0,,,,0,2,RecentScan
ivmh,No Repair,23,23,RecentScan,17.707042,,23.0,,,,0,2,RecentScan
ivmh,No Repair,24,24,RecentScan,16.466,,24.0,,,,0,2,RecentScan
ivmh,No Repair,25,25,RecentScan,16.187167,,25.0,,,,0,2,RecentScan
ivmh,No Repair,26,26,RecentScan,16.25375,,26.0,,,,0,2,RecentScan
ivmh,No Repair,27,27,MarkTs,0.0015840000000000001,,27.0,,,,0,2,
ivmh,No Repair,28,28,Update,0.01975,6.0,,,,,0,2,
ivmh,No Repair,29,29,RecentScan,17.609625,,29.0,,,,0,2,RecentScan
ivmh,No Repair,30,30,RecentScan,16.397041,,30.0,,,,0,2,RecentScan
ivmh,No Repair,31,31,RecentScan,16.751042,,31.0,,,,0,2,RecentScan
ivmh,No Repair,32,32,RecentScan,17.445,,32.0,,,,0,2,RecentScan
ivmh,No Repair,33,33,RecentScan,16.428958,,33.0,,,,0,2,RecentScan
ivmh,No Repair,34,34,MarkTs,0.0,,34.0,,,,0,2,
ivmh,No Repair,35,35,Update,0.011125,6.0,,,,,0,2,
ivmh,No Repair,0,0,InitLoad,14.313084,60000.0,,,,,0,3,
ivmh,No Repair,1,1,RecentScan,17.116791,,1.0,,,,0,3,RecentScan
ivmh,No Repair,2,2,RecentScan,19.332625,,2.0,,,,0,3,RecentScan
ivmh,No Repair,3,3,RecentScan,16.373458,,3.0,,,,0,3,RecentScan
ivmh,No Repair,4,4,RecentScan,15.77975,,4.0,,,,0,3,RecentScan
ivmh,No Repair,5,5,RecentScan,15.572625,,5.0,,,,0,3,RecentScan
ivmh,No Repair,6,6,MarkTs,0.0,,6.0,,,,0,3,
ivmh,No Repair,7,7,Update,0.015625,6.0,,,,,0,3,
ivmh,No Repair,8,8,MarkTs,51.982583,,6.0,,,HistoryScan,0,3,BuildSnap
ivmh,No Repair,8,8,HistoryScan,17.317625,,6.0,,,,0,3,HistoryScan
ivmh,No Repair,9,9,RecentScan,17.828833,,9.0,,,,0,3,RecentScan
ivmh,No Repair,10,10,RecentScan,16.058708,,10.0,,,,0,3,RecentScan
ivmh,No Repair,11,11,RecentScan,17.623583,,11.0,,,,0,3,RecentScan
ivmh,No Repair,12,12,RecentScan,15.419375,,12.0,,,,0,3,RecentScan
ivmh,No Repair,13,13,MarkTs,0.001,,13.0,,,,0,3,
ivmh,No Repair,14,14,Update,0.011208000000000001,6.0,,,,,0,3,
ivmh,No Repair,15,15,MarkTs,48.445209,,13.0,,,HistoryScan,0,3,BuildSnap
ivmh,No Repair,15,15,HistoryScan,17.2135,,13.0,,,,0,3,HistoryScan
ivmh,No Repair,16,16,RecentScan,17.483,,16.0,,,,0,3,RecentScan
ivmh,No Repair,17,17,RecentScan,17.374875,,17.0,,,,0,3,RecentScan
ivmh,No Repair,18,18,RecentScan,17.323333,,18.0,,,,0,3,RecentScan
ivmh,No Repair,19,19,RecentScan,16.274666,,19.0,,,,0,3,RecentScan
ivmh,No Repair,20,20,MarkTs,0.0,,20.0,,,,0,3,
ivmh,No Repair,21,21,Update,0.01525,6.0,,,,,0,3,
ivmh,No Repair,22,22,MarkTs,46.682667,,20.0,,,HistoryScan,0,3,BuildSnap
ivmh,No Repair,22,22,HistoryScan,19.269625,,20.0,,,,0,3,HistoryScan
ivmh,No Repair,23,23,RecentScan,17.46325,,23.0,,,,0,3,RecentScan
ivmh,No Repair,24,24,RecentScan,18.364167,,24.0,,,,0,3,RecentScan
ivmh,No Repair,25,25,RecentScan,16.314958,,25.0,,,,0,3,RecentScan
ivmh,No Repair,26,26,RecentScan,17.963292,,26.0,,,,0,3,RecentScan
ivmh,No Repair,27,27,MarkTs,0.001709,,27.0,,,,0,3,
ivmh,No Repair,28,28,Update,0.013958,6.0,,,,,0,3,
ivmh,No Repair,29,29,RecentScan,16.562541,,29.0,,,,0,3,RecentScan
ivmh,No Repair,30,30,RecentScan,15.306334,,30.0,,,,0,3,RecentScan
ivmh,No Repair,31,31,RecentScan,18.473916,,31.0,,,,0,3,RecentScan
ivmh,No Repair,32,32,RecentScan,16.83675,,32.0,,,,0,3,RecentScan
ivmh,No Repair,33,33,RecentScan,17.029125,,33.0,,,,0,3,RecentScan
ivmh,No Repair,34,34,MarkTs,0.0,,34.0,,,,0,3,
ivmh,No Repair,35,35,Update,0.009708,6.0,,,,,0,3,
ivmh,No Repair,0,0,InitLoad,13.730625,60000.0,,,,,0,4,
ivmh,No Repair,1,1,RecentScan,16.330125,,1.0,,,,0,4,RecentScan
ivmh,No Repair,2,2,RecentScan,17.574416,,2.0,,,,0,4,RecentScan
ivmh,No Repair,3,3,RecentScan,14.830458,,3.0,,,,0,4,RecentScan
ivmh,No Repair,4,4,RecentScan,16.83975,,4.0,,,,0,4,RecentScan
ivmh,No Repair,5,5,RecentScan,17.202625,,5.0,,,,0,4,RecentScan
ivmh,No Repair,6,6,MarkTs,0.0,,6.0,,,,0,4,
ivmh,No Repair,7,7,Update,0.015666,6.0,,,,,0,4,
ivmh,No Repair,8,8,MarkTs,50.67775,,6.0,,,HistoryScan,0,4,BuildSnap
ivmh,No Repair,8,8,HistoryScan,16.992667,,6.0,,,,0,4,HistoryScan
ivmh,No Repair,9,9,RecentScan,16.000291,,9.0,,,,0,4,RecentScan
ivmh,No Repair,10,10,RecentScan,15.966042,,10.0,,,,0,4,RecentScan
ivmh,No Repair,11,11,RecentScan,15.319291,,11.0,,,,0,4,RecentScan
ivmh,No Repair,12,12,RecentScan,16.132167,,12.0,,,,0,4,RecentScan
ivmh,No Repair,13,13,MarkTs,0.0,,13.0,,,,0,4,
ivmh,No Repair,14,14,Update,0.011583,6.0,,,,,0,4,
ivmh,No Repair,15,15,MarkTs,48.534542,,13.0,,,HistoryScan,0,4,BuildSnap
ivmh,No Repair,15,15,HistoryScan,18.302167,,13.0,,,,0,4,HistoryScan
ivmh,No Repair,16,16,RecentScan,15.83375,,16.0,,,,0,4,RecentScan
ivmh,No Repair,17,17,RecentScan,16.087541,,17.0,,,,0,4,RecentScan
ivmh,No Repair,18,18,RecentScan,16.082791,,18.0,,,,0,4,RecentScan
ivmh,No Repair,19,19,RecentScan,15.850917,,19.0,,,,0,4,RecentScan
ivmh,No Repair,20,20,MarkTs,0.0,,20.0,,,,0,4,
ivmh,No Repair,21,21,Update,0.015167,6.0,,,,,0,4,
ivmh,No Repair,22,22,MarkTs,48.975584,,20.0,,,HistoryScan,0,4,BuildSnap
ivmh,No Repair,22,22,HistoryScan,17.749667,,20.0,,,,0,4,HistoryScan
ivmh,No Repair,23,23,RecentScan,16.094792,,23.0,,,,0,4,RecentScan
ivmh,No Repair,24,24,RecentScan,16.526125,,24.0,,,,0,4,RecentScan
ivmh,No Repair,25,25,RecentScan,15.830917,,25.0,,,,0,4,RecentScan
ivmh,No Repair,26,26,RecentScan,15.914042,,26.0,,,,0,4,RecentScan
ivmh,No Repair,27,27,MarkTs,0.0022919999999999998,,27.0,,,,0,4,
ivmh,No Repair,28,28,Update,0.014417,6.0,,,,,0,4,
ivmh,No Repair,29,29,MarkTs,46.161542,,27.0,,,HistoryScan,0,4,BuildSnap
ivmh,No Repair,29,29,HistoryScan,18.645084,,27.0,,,,0,4,HistoryScan
ivmh,No Repair,30,30,RecentScan,16.181042,,30.0,,,,0,4,RecentScan
ivmh,No Repair,31,31,RecentScan,16.456958,,31.0,,,,0,4,RecentScan
ivmh,No Repair,32,32,RecentScan,16.785584,,32.0,,,,0,4,RecentScan
ivmh,No Repair,33,33,RecentScan,15.673208,,33.0,,,,0,4,RecentScan
ivmh,No Repair,34,34,MarkTs,0.0,,34.0,,,,0,4,
ivmh,No Repair,35,35,Update,0.010542,6.0,,,,,0,4,
