table_type,repair_type,idx,tx_id,tx_type,duration_ms,count,read_ts,from_ts,to_ts,build_reason,trial,table_label,history_scans,component
naive,No Repair,0,0,InitLoad,0.8793329999999999,60000.0,,,,,0,SNAP,0,InitLoad
naive,No Repair,1,1,MarkTs,52.604292,,1.0,,,RecentScan,0,SNAP,0,BuildSnap
naive,No Repair,1,1,RecentScan,16.37225,,1.0,,,,0,SNAP,0,RecentScan
naive,No Repair,2,2,MarkTs,44.078667,,2.0,,,RecentScan,0,SNAP,0,BuildSnap
naive,No Repair,2,2,RecentScan,17.411833,,2.0,,,,0,SNAP,0,RecentScan
naive,No Repair,3,3,MarkTs,45.624208,,3.0,,,RecentScan,0,SNAP,0,BuildSnap
naive,No Repair,3,3,RecentScan,17.208042,,3.0,,,,0,SNAP,0,RecentScan
naive,No Repair,4,4,MarkTs,48.883292,,4.0,,,RecentScan,0,SNAP,0,BuildSnap
naive,No Repair,4,4,RecentScan,16.254417,,4.0,,,,0,SNAP,0,RecentScan
naive,No Repair,5,5,MarkTs,47.061875,,5.0,,,RecentScan,0,SNAP,0,BuildSnap
naive,No Repair,5,5,RecentScan,16.80075,,5.0,,,,0,SNAP,0,RecentScan
naive,No Repair,6,6,MarkTs,0.0,,6.0,,,,0,SNAP,0,
naive,No Repair,7,7,Update,0.0,6.0,,,,,0,SNAP,0,Update
naive,No Repair,8,8,MarkTs,51.787791,,8.0,,,RecentScan,0,SNAP,0,BuildSnap
naive,No Repair,8,8,RecentScan,16.770209,,8.0,,,,0,SNAP,0,RecentScan
naive,No Repair,9,9,MarkTs,44.42675,,9.0,,,RecentScan,0,SNAP,0,BuildSnap
naive,No Repair,9,9,RecentScan,16.814208,,9.0,,,,0,SNAP,0,RecentScan
naive,No Repair,10,10,MarkTs,49.850584,,10.0,,,RecentScan,0,SNAP,0,BuildSnap
naive,No Repair,10,10,RecentScan,16.9015,,10.0,,,,0,SNAP,0,RecentScan
naive,No Repair,11,11,MarkTs,45.541625,,11.0,,,RecentScan,0,SNAP,0,BuildSnap
naive,No Repair,11,11,RecentScan,16.871084,,11.0,,,,0,SNAP,0,RecentScan
naive,No Repair,12,12,MarkTs,45.085667,,12.0,,,RecentScan,0,SNAP,0,BuildSnap
naive,No Repair,12,12,RecentScan,16.918917,,12.0,,,,0,SNAP,0,RecentScan
naive,No Repair,13,13,MarkTs,0.0,,13.0,,,,0,SNAP,0,
naive,No Repair,14,14,Update,0.0,6.0,,,,,0,SNAP,0,Update
naive,No Repair,15,15,MarkTs,46.607666,,15.0,,,RecentScan,0,SNAP,0,BuildSnap
naive,No Repair,15,15,RecentScan,16.992625,,15.0,,,,0,SNAP,0,RecentScan
naive,No Repair,16,16,MarkTs,45.179208,,16.0,,,RecentScan,0,SNAP,0,BuildSnap
