table_type,repair_type,idx,tx_id,tx_type,duration_ms,count,read_ts,from_ts,to_ts,build_reason,trial,table_label,history_scans,component
ivmh,No Repair,0,0,InitLoad,14.459792,60000.0,,,,,0,IVMH,0,InitLoad
ivmh,No Repair,1,1,RecentScan,17.586583,,1.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,2,2,RecentScan,16.14225,,2.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,3,3,RecentScan,16.983625,,3.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,4,4,RecentScan,13.334708,,4.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,5,5,RecentScan,18.542208,,5.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,6,6,MarkTs,0.0010409999999999998,,6.0,,,,0,IVMH,0,
ivmh,No Repair,7,7,Update,0.019416,6.0,,,,,0,IVMH,0,Update
ivmh,No Repair,8,8,RecentScan,16.80825,,8.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,9,9,RecentScan,16.122667,,9.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,10,10,RecentScan,13.994541,,10.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,11,11,RecentScan,18.707292,,11.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,12,12,RecentScan,14.47725,,12.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,13,13,MarkTs,0.0,,13.0,,,,0,IVMH,0,
ivmh,No Repair,14,14,Update,0.011125,6.0,,,,,0,IVMH,0,Update
ivmh,No Repair,15,15,RecentScan,15.868,,15.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,16,16,RecentScan,14.926542,,16.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,17,17,RecentScan,15.089125,,17.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,18,18,RecentScan,14.708167,,18.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,19,19,RecentScan,15.834417,,19.0,,,,0,IVMH,0,RecentScan
ivmh,No Repair,20,20,MarkTs,0.0,,20.0,,,,0,IVMH,0,
