table_label,history_scans,component,duration_ms
IVMH,0,InitLoad,0.20365904225352113
IVMH,0,RecentScan,10.974004112676056
IVMH,0,Update,0.001801056338028169
IVMH,1,BuildSnap,0.709497661971831
IVMH,1,HistoryScan,0.2357869718309859
IVMH,1,InitLoad,0.24499647887323941
IVMH,1,RecentScan,11.005089225352114
IVMH,1,Update,0.001863830985915493
IVMH,2,BuildSnap,1.4926701830985913
IVMH,2,HistoryScan,0.5102270985915492
IVMH,2,InitLoad,0.22462616901408453
IVMH,2,RecentScan,10.66500585915493
IVMH,2,Update,0.001991183098591549
IVMH,3,BuildSnap,2.3933650281690144
IVMH,3,HistoryScan,0.7682558732394366
IVMH,3,InitLoad,0.22644718309859158
IVMH,3,RecentScan,11.133132
IVMH,3,Update,0.003165492957746479
IVMH,4,BuildSnap,3.0383814507042253
IVMH,4,HistoryScan,1.1479248873239436
IVMH,4,InitLoad,0.218833338028169
IVMH,4,RecentScan,11.74074642253521
IVMH,4,Update,0.002845084507042253
IVMH,5,BuildSnap,3.9244718028169014
IVMH,5,HistoryScan,1.2474196197183096
IVMH,5,InitLoad,0.21707218309859155
IVMH,5,RecentScan,10.344832154929577
IVMH,5,Update,0.0019759718309859155
EPOCH-WR,0,InitLoad,0.2868902535211268
EPOCH-WR,0,RecentScan,14.630534070422536
EPOCH-WR,0,Update,0.1550727605633803
EPOCH-WR,1,HistoryScan,0.21914612676056336
EPOCH-WR,1,InitLoad,0.26284566197183096
EPOCH-WR,1,RecentScan,11.135485901408451
EPOCH-WR,1,Update,0.1371625633802817
EPOCH-WR,2,HistoryScan,0.43776702816901414
EPOCH-WR,2,InitLoad,0.2616772253521127
EPOCH-WR,2,RecentScan,10.692322154929577
EPOCH-WR,2,Update,0.1282136338028169
EPOCH-WR,3,HistoryScan,0.6633127887323944
EPOCH-WR,3,InitLoad,0.4143157183098592
EPOCH-WR,3,RecentScan,10.875875563380282
EPOCH-WR,3,Update,0.13478932394366197
EPOCH-WR,4,HistoryScan,0.9053679577464789
EPOCH-WR,4,InitLoad,0.270093309859155
EPOCH-WR,4,RecentScan,10.553839802816901
EPOCH-WR,4,Update,0.14578049295774648
EPOCH-WR,5,HistoryScan,1.9972165492957747
EPOCH-WR,5,InitLoad,0.28719718309859155
EPOCH-WR,5,RecentScan,17.523135014084506
EPOCH-WR,5,Update,0.27061328169014087
