table_label,history_scans,component,duration_ms
IVMH,0,InitLoad,0.2131111134751773
IVMH,0,RecentScan,24.729806141843973
IVMH,0,Update,0.004908971631205674
IVMH,1,BuildSnap,0.7294033687943263
IVMH,1,HistoryScan,0.2640774255319149
IVMH,1,InitLoad,0.23081057446808512
IVMH,1,RecentScan,23.820561432624114
IVMH,1,Update,0.004142418439716312
IVMH,2,BuildSnap,1.4267594609929077
IVMH,2,HistoryScan,0.5325336950354611
IVMH,2,InitLoad,0.20367494326241137
IVMH,2,RecentScan,22.497348673758864
IVMH,2,Update,0.003962177304964539
IVMH,3,BuildSnap,2.1463608156028373
IVMH,3,HistoryScan,0.7830398936170213
IVMH,3,InitLoad,0.21307387234042555
IVMH,3,RecentScan,22.78047195035461
IVMH,3,Update,0.003998843971631206
IVMH,4,BuildSnap,2.9250682765957445
IVMH,4,HistoryScan,1.0590703262411347
IVMH,4,InitLoad,0.20713948226950354
IVMH,4,RecentScan,22.334415468085105
IVMH,4,Update,0.003982283687943263
IVMH,5,BuildSnap,3.5307801276595745
IVMH,5,HistoryScan,1.2655868865248228
IVMH,5,InitLoad,0.21320685106382978
IVMH,5,RecentScan,22.070245539007093
IVMH,5,Update,0.003966602836879433
IVMH,6,BuildSnap,4.4138227092198585
IVMH,6,HistoryScan,1.5949151773049646
IVMH,6,InitLoad,0.1986897234042553
IVMH,6,RecentScan,22.612418673758864
IVMH,6,Update,0.0044355673758865255
IVMH,7,BuildSnap,5.0221965035461
IVMH,7,HistoryScan,1.8232674326241136
IVMH,7,InitLoad,0.20390514184397163
IVMH,7,RecentScan,22.003974921985815
IVMH,7,Update,0.004212198581560284
IVMH,8,BuildSnap,5.630711595744681
IVMH,8,HistoryScan,2.044829475177305
IVMH,8,InitLoad,0.2047928510638298
IVMH,8,RecentScan,21.58024940425532
IVMH,8,Update,0.004008283687943263
IVMH,9,BuildSnap,6.291721929078014
IVMH,9,HistoryScan,2.359733744680851
IVMH,9,InitLoad,0.2022239929078014
IVMH,9,RecentScan,22.02942820567376
IVMH,9,Update,0.004019787234042553
IVMH,10,BuildSnap,7.087656914893618
IVMH,10,HistoryScan,2.602560276595745
IVMH,10,InitLoad,0.1985889503546099
IVMH,10,RecentScan,21.24524380141844
IVMH,10,Update,0.003978751773049645
EPOCH-WR,0,InitLoad,0.2802157163120567
EPOCH-WR,0,RecentScan,21.51579635460993
EPOCH-WR,0,Update,0.2501261985815603
EPOCH-WR,1,HistoryScan,0.22863504964539005
EPOCH-WR,1,InitLoad,0.27463445390070923
EPOCH-WR,1,RecentScan,21.309686780141845
EPOCH-WR,1,Update,0.25487261702127656
EPOCH-WR,2,HistoryScan,0.4471450992907801
EPOCH-WR,2,InitLoad,0.28040632624113476
EPOCH-WR,2,RecentScan,21.492255886524823
EPOCH-WR,2,Update,0.2469042411347518
EPOCH-WR,3,HistoryScan,0.6350062056737589
EPOCH-WR,3,InitLoad,0.27628604964539005
EPOCH-WR,3,RecentScan,20.66939390070922
EPOCH-WR,3,Update,0.24282153191489364
EPOCH-WR,4,HistoryScan,0.8703684964539007
EPOCH-WR,4,InitLoad,0.2769994113475177
EPOCH-WR,4,RecentScan,21.22696130496454
EPOCH-WR,4,Update,0.2538664539007092
EPOCH-WR,5,HistoryScan,1.0975726808510637
EPOCH-WR,5,InitLoad,0.26883687943262413
EPOCH-WR,5,RecentScan,20.398144297872342
EPOCH-WR,5,Update,0.24847517021276594
EPOCH-WR,6,HistoryScan,1.291235524822695
EPOCH-WR,6,InitLoad,0.27482595035460994
EPOCH-WR,6,RecentScan,20.06654575886525
EPOCH-WR,6,Update,0.24614480141843972
EPOCH-WR,7,HistoryScan,1.523758865248227
EPOCH-WR,7,InitLoad,0.2774095744680851
EPOCH-WR,7,RecentScan,20.16156433333333
EPOCH-WR,7,Update,0.24562649645390072
EPOCH-WR,8,HistoryScan,1.7063280212765959
EPOCH-WR,8,InitLoad,0.27263120567375887
EPOCH-WR,8,RecentScan,19.911586858156028
EPOCH-WR,8,Update,0.24751446099290778
EPOCH-WR,9,HistoryScan,1.938580680851064
EPOCH-WR,9,InitLoad,0.27163150354609933
EPOCH-WR,9,RecentScan,19.56977124113475
EPOCH-WR,9,Update,0.24466458865248225
EPOCH-WR,10,HistoryScan,2.156272460992908
EPOCH-WR,10,InitLoad,0.2768389432624113
EPOCH-WR,10,RecentScan,19.529547503546098
EPOCH-WR,10,Update,0.2540679858156028
