table_type,repair_type,idx,tx_id,tx_type,duration_ms,count,read_ts,from_ts,to_ts,build_reason,trial,table_label,history_scans,component
naive,No Repair,0,0,InitLoad,0.859625,60000.0,,,,,0,SNAP,0,InitLoad
naive,No Repair,1,1,MarkTs,52.447083,,1.0,,,RecentScan,0,SNAP,0,BuildSnap
naive,No Repair,1,1,RecentScan,15.252375,,1.0,,,,0,SNAP,0,RecentScan
naive,No Repair,2,2,MarkTs,51.373584,,2.0,,,RecentScan,0,SNAP,0,BuildSnap
naive,No Repair,2,2,RecentScan,15.255959,,2.0,,,,0,SNAP,0,RecentScan
naive,No Repair,3,3,MarkTs,50.421792,,3.0,,,RecentScan,0,SNAP,0,BuildSnap
naive,No Repair,3,3,RecentScan,16.223916,,3.0,,,,0,SNAP,0,RecentScan
naive,No Repair,4,4,MarkTs,52.160792,,4.0,,,RecentScan,0,SNAP,0,BuildSnap
naive,No Repair,4,4,RecentScan,16.948084,,4.0,,,,0,SNAP,0,RecentScan
naive,No Repair,5,5,MarkTs,56.768792,,5.0,,,RecentScan,0,SNAP,0,BuildSnap
naive,No Repair,5,5,RecentScan,17.015875,,5.0,,,,0,SNAP,0,RecentScan
naive,No Repair,6,6,MarkTs,0.0,,6.0,,,,0,SNAP,0,
naive,No Repair,7,7,Update,0.0,6.0,,,,,0,SNAP,0,Update
naive,No Repair,8,8,MarkTs,47.273042,,8.0,,,RecentScan,0,SNAP,0,BuildSnap
naive,No Repair,8,8,RecentScan,16.276792,,8.0,,,,0,SNAP,0,RecentScan
naive,No Repair,9,9,MarkTs,50.898541,,9.0,,,RecentScan,0,SNAP,0,BuildSnap
naive,No Repair,9,9,RecentScan,17.103917,,9.0,,,,0,SNAP,0,RecentScan
naive,No Repair,10,10,MarkTs,52.078209,,10.0,,,RecentScan,0,SNAP,0,BuildSnap
naive,No Repair,10,10,RecentScan,18.117541,,10.0,,,,0,SNAP,0,RecentScan
