table_label,history_scans,component,duration_ms
IVMH,0,InitLoad,0.7645117323943662
IVMH,0,RecentScan,43.28956750704225
IVMH,0,Update,0.028089788732394365
IVMH,1,BuildSnap,2.441542253521127
IVMH,1,HistoryScan,0.8913327464788732
IVMH,1,InitLoad,0.7004548169014084
IVMH,1,RecentScan,42.248901352112675
IVMH,1,Update,0.03128343661971831
IVMH,2,BuildSnap,5.249819845070423
IVMH,2,HistoryScan,1.7753679436619718
IVMH,2,InitLoad,0.7087928450704225
IVMH,2,RecentScan,41.613814549295775
IVMH,2,Update,0.0310903661971831
IVMH,3,BuildSnap,7.492160788732393
IVMH,3,HistoryScan,2.6708755915492954
IVMH,3,InitLoad,0.6915633802816902
IVMH,3,RecentScan,40.838637323943665
IVMH,3,Update,0.030001169014084506
IVMH,4,BuildSnap,11.61293956338028
IVMH,4,HistoryScan,3.8661854366197184
IVMH,4,InitLoad,0.7922558732394366
IVMH,4,RecentScan,42.43178815492958
IVMH,4,Update,0.03384680281690141
IVMH,5,BuildSnap,13.432922507042253
IVMH,5,HistoryScan,4.634196014084507
IVMH,5,InitLoad,0.7082758169014084
IVMH,5,RecentScan,40.14550761971831
IVMH,5,Update,0.031067478873239438
EPOCH-WR,0,InitLoad,0.9355528169014085
EPOCH-WR,0,RecentScan,44.783989422535214
EPOCH-WR,0,Update,0.44070187323943666
EPOCH-WR,1,HistoryScan,0.8633679577464788
EPOCH-WR,1,InitLoad,0.9477611408450706
EPOCH-WR,1,RecentScan,65.9175451971831
EPOCH-WR,1,Update,0.8926249718309859
EPOCH-WR,2,HistoryScan,1.7836461126760563
EPOCH-WR,2,InitLoad,1.5625510563380283
EPOCH-WR,2,RecentScan,42.64636087323944
EPOCH-WR,2,Update,0.4507922535211268
EPOCH-WR,3,HistoryScan,3.0012705352112676
EPOCH-WR,3,InitLoad,1.3733767605633802
EPOCH-WR,3,RecentScan,50.92747063380281
EPOCH-WR,3,Update,0.5811238450704226
EPOCH-WR,4,HistoryScan,3.25734038028169
EPOCH-WR,4,InitLoad,0.9482558732394366
EPOCH-WR,4,RecentScan,38.20778984507042
EPOCH-WR,4,Update,0.4171420140845071
EPOCH-WR,5,HistoryScan,4.557107394366197
EPOCH-WR,5,InitLoad,0.9252435492957746
EPOCH-WR,5,RecentScan,41.763388521126764
EPOCH-WR,5,Update,0.517973014084507
