table_label,history_scans,component,duration_ms
MONO-WR,6,InitLoad,0.1261382978723404
MONO-WR,6,RecentScan,9.332968070921986
MONO-WR,6,Update,0.0903135390070922
MONO-WR,8,HistoryScan,0.8192931418439716
MONO-WR,8,InitLoad,0.13720301418439715
MONO-WR,8,RecentScan,9.48615719858156
MONO-WR,8,Update,0.08062055319148936
MONO-WR,10,HistoryScan,1.0020901347517732
MONO-WR,10,InitLoad,0.12525059574468084
MONO-WR,10,RecentScan,9.016573014184397
MONO-WR,10,Update,0.07020627659574467
DUAL-WR,0,InitLoad,0.12717051063829787
DUAL-WR,0,RecentScan,9.83192284397163
DUAL-WR,0,Update,0.07496009929078014
DUAL-WR,2,HistoryScan,0.19159721985815603
DUAL-WR,2,InitLoad,0.12657771631205675
DUAL-WR,2,RecentScan,9.646869709219859
DUAL-WR,2,Update,0.07378310638297872
DUAL-WR,4,HistoryScan,0.3818345177304965
DUAL-WR,4,InitLoad,0.12494533333333332
DUAL-WR,4,RecentScan,9.499919319148937
DUAL-WR,4,Update,0.07440809929078014
DUAL-WR,6,HistoryScan,0.6301013546099291
DUAL-WR,6,InitLoad,0.16369385815602835
DUAL-WR,6,RecentScan,10.062816482269504
DUAL-WR,6,Update,0.08468291489361703
DUAL-WR,8,HistoryScan,0.7761205673758865
DUAL-WR,8,InitLoad,0.12970183687943262
DUAL-WR,8,RecentScan,8.971135028368796
DUAL-WR,8,Update,0.08551626241134752
DUAL-WR,10,HistoryScan,0.9908554964539007
DUAL-WR,10,InitLoad,0.13515987234042554
DUAL-WR,10,RecentScan,9.22340574468085
DUAL-WR,10,Update,0.0923212269503546
EPOCH-WR,0,InitLoad,0.13070774468085106
EPOCH-WR,0,RecentScan,9.982336021276597
EPOCH-WR,0,Update,0.08074350354609929
EPOCH-WR,2,HistoryScan,0.20497251063829788
EPOCH-WR,2,InitLoad,0.1319264184397163
EPOCH-WR,2,RecentScan,10.232648035460993
EPOCH-WR,2,Update,0.09472546808510639
EPOCH-WR,4,HistoryScan,0.39701566666666666
EPOCH-WR,4,InitLoad,0.12904373758865248
EPOCH-WR,4,RecentScan,9.628724581560283
EPOCH-WR,4,Update,0.0857207304964539
EPOCH-WR,6,HistoryScan,0.5927494042553191
EPOCH-WR,6,InitLoad,0.12848286524822697
EPOCH-WR,6,RecentScan,9.249098106382977
EPOCH-WR,6,Update,0.08077688652482269
EPOCH-WR,8,HistoryScan,0.853349
EPOCH-WR,8,InitLoad,0.12990957446808513
EPOCH-WR,8,RecentScan,9.788575056737589
EPOCH-WR,8,Update,0.0851193829787234
EPOCH-WR,10,HistoryScan,0.9901554326241135
EPOCH-WR,10,InitLoad,0.12692109929078013
EPOCH-WR,10,RecentScan,9.208662517730497
EPOCH-WR,10,Update,0.10277804964539007
