table_label,history_scans,component,duration_ms
IVMH,0,InitLoad,0.7303622777777777
IVMH,0,RecentScan,22.80100922222222
IVMH,0,Update,0.005165527777777778
IVMH,1,BuildSnap,3.1854155
IVMH,1,HistoryScan,0.9777395555555555
IVMH,1,InitLoad,0.9803356666666667
IVMH,1,RecentScan,22.908218722222223
IVMH,1,Update,0.00674075
IVMH,2,BuildSnap,5.636909722222223
IVMH,2,HistoryScan,1.9606504722222222
IVMH,2,InitLoad,1.0887257222222222
IVMH,2,RecentScan,21.91480797222222
IVMH,2,Update,0.005041694444444444
IVMH,3,BuildSnap,7.802877333333334
IVMH,3,HistoryScan,2.809123888888889
IVMH,3,InitLoad,0.7458043888888889
IVMH,3,RecentScan,19.013753583333333
IVMH,3,Update,0.004774305555555556
IVMH,4,BuildSnap,10.085183972222222
IVMH,4,HistoryScan,3.709432861111111
IVMH,4,InitLoad,0.7347384444444445
IVMH,4,RecentScan,18.72429863888889
IVMH,4,Update,0.004307888888888889
EPOCH-WR,0,InitLoad,1.0276770555555557
EPOCH-WR,0,RecentScan,21.733287083333334
EPOCH-WR,0,Update,0.18913655555555556
EPOCH-WR,1,HistoryScan,0.818559
EPOCH-WR,1,InitLoad,1.04011575
EPOCH-WR,1,RecentScan,20.108753444444446
EPOCH-WR,1,Update,0.1808831111111111
EPOCH-WR,2,HistoryScan,1.700535861111111
EPOCH-WR,2,InitLoad,1.0239062777777777
EPOCH-WR,2,RecentScan,19.473603055555557
EPOCH-WR,2,Update,0.17810994444444445
EPOCH-WR,3,HistoryScan,2.546523138888889
EPOCH-WR,3,InitLoad,1.0171643333333333
EPOCH-WR,3,RecentScan,18.457932972222224
EPOCH-WR,3,Update,0.17507986111111112
EPOCH-WR,4,HistoryScan,3.2967048333333335
EPOCH-WR,4,InitLoad,1.0221111111111112
EPOCH-WR,4,RecentScan,17.45534486111111
EPOCH-WR,4,Update,0.17088311111111112
