history_scans,component,duration_ms
0,RecentScan,11.665964027777777
1,BuildSnap,1.5945254444444443
1,HistoryScan,0.598842611111111
1,RecentScan,11.484622694444445
2,BuildSnap,3.4820845
2,HistoryScan,1.0594247777777777
2,RecentScan,11.596585666666666
3,BuildSnap,4.086401638888889
3,HistoryScan,1.4944652777777778
3,RecentScan,10.385443194444443
4,BuildSnap,5.3985949444444445
4,HistoryScan,1.991377361111111
4,RecentScan,9.430912
