table_type,repair_type,idx,tx_id,tx_type,duration_ms,count,read_ts,from_ts,to_ts,build_reason,tx_type_raw,is_untimed_prime,is_actual_build,trial,case
naive,No Repair,0,0,InitLoad,2.866166,210000.0,,,,,InitLoad,False,False,0,history0
naive,No Repair,1,1,BuildSnap,0.0,,1.0,,,,MarkTs,False,False,0,history0
naive,No Repair,2,2,Update,0.0,21.0,,,,,Update,False,False,0,history0
naive,No Repair,3,3,BuildSnap,0.0,,3.0,,,,MarkTs,False,False,0,history0
naive,No Repair,4,4,BuildSnap,154.873542,,4.0,,,RecentScan,MarkTs,False,True,0,history0
naive,No Repair,4,4,RecentScan,59.115,,4.0,,,,RecentScan,False,False,0,history0
naive,No Repair,5,5,Update,0.0,21.0,,,,,Update,False,False,0,history0
naive,No Repair,6,6,BuildSnap,155.181792,,6.0,,,RecentScan,MarkTs,False,True,0,history0
naive,No Repair,6,6,RecentScan,59.896,,6.0,,,,RecentScan,False,False,0,history0
naive,No Repair,7,7,BuildSnap,159.258708,,1.0,,,HistoryScan,MarkTs,True,False,0,history0
naive,No Repair,7,7,HistoryScan,57.4,,1.0,,,,HistoryScan,True,False,0,history0
naive,No Repair,8,8,Update,0.0,21.0,,,,,Update,False,False,0,history0
naive,No Repair,9,9,BuildSnap,0.0,,9.0,,,,MarkTs,False,False,0,history0
naive,No Repair,10,10,BuildSnap,165.992375,,10.0,,,RecentScan,MarkTs,False,True,0,history0
naive,No Repair,10,10,RecentScan,62.091666,,10.0,,,,RecentScan,False,False,0,history0
naive,No Repair,11,11,Update,0.0,21.0,,,,,Update,False,False,0,history0
naive,No Repair,12,12,BuildSnap,167.155959,,12.0,,,RecentScan,MarkTs,False,True,0,history0
naive,No Repair,12,12,RecentScan,62.019375,,12.0,,,,RecentScan,False,False,0,history0
naive,No Repair,13,13,BuildSnap,164.191667,,13.0,,,RecentScan,MarkTs,False,True,0,history0
naive,No Repair,13,13,RecentScan,63.063833,,13.0,,,,RecentScan,False,False,0,history0
naive,No Repair,14,14,BuildSnap,165.333292,,14.0,,,Probe,MarkTs,False,True,0,history0
naive,No Repair,14,14,Probe,1.369167,21.0,14.0,,,,Probe,False,False,0,history0
naive,No Repair,15,15,GbgCollect,0.085292,,1.0,,,,GbgCollect,False,False,0,history0
naive,No Repair,16,16,Update,0.0,21.0,,,,,Update,False,False,0,history0
naive,No Repair,17,17,BuildSnap,0.0,,17.0,,,,MarkTs,False,False,0,history0
naive,No Repair,18,18,Update,0.0,21.0,,,,,Update,False,False,0,history0
naive,No Repair,19,19,BuildSnap,165.197375,,19.0,,,Probe,MarkTs,False,True,0,history0
naive,No Repair,19,19,Probe,2.510375,21.0,19.0,,,,Probe,False,False,0,history0
naive,No Repair,20,20,BuildSnap,165.653875,,20.0,,,RecentScan,MarkTs,False,True,0,history0
naive,No Repair,20,20,RecentScan,61.850334,,20.0,,,,RecentScan,False,False,0,history0
naive,No Repair,21,21,BuildSnap,164.907083,,21.0,,,RecentScan,MarkTs,False,True,0,history0
naive,No Repair,21,21,RecentScan,62.954542,,21.0,,,,RecentScan,False,False,0,history0
naive,No Repair,22,22,BuildSnap,164.660917,,22.0,,,RecentScan,MarkTs,False,True,0,history0
naive,No Repair,22,22,RecentScan,64.45325,,22.0,,,,RecentScan,False,False,0,history0
naive,No Repair,23,23,BuildSnap,167.520458,,23.0,,,Probe,MarkTs,False,True,0,history0
naive,No Repair,23,23,Probe,2.34125,21.0,23.0,,,,Probe,False,False,0,history0
naive,No Repair,24,24,BuildSnap,173.743792,,24.0,,,Probe,MarkTs,False,True,0,history0
naive,No Repair,24,24,Probe,2.56,21.0,24.0,,,,Probe,False,False,0,history0
naive,No Repair,25,25,BuildSnap,172.764083,,25.0,,,Probe,MarkTs,False,True,0,history0
naive,No Repair,25,25,Probe,3.964917,21.0,25.0,,,,Probe,False,False,0,history0
naive,No Repair,26,26,BuildSnap,174.869542,,26.0,,,RecentScan,MarkTs,False,True,0,history0
naive,No Repair,26,26,RecentScan,64.936625,,26.0,,,,RecentScan,False,False,0,history0
naive,No Repair,27,27,BuildSnap,162.717208,,27.0,,,Probe,MarkTs,False,True,0,history0
naive,No Repair,27,27,Probe,2.966708,21.0,27.0,,,,Probe,False,False,0,history0
naive,No Repair,28,28,GbgCollect,0.0,,3.0,,,,GbgCollect,False,False,0,history0
naive,No Repair,29,29,BuildSnap,165.614917,,29.0,,,RecentScan,MarkTs,False,True,0,history0
naive,No Repair,29,29,RecentScan,65.38475,,29.0,,,,RecentScan,False,False,0,history0
naive,No Repair,30,30,Update,0.0,21.0,,,,,Update,False,False,0,history0
naive,No Repair,31,31,BuildSnap,0.0,,31.0,,,,MarkTs,False,False,0,history0
naive,No Repair,32,32,BuildSnap,159.358666,,32.0,,,Probe,MarkTs,False,True,0,history0
naive,No Repair,32,32,Probe,1.598625,21.0,32.0,,,,Probe,False,False,0,history0
naive,No Repair,33,33,BuildSnap,159.108125,,33.0,,,Probe,MarkTs,False,True,0,history0
naive,No Repair,33,33,Probe,3.147792,21.0,33.0,,,,Probe,False,False,0,history0
naive,No Repair,34,34,Update,0.0,21.0,,,,,Update,False,False,0,history0
naive,No Repair,35,35,BuildSnap,164.379792,,35.0,,,RecentScan,MarkTs,False,True,0,history0
naive,No Repair,35,35,RecentScan,66.843042,,35.0,,,,RecentScan,False,False,0,history0
naive,No Repair,36,36,BuildSnap,158.505333,,36.0,,,RecentScan,MarkTs,False,True,0,history0
naive,No Repair,36,36,RecentScan,64.79625,,36.0,,,,RecentScan,False,False,0,history0
naive,No Repair,37,37,Update,0.0,21.0,,,,,Update,False,False,0,history0
naive,No Repair,38,38,BuildSnap,0.0,,38.0,,,,MarkTs,False,False,0,history0
naive,No Repair,39,39,GbgCollect,0.171625,,9.0,,,,GbgCollect,False,False,0,history0
naive,No Repair,40,40,BuildSnap,157.798208,,40.0,,,Probe,MarkTs,False,True,0,history0
naive,No Repair,40,40,Probe,3.237042,21.0,40.0,,,,Probe,False,False,0,history0
naive,No Repair,41,41,Update,0.0,21.0,,,,,Update,False,False,0,history0
naive,No Repair,42,42,BuildSnap,164.1475,,42.0,,,RecentScan,MarkTs,False,True,0,history0
naive,No Repair,42,42,RecentScan,65.410625,,42.0,,,,RecentScan,False,False,0,history0
naive,No Repair,43,43,BuildSnap,157.633792,,43.0,,,Probe,MarkTs,False,True,0,history0
naive,No Repair,43,43,Probe,1.856292,21.0,43.0,,,,Probe,False,False,0,history0
naive,No Repair,44,44,BuildSnap,157.766625,,44.0,,,Probe,MarkTs,False,True,0,history0
naive,No Repair,44,44,Probe,3.604291,21.0,44.0,,,,Probe,False,False,0,history0
naive,No Repair,45,45,Update,0.0,21.0,,,,,Update,False,False,0,history0
naive,No Repair,46,46,BuildSnap,0.0,,46.0,,,,MarkTs,False,False,0,history0
naive,No Repair,47,47,BuildSnap,158.298583,,47.0,,,Probe,MarkTs,False,True,0,history0
naive,No Repair,47,47,Probe,3.140125,21.0,47.0,,,,Probe,False,False,0,history0
naive,No Repair,48,48,BuildSnap,158.091375,,48.0,,,RecentScan,MarkTs,False,True,0,history0
naive,No Repair,48,48,RecentScan,65.790875,,48.0,,,,RecentScan,False,False,0,history0
naive,No Repair,49,49,BuildSnap,161.225542,,49.0,,,RecentScan,MarkTs,False,True,0,history0
naive,No Repair,49,49,RecentScan,64.671084,,49.0,,,,RecentScan,False,False,0,history0
naive,No Repair,50,50,BuildSnap,159.130625,,50.0,,,Probe,MarkTs,False,True,0,history0
naive,No Repair,50,50,Probe,3.2215,21.0,50.0,,,,Probe,False,False,0,history0
naive,No Repair,51,51,BuildSnap,159.22125,,51.0,,,RecentScan,MarkTs,False,True,0,history0
naive,No Repair,51,51,RecentScan,65.325083,,51.0,,,,RecentScan,False,False,0,history0
naive,No Repair,52,52,Update,0.0,21.0,,,,,Update,False,False,0,history0
naive,No Repair,53,53,Update,0.0,21.0,,,,,Update,False,False,0,history0
naive,No Repair,54,54,BuildSnap,0.0,,54.0,,,,MarkTs,False,False,0,history0
naive,No Repair,55,55,BuildSnap,159.400084,,55.0,,,RecentScan,MarkTs,False,True,0,history0
naive,No Repair,55,55,RecentScan,65.8875,,55.0,,,,RecentScan,False,False,0,history0
naive,No Repair,56,56,Update,0.0,21.0,,,,,Update,False,False,0,history0
naive,No Repair,57,57,BuildSnap,158.525,,57.0,,,Probe,MarkTs,False,True,0,history0
naive,No Repair,57,57,Probe,2.818709,21.0,57.0,,,,Probe,False,False,0,history0
naive,No Repair,58,58,BuildSnap,160.653375,,58.0,,,RecentScan,MarkTs,False,True,0,history0
naive,No Repair,58,58,RecentScan,66.54775,,58.0,,,,RecentScan,False,False,0,history0
naive,No Repair,59,59,BuildSnap,163.988667,,59.0,,,Probe,MarkTs,False,True,0,history0
naive,No Repair,59,59,Probe,4.53225,21.0,59.0,,,,Probe,False,False,0,history0
naive,No Repair,60,60,BuildSnap,159.526125,,60.0,,,RecentScan,MarkTs,False,True,0,history0
naive,No Repair,60,60,RecentScan,65.808833,,60.0,,,,RecentScan,False,False,0,history0
naive,No Repair,61,61,BuildSnap,158.987333,,61.0,,,RecentScan,MarkTs,False,True,0,history0
naive,No Repair,61,61,RecentScan,65.945666,,61.0,,,,RecentScan,False,False,0,history0
naive,No Repair,62,62,BuildSnap,159.9035,,62.0,,,Probe,MarkTs,False,True,0,history0
naive,No Repair,62,62,Probe,2.574542,21.0,62.0,,,,Probe,False,False,0,history0
naive,No Repair,63,63,BuildSnap,160.940042,,63.0,,,Probe,MarkTs,False,True,0,history0
naive,No Repair,63,63,Probe,2.726084,21.0,63.0,,,,Probe,False,False,0,history0
naive,No Repair,64,64,BuildSnap,161.834583,,64.0,,,Probe,MarkTs,False,True,0,history0
naive,No Repair,64,64,Probe,3.620458,21.0,64.0,,,,Probe,False,False,0,history0
naive,No Repair,65,65,BuildSnap,170.60175,,65.0,,,Probe,MarkTs,False,True,0,history0
naive,No Repair,65,65,Probe,3.971625,21.0,65.0,,,,Probe,False,False,0,history0
naive,No Repair,66,66,GbgCollect,0.345292,,17.0,,,,GbgCollect,False,False,0,history0
naive,No Repair,67,67,BuildSnap,196.219875,,67.0,,,Probe,MarkTs,False,True,0,history0
naive,No Repair,67,67,Probe,4.546,21.0,67.0,,,,Probe,False,False,0,history0
naive,No Repair,68,68,BuildSnap,208.343625,,68.0,,,RecentScan,MarkTs,False,True,0,history0
naive,No Repair,68,68,RecentScan,71.81925,,68.0,,,,RecentScan,False,False,0,history0
naive,No Repair,69,69,BuildSnap,203.906291,,69.0,,,Probe,MarkTs,False,True,0,history0
naive,No Repair,69,69,Probe,5.991375,21.0,69.0,,,,Probe,False,False,0,history0
naive,No Repair,70,70,BuildSnap,206.890375,,70.0,,,RecentScan,MarkTs,False,True,0,history0
naive,No Repair,70,70,RecentScan,78.942667,,70.0,,,,RecentScan,False,False,0,history0
