table_type,repair_type,idx,tx_id,tx_type,duration_ms,count,read_ts,from_ts,to_ts,build_reason,tx_type_raw,is_untimed_prime,is_actual_build,trial,case
naive,No Repair,0,0,InitLoad,0.861291,60000.0,,,,,InitLoad,False,False,0,history0
naive,No Repair,1,1,BuildSnap,0.0,,1.0,,,,MarkTs,False,False,0,history0
naive,No Repair,2,2,Update,0.0,6.0,,,,,Update,False,False,0,history0
naive,No Repair,3,3,BuildSnap,0.0,,3.0,,,,MarkTs,False,False,0,history0
naive,No Repair,4,4,BuildSnap,45.664,,4.0,,,RecentScan,MarkTs,False,True,0,history0
naive,No Repair,4,4,RecentScan,13.98975,,4.0,,,,RecentScan,False,False,0,history0
naive,No Repair,5,5,Update,0.0,6.0,,,,,Update,False,False,0,history0
naive,No Repair,6,6,BuildSnap,43.416625,,6.0,,,RecentScan,MarkTs,False,True,0,history0
naive,No Repair,6,6,RecentScan,16.396833,,6.0,,,,RecentScan,False,False,0,history0
naive,No Repair,7,7,BuildSnap,43.53325,,1.0,,,HistoryScan,MarkTs,True,False,0,history0
naive,No Repair,7,7,HistoryScan,15.146375,,1.0,,,,HistoryScan,True,False,0,history0
naive,No Repair,8,8,Update,0.0,6.0,,,,,Update,False,False,0,history0
naive,No Repair,9,9,BuildSnap,0.0,,9.0,,,,MarkTs,False,False,0,history0
naive,No Repair,10,10,BuildSnap,45.700041,,10.0,,,RecentScan,MarkTs,False,True,0,history0
naive,No Repair,10,10,RecentScan,14.854625,,10.0,,,,RecentScan,False,False,0,history0
naive,No Repair,11,11,Update,0.0,6.0,,,,,Update,False,False,0,history0
naive,No Repair,12,12,BuildSnap,45.208959,,12.0,,,RecentScan,MarkTs,False,True,0,history0
naive,No Repair,12,12,RecentScan,14.696083,,12.0,,,,RecentScan,False,False,0,history0
naive,No Repair,13,13,BuildSnap,43.219875,,13.0,,,RecentScan,MarkTs,False,True,0,history0
naive,No Repair,13,13,RecentScan,15.505916,,13.0,,,,RecentScan,False,False,0,history0
naive,No Repair,14,14,BuildSnap,45.717333,,14.0,,,Probe,MarkTs,False,True,0,history0
naive,No Repair,14,14,Probe,15.71325,600.0,14.0,,,,Probe,False,False,0,history0
naive,No Repair,15,15,GbgCollect,0.08441599999999999,,1.0,,,,GbgCollect,False,False,0,history0
naive,No Repair,16,16,Update,0.0,6.0,,,,,Update,False,False,0,history0
naive,No Repair,17,17,BuildSnap,0.0,,17.0,,,,MarkTs,False,False,0,history0
naive,No Repair,18,18,Update,0.0,6.0,,,,,Update,False,False,0,history0
naive,No Repair,19,19,BuildSnap,44.347333,,19.0,,,Probe,MarkTs,False,True,0,history0
naive,No Repair,19,19,Probe,15.496,600.0,19.0,,,,Probe,False,False,0,history0
naive,No Repair,20,20,BuildSnap,44.437375,,20.0,,,RecentScan,MarkTs,False,True,0,history0
naive,No Repair,20,20,RecentScan,15.828084,,20.0,,,,RecentScan,False,False,0,history0
naive,No Repair,21,21,BuildSnap,42.7995,,21.0,,,RecentScan,MarkTs,False,True,0,history0
naive,No Repair,21,21,RecentScan,15.162667,,21.0,,,,RecentScan,False,False,0,history0
naive,No Repair,22,22,BuildSnap,48.496125,,22.0,,,RecentScan,MarkTs,False,True,0,history0
naive,No Repair,22,22,RecentScan,16.2385,,22.0,,,,RecentScan,False,False,0,history0
naive,No Repair,23,23,BuildSnap,47.1085,,23.0,,,Probe,MarkTs,False,True,0,history0
naive,No Repair,23,23,Probe,14.185208,600.0,23.0,,,,Probe,False,False,0,history0
naive,No Repair,24,24,BuildSnap,53.552875,,24.0,,,Probe,MarkTs,False,True,0,history0
naive,No Repair,24,24,Probe,23.183,600.0,24.0,,,,Probe,False,False,0,history0
naive,No Repair,25,25,BuildSnap,55.473542,,25.0,,,Probe,MarkTs,False,True,0,history0
naive,No Repair,25,25,Probe,15.823125,600.0,25.0,,,,Probe,False,False,0,history0
naive,No Repair,26,26,BuildSnap,50.754125,,26.0,,,RecentScan,MarkTs,False,True,0,history0
naive,No Repair,26,26,RecentScan,19.336292,,26.0,,,,RecentScan,False,False,0,history0
naive,No Repair,27,27,BuildSnap,48.89575,,27.0,,,Probe,MarkTs,False,True,0,history0
naive,No Repair,27,27,Probe,16.182083,600.0,27.0,,,,Probe,False,False,0,history0
naive,No Repair,28,28,GbgCollect,0.0,,3.0,,,,GbgCollect,False,False,0,history0
naive,No Repair,29,29,BuildSnap,47.175667,,29.0,,,RecentScan,MarkTs,False,True,0,history0
naive,No Repair,29,29,RecentScan,19.04725,,29.0,,,,RecentScan,False,False,0,history0
naive,No Repair,30,30,Update,0.0,6.0,,,,,Update,False,False,0,history0
naive,No Repair,31,31,BuildSnap,0.0,,31.0,,,,MarkTs,False,False,0,history0
