trial,idx,tx_id,tx_type_raw,tx_type,read_ts,from_ts,to_ts,build_reason,is_untimed_prime,is_actual_build,duration_ms
0,0,0,InitLoad,InitLoad,,,,,False,False,47.001125
0,1,1,MarkTs,BuildSnap,1.0,,,,False,False,0.0010840000000000001
0,2,2,Update,Update,,,,,False,False,0.175416
0,3,3,MarkTs,BuildSnap,3.0,,,,False,False,0.0
0,4,4,RecentScan,RecentScan,4.0,,,,False,False,62.519875
0,5,5,Update,Update,,,,,False,False,0.23325
0,6,6,RecentScan,RecentScan,6.0,,,,False,False,54.906458
0,7,7,MarkTs,BuildSnap,1.0,,,HistoryScan,True,False,165.467583
0,7,7,HistoryScan,HistoryScan,1.0,,,,True,False,61.525417
0,8,8,Update,Update,,,,,False,False,0.135417
0,9,9,MarkTs,BuildSnap,9.0,,,,False,False,0.0
0,10,10,RecentScan,RecentScan,10.0,,,,False,False,59.078
0,11,11,Update,Update,,,,,False,False,0.289584
0,12,12,RecentScan,RecentScan,12.0,,,,False,False,59.097083
0,13,13,RecentScan,RecentScan,13.0,,,,False,False,59.871375
0,14,14,Probe,Probe,14.0,,,,False,False,243.163167
0,15,15,GbgCollect,GbgCollect,1.0,,,,False,False,0.08545900000000001
0,16,16,Update,Update,,,,,False,False,0.110666
0,17,17,MarkTs,BuildSnap,17.0,,,,False,False,0.0
0,18,18,Update,Update,,,,,False,False,0.084
0,19,19,Probe,Probe,19.0,,,,False,False,235.1025
0,20,20,RecentScan,RecentScan,20.0,,,,False,False,59.212125
0,21,21,RecentScan,RecentScan,21.0,,,,False,False,61.256125
0,22,22,RecentScan,RecentScan,22.0,,,,False,False,58.45425
0,23,23,Probe,Probe,23.0,,,,False,False,234.971958
0,24,24,Probe,Probe,24.0,,,,False,False,248.627167
0,25,25,Probe,Probe,25.0,,,,False,False,236.033875
0,26,26,RecentScan,RecentScan,26.0,,,,False,False,60.676584
0,27,27,Probe,Probe,27.0,,,,False,False,252.148125
