table_type,repair_type,idx,tx_id,tx_type,duration_ms,count,read_ts,from_ts,to_ts,build_reason,trial,case
naive,No Repair,46,46,BuildSnap,54.9335,,46.0,,,Probe,0,history1
naive,No Repair,46,46,Probe,18.286,600.0,46.0,,,,0,history1
naive,No Repair,47,47,BuildSnap,55.189875,,47.0,,,RecentScan,0,history1
naive,No Repair,47,47,RecentScan,18.627084,,47.0,,,,0,history1
naive,No Repair,48,48,BuildSnap,49.29225,,48.0,,,RecentScan,0,history1
naive,No Repair,48,48,RecentScan,19.014959,,48.0,,,,0,history1
naive,No Repair,49,49,BuildSnap,49.127417,,49.0,,,Probe,0,history1
naive,No Repair,49,49,Probe,16.987292,600.0,49.0,,,,0,history1
naive,No Repair,50,50,BuildSnap,51.515708,,50.0,,,RecentScan,0,history1
naive,No Repair,50,50,RecentScan,18.306875,,50.0,,,,0,history1
naive,No Repair,51,51,Update,0.0,6.0,,,,,0,history1
naive,No Repair,52,52,Update,0.0,6.0,,,,,0,history1
naive,No Repair,53,53,BuildSnap,0.0,,53.0,,,,0,history1
naive,No Repair,54,54,BuildSnap,47.231125,,54.0,,,RecentScan,0,history1
naive,No Repair,54,54,RecentScan,17.89625,,54.0,,,,0,history1
naive,No Repair,55,55,Update,0.0,6.0,,,,,0,history1
naive,No Repair,56,56,BuildSnap,48.871459,,56.0,,,Probe,0,history1
naive,No Repair,56,56,Probe,16.403708,600.0,56.0,,,,0,history1
naive,No Repair,57,57,BuildSnap,49.745417,,57.0,,,RecentScan,0,history1
naive,No Repair,57,57,RecentScan,19.199416,,57.0,,,,0,history1
naive,No Repair,58,58,BuildSnap,51.263291,,58.0,,,Probe,0,history1
naive,No Repair,58,58,Probe,15.576417,600.0,58.0,,,,0,history1
naive,No Repair,59,59,BuildSnap,47.812708,,59.0,,,RecentScan,0,history1
naive,No Repair,59,59,RecentScan,18.743583,,59.0,,,,0,history1
naive,No Repair,60,60,BuildSnap,48.194666,,60.0,,,RecentScan,0,history1
naive,No Repair,60,60,RecentScan,18.183083,,60.0,,,,0,history1
naive,No Repair,61,61,BuildSnap,53.504,,61.0,,,Probe,0,history1
naive,No Repair,61,61,Probe,18.189416,600.0,61.0,,,,0,history1
naive,No Repair,62,62,BuildSnap,51.433916,,62.0,,,Probe,0,history1
naive,No Repair,62,62,Probe,16.425541,600.0,62.0,,,,0,history1
naive,No Repair,63,63,BuildSnap,49.716375,,63.0,,,Probe,0,history1
naive,No Repair,63,63,Probe,16.31625,600.0,63.0,,,,0,history1
naive,No Repair,64,64,BuildSnap,47.924667,,64.0,,,Probe,0,history1
naive,No Repair,64,64,Probe,16.711584,600.0,64.0,,,,0,history1
naive,No Repair,65,65,GbgCollect,0.35654199999999997,,16.0,,,,0,history1
naive,No Repair,66,66,BuildSnap,47.1385,,66.0,,,Probe,0,history1
naive,No Repair,66,66,Probe,16.554792,600.0,66.0,,,,0,history1
naive,No Repair,67,67,BuildSnap,58.575375,,67.0,,,RecentScan,0,history1
naive,No Repair,67,67,RecentScan,25.196583,,67.0,,,,0,history1
naive,No Repair,68,68,BuildSnap,58.963458,,68.0,,,Probe,0,history1
naive,No Repair,68,68,Probe,15.655334,600.0,68.0,,,,0,history1
naive,No Repair,69,69,BuildSnap,54.177166,,69.0,,,RecentScan,0,history1
naive,No Repair,69,69,RecentScan,20.593375,,69.0,,,,0,history1
naive,No Repair,70,70,BuildSnap,55.316209,,70.0,,,Probe,0,history1
naive,No Repair,70,70,Probe,16.030709,600.0,70.0,,,,0,history1
naive,No Repair,71,71,BuildSnap,57.363958,,71.0,,,RecentScan,0,history1
naive,No Repair,71,71,RecentScan,20.246041,,71.0,,,,0,history1
naive,No Repair,72,72,BuildSnap,64.798083,,72.0,,,Probe,0,history1
naive,No Repair,72,72,Probe,16.064709,600.0,72.0,,,,0,history1
naive,No Repair,73,73,BuildSnap,56.459166,,73.0,,,Probe,0,history1
naive,No Repair,73,73,Probe,15.476458,600.0,73.0,,,,0,history1
naive,No Repair,74,74,GbgCollect,1.037416,,30.0,,,,0,history1
naive,No Repair,75,75,BuildSnap,58.557416,,75.0,,,RecentScan,0,history1
naive,No Repair,75,75,RecentScan,25.230708,,75.0,,,,0,history1
naive,No Repair,76,76,BuildSnap,58.372625,,76.0,,,RecentScan,0,history1
naive,No Repair,76,76,RecentScan,26.421583,,76.0,,,,0,history1
naive,No Repair,77,77,BuildSnap,86.386625,,77.0,,,RecentScan,0,history1
naive,No Repair,77,77,RecentScan,26.138208,,77.0,,,,0,history1
naive,No Repair,78,78,BuildSnap,68.6915,,78.0,,,RecentScan,0,history1
naive,No Repair,78,78,RecentScan,23.090333,,78.0,,,,0,history1
naive,No Repair,79,79,BuildSnap,70.905583,,79.0,,,Probe,0,history1
naive,No Repair,79,79,Probe,16.389292,600.0,79.0,,,,0,history1
naive,No Repair,80,80,Update,0.0,6.0,,,,,0,history1
naive,No Repair,81,81,BuildSnap,0.0,,81.0,,,,0,history1
naive,No Repair,82,82,Update,0.0,6.0,,,,,0,history1
naive,No Repair,83,83,BuildSnap,60.0245,,83.0,,,RecentScan,0,history1
naive,No Repair,83,83,RecentScan,24.351167,,83.0,,,,0,history1
naive,No Repair,84,84,BuildSnap,68.214875,,84.0,,,RecentScan,0,history1
naive,No Repair,84,84,RecentScan,19.397666,,84.0,,,,0,history1
naive,No Repair,85,85,BuildSnap,62.593875,,85.0,,,Probe,0,history1
naive,No Repair,85,85,Probe,15.310167,600.0,85.0,,,,0,history1
naive,No Repair,86,86,BuildSnap,70.147458,,86.0,,,RecentScan,0,history1
naive,No Repair,86,86,RecentScan,19.139917,,86.0,,,,0,history1
naive,No Repair,87,87,BuildSnap,63.4425,,87.0,,,Probe,0,history1
naive,No Repair,87,87,Probe,16.811167,600.0,87.0,,,,0,history1
naive,No Repair,88,88,BuildSnap,48.56325,,88.0,,,Probe,0,history1
naive,No Repair,88,88,Probe,16.817167,600.0,88.0,,,,0,history1
naive,No Repair,89,89,BuildSnap,65.141709,,89.0,,,RecentScan,0,history1
naive,No Repair,89,89,RecentScan,19.747416,,89.0,,,,0,history1
naive,No Repair,90,90,Update,0.0,6.0,,,,,0,history1
naive,No Repair,91,91,BuildSnap,0.0,,91.0,,,,0,history1
naive,No Repair,92,92,BuildSnap,64.811417,,92.0,,,Probe,0,history1
naive,No Repair,92,92,Probe,16.27875,600.0,92.0,,,,0,history1
naive,No Repair,93,93,BuildSnap,72.654666,,93.0,,,RecentScan,0,history1
naive,No Repair,93,93,RecentScan,18.642334,,93.0,,,,0,history1
naive,No Repair,94,94,Update,0.0,6.0,,,,,0,history1
naive,No Repair,95,95,BuildSnap,58.657417,,95.0,,,RecentScan,0,history1
naive,No Repair,95,95,RecentScan,20.887208,,95.0,,,,0,history1
naive,No Repair,96,96,BuildSnap,61.163208,,96.0,,,Probe,0,history1
naive,No Repair,96,96,Probe,17.573375,600.0,96.0,,,,0,history1
naive,No Repair,97,97,BuildSnap,67.439125,,97.0,,,Probe,0,history1
naive,No Repair,97,97,Probe,15.839791,600.0,97.0,,,,0,history1
naive,No Repair,98,98,BuildSnap,69.353084,,98.0,,,RecentScan,0,history1
naive,No Repair,98,98,RecentScan,21.756084,,98.0,,,,0,history1
naive,No Repair,99,99,BuildSnap,65.589167,,99.0,,,Probe,0,history1
naive,No Repair,99,99,Probe,16.281667,600.0,99.0,,,,0,history1
naive,No Repair,100,100,BuildSnap,62.206125,,100.0,,,RecentScan,0,history1
naive,No Repair,100,100,RecentScan,19.671916,,100.0,,,,0,history1
naive,No Repair,101,101,BuildSnap,69.743,,101.0,,,Probe,0,history1
naive,No Repair,101,101,Probe,17.796917,600.0,101.0,,,,0,history1
naive,No Repair,102,102,BuildSnap,56.285208,,102.0,,,RecentScan,0,history1
naive,No Repair,102,102,RecentScan,23.307375,,102.0,,,,0,history1
naive,No Repair,103,103,Update,0.0,6.0,,,,,0,history1
naive,No Repair,104,104,BuildSnap,0.0,,104.0,,,,0,history1
naive,No Repair,105,105,BuildSnap,59.760416,,105.0,,,Probe,0,history1
naive,No Repair,105,105,Probe,16.575,600.0,105.0,,,,0,history1
naive,No Repair,106,106,Update,0.0,6.0,,,,,0,history1
naive,No Repair,107,107,BuildSnap,74.308125,,107.0,,,Probe,0,history1
naive,No Repair,107,107,Probe,15.261208,600.0,107.0,,,,0,history1
naive,No Repair,108,108,Update,0.0,6.0,,,,,0,history1
naive,No Repair,109,109,BuildSnap,0.0,,109.0,,,,0,history1
naive,No Repair,110,110,BuildSnap,62.97325,,110.0,,,Probe,0,history1
naive,No Repair,110,110,Probe,17.188708,600.0,110.0,,,,0,history1
naive,No Repair,111,111,BuildSnap,59.925791,,111.0,,,RecentScan,0,history1
naive,No Repair,111,111,RecentScan,25.8985,,111.0,,,,0,history1
naive,No Repair,112,112,BuildSnap,77.035625,,112.0,,,Probe,0,history1
naive,No Repair,112,112,Probe,24.463459,600.0,112.0,,,,0,history1
naive,No Repair,113,113,BuildSnap,195.446084,,113.0,,,RecentScan,0,history1
naive,No Repair,113,113,RecentScan,42.6585,,113.0,,,,0,history1
naive,No Repair,114,114,BuildSnap,69.1325,,114.0,,,RecentScan,0,history1
naive,No Repair,114,114,RecentScan,27.410917,,114.0,,,,0,history1
naive,No Repair,115,115,BuildSnap,67.452917,,115.0,,,Probe,0,history1
naive,No Repair,115,115,Probe,17.983042,600.0,115.0,,,,0,history1
naive,No Repair,116,116,BuildSnap,66.558958,,116.0,,,RecentScan,0,history1
naive,No Repair,116,116,RecentScan,19.431791,,116.0,,,,0,history1
ivmh,No Repair,0,0,InitLoad,13.873833,60000.0,,,,,0,history1
ivmh,No Repair,1,1,BuildSnap,0.0,,1.0,,,,0,history1
ivmh,No Repair,2,2,Update,0.019542,6.0,,,,,0,history1
ivmh,No Repair,3,3,BuildSnap,0.0,,3.0,,,,0,history1
ivmh,No Repair,4,4,RecentScan,16.752041,,4.0,,,,0,history1
ivmh,No Repair,5,5,Update,0.009459,6.0,,,,,0,history1
ivmh,No Repair,6,6,RecentScan,17.473292,,6.0,,,,0,history1
ivmh,No Repair,7,7,Update,0.018583,6.0,,,,,0,history1
ivmh,No Repair,8,8,BuildSnap,0.0,,8.0,,,,0,history1
ivmh,No Repair,9,9,BuildSnap,50.938292,,1.0,,,HistoryScan,0,history1
ivmh,No Repair,9,9,HistoryScan,15.3505,,1.0,,,,0,history1
ivmh,No Repair,10,10,Update,0.022625,6.0,,,,,0,history1
ivmh,No Repair,11,11,RecentScan,15.410084,,11.0,,,,0,history1
ivmh,No Repair,12,12,RecentScan,14.931834,,12.0,,,,0,history1
ivmh,No Repair,13,13,Probe,15.397,600.0,13.0,,,,0,history1
ivmh,No Repair,14,14,GbgCollect,0.10383400000000001,,1.0,,,,0,history1
ivmh,No Repair,15,15,Update,0.00975,6.0,,,,,0,history1
ivmh,No Repair,16,16,BuildSnap,0.0,,16.0,,,,0,history1
ivmh,No Repair,17,17,Update,0.005416000000000001,6.0,,,,,0,history1
ivmh,No Repair,18,18,Probe,16.339375,600.0,18.0,,,,0,history1
ivmh,No Repair,19,19,RecentScan,17.004333,,19.0,,,,0,history1
ivmh,No Repair,20,20,RecentScan,14.491916,,20.0,,,,0,history1
ivmh,No Repair,21,21,RecentScan,15.625375,,21.0,,,,0,history1
ivmh,No Repair,22,22,Probe,13.771167,600.0,22.0,,,,0,history1
ivmh,No Repair,23,23,Probe,14.787375,600.0,23.0,,,,0,history1
ivmh,No Repair,24,24,Probe,14.274583,600.0,24.0,,,,0,history1
ivmh,No Repair,25,25,RecentScan,16.418791,,25.0,,,,0,history1
ivmh,No Repair,26,26,Probe,14.737209,600.0,26.0,,,,0,history1
ivmh,No Repair,27,27,GbgCollect,0.0,,3.0,,,,0,history1
ivmh,No Repair,28,28,RecentScan,16.488834,,28.0,,,,0,history1
ivmh,No Repair,29,29,Update,0.010958,6.0,,,,,0,history1
ivmh,No Repair,30,30,BuildSnap,0.0,,30.0,,,,0,history1
ivmh,No Repair,31,31,Probe,15.606209,600.0,31.0,,,,0,history1
ivmh,No Repair,32,32,Probe,13.627583,600.0,32.0,,,,0,history1
ivmh,No Repair,33,33,Update,0.006958,6.0,,,,,0,history1
ivmh,No Repair,34,34,RecentScan,16.063375,,34.0,,,,0,history1
ivmh,No Repair,35,35,RecentScan,17.028875,,35.0,,,,0,history1
ivmh,No Repair,36,36,Update,0.011833999999999999,6.0,,,,,0,history1
ivmh,No Repair,37,37,BuildSnap,0.0,,37.0,,,,0,history1
ivmh,No Repair,38,38,GbgCollect,0.0,,8.0,,,,0,history1
ivmh,No Repair,39,39,Probe,15.785666,600.0,39.0,,,,0,history1
ivmh,No Repair,40,40,Update,0.006958,6.0,,,,,0,history1
ivmh,No Repair,41,41,RecentScan,15.231666,,41.0,,,,0,history1
ivmh,No Repair,42,42,Probe,15.295125,600.0,42.0,,,,0,history1
ivmh,No Repair,43,43,Probe,14.404958,600.0,43.0,,,,0,history1
ivmh,No Repair,44,44,Update,0.008042,6.0,,,,,0,history1
ivmh,No Repair,45,45,BuildSnap,0.0,,45.0,,,,0,history1
ivmh,No Repair,46,46,Probe,14.248125,600.0,46.0,,,,0,history1
ivmh,No Repair,47,47,RecentScan,15.303375,,47.0,,,,0,history1
ivmh,No Repair,48,48,RecentScan,14.373708,,48.0,,,,0,history1
ivmh,No Repair,49,49,Probe,16.308167,600.0,49.0,,,,0,history1
ivmh,No Repair,50,50,RecentScan,16.451708,,50.0,,,,0,history1
ivmh,No Repair,51,51,Update,0.012084,6.0,,,,,0,history1
ivmh,No Repair,52,52,Update,0.009333000000000001,6.0,,,,,0,history1
ivmh,No Repair,53,53,BuildSnap,0.0,,53.0,,,,0,history1
ivmh,No Repair,54,54,RecentScan,16.607791,,54.0,,,,0,history1
ivmh,No Repair,55,55,Update,0.016291,6.0,,,,,0,history1
ivmh,No Repair,56,56,Probe,14.26375,600.0,56.0,,,,0,history1
ivmh,No Repair,57,57,RecentScan,16.497333,,57.0,,,,0,history1
ivmh,No Repair,58,58,Probe,14.564625,600.0,58.0,,,,0,history1
ivmh,No Repair,59,59,RecentScan,14.610458,,59.0,,,,0,history1
ivmh,No Repair,60,60,RecentScan,14.954875,,60.0,,,,0,history1
ivmh,No Repair,61,61,Probe,16.252209,600.0,61.0,,,,0,history1
ivmh,No Repair,62,62,Probe,14.776666,600.0,62.0,,,,0,history1
ivmh,No Repair,63,63,Probe,14.70675,600.0,63.0,,,,0,history1
ivmh,No Repair,64,64,Probe,14.560375,600.0,64.0,,,,0,history1
ivmh,No Repair,65,65,GbgCollect,0.0,,16.0,,,,0,history1
ivmh,No Repair,66,66,Probe,13.937583,600.0,66.0,,,,0,history1
ivmh,No Repair,67,67,RecentScan,16.604416,,67.0,,,,0,history1
ivmh,No Repair,68,68,Probe,15.554625,600.0,68.0,,,,0,history1
ivmh,No Repair,69,69,RecentScan,16.352667,,69.0,,,,0,history1
ivmh,No Repair,70,70,Probe,14.686458,600.0,70.0,,,,0,history1
ivmh,No Repair,71,71,RecentScan,15.632333,,71.0,,,,0,history1
ivmh,No Repair,72,72,Probe,15.146167,600.0,72.0,,,,0,history1
ivmh,No Repair,73,73,Probe,13.294084,600.0,73.0,,,,0,history1
ivmh,No Repair,74,74,GbgCollect,0.0,,30.0,,,,0,history1
ivmh,No Repair,75,75,RecentScan,14.9185,,75.0,,,,0,history1
ivmh,No Repair,76,76,RecentScan,15.634042,,76.0,,,,0,history1
ivmh,No Repair,77,77,RecentScan,14.766292,,77.0,,,,0,history1
ivmh,No Repair,78,78,RecentScan,14.841625,,78.0,,,,0,history1
ivmh,No Repair,79,79,Probe,15.228125,600.0,79.0,,,,0,history1
ivmh,No Repair,80,80,Update,0.007291000000000001,6.0,,,,,0,history1
ivmh,No Repair,81,81,BuildSnap,0.0,,81.0,,,,0,history1
ivmh,No Repair,82,82,Update,0.003375,6.0,,,,,0,history1
ivmh,No Repair,83,83,RecentScan,16.128375,,83.0,,,,0,history1
ivmh,No Repair,84,84,RecentScan,14.699583,,84.0,,,,0,history1
ivmh,No Repair,85,85,Probe,14.695334,600.0,85.0,,,,0,history1
ivmh,No Repair,86,86,RecentScan,15.19925,,86.0,,,,0,history1
ivmh,No Repair,87,87,Probe,14.537834,600.0,87.0,,,,0,history1
ivmh,No Repair,88,88,Probe,16.352583,600.0,88.0,,,,0,history1
ivmh,No Repair,89,89,RecentScan,15.8375,,89.0,,,,0,history1
ivmh,No Repair,90,90,Update,0.014291,6.0,,,,,0,history1
ivmh,No Repair,91,91,BuildSnap,0.0,,91.0,,,,0,history1
ivmh,No Repair,92,92,Probe,15.202458,600.0,92.0,,,,0,history1
ivmh,No Repair,93,93,RecentScan,16.251875,,93.0,,,,0,history1
ivmh,No Repair,94,94,Update,0.0115,6.0,,,,,0,history1
ivmh,No Repair,95,95,RecentScan,15.425042,,95.0,,,,0,history1
ivmh,No Repair,96,96,Probe,16.436167,600.0,96.0,,,,0,history1
ivmh,No Repair,97,97,Probe,14.810917,600.0,97.0,,,,0,history1
ivmh,No Repair,98,98,RecentScan,17.1085,,98.0,,,,0,history1
ivmh,No Repair,99,99,Probe,14.961292,600.0,99.0,,,,0,history1
ivmh,No Repair,100,100,RecentScan,15.242458,,100.0,,,,0,history1
ivmh,No Repair,101,101,Probe,16.051959,600.0,101.0,,,,0,history1
ivmh,No Repair,102,102,RecentScan,16.242625,,102.0,,,,0,history1
ivmh,No Repair,103,103,Update,0.008583,6.0,,,,,0,history1
ivmh,No Repair,104,104,BuildSnap,0.0,,104.0,,,,0,history1
ivmh,No Repair,105,105,Probe,16.429,600.0,105.0,,,,0,history1
ivmh,No Repair,106,106,Update,0.00575,6.0,,,,,0,history1
ivmh,No Repair,107,107,Probe,14.274666,600.0,107.0,,,,0,history1
ivmh,No Repair,108,108,Update,0.006417,6.0,,,,,0,history1
ivmh,No Repair,109,109,BuildSnap,0.0,,109.0,,,,0,history1
ivmh,No Repair,110,110,Probe,15.991708,600.0,110.0,,,,0,history1
ivmh,No Repair,111,111,RecentScan,16.778209,,111.0,,,,0,history1
ivmh,No Repair,112,112,Probe,14.917166,600.0,112.0,,,,0,history1
ivmh,No Repair,113,113,RecentScan,14.977084,,113.0,,,,0,history1
ivmh,No Repair,114,114,RecentScan,16.311833,,114.0,,,,0,history1
ivmh,No Repair,115,115,Probe,15.292333,600.0,115.0,,,,0,history1
ivmh,No Repair,116,116,RecentScan,15.567792,,116.0,,,,0,history1
heap,No Repair,0,0,InitLoad,18.695125,60000.0,,,,,0,history1
heap,No Repair,1,1,BuildSnap,0.0,,1.0,,,,0,history1
heap,No Repair,2,2,Update,0.005333,6.0,,,,,0,history1
heap,No Repair,3,3,BuildSnap,0.0,,3.0,,,,0,history1
heap,No Repair,4,4,RecentScan,20.063833,,4.0,,,,0,history1
heap,No Repair,5,5,Update,0.007125,6.0,,,,,0,history1
heap,No Repair,6,6,RecentScan,19.404917,,6.0,,,,0,history1
heap,No Repair,7,7,Update,0.00675,6.0,,,,,0,history1
heap,No Repair,8,8,BuildSnap,0.0,,8.0,,,,0,history1
heap,No Repair,9,9,HistoryScan,20.125583,,1.0,,,,0,history1
heap,No Repair,10,10,Update,0.009375,6.0,,,,,0,history1
heap,No Repair,11,11,RecentScan,20.294084,,11.0,,,,0,history1
heap,No Repair,12,12,RecentScan,20.349166,,12.0,,,,0,history1
heap,No Repair,13,13,Probe,23.039042,600.0,13.0,,,,0,history1
heap,No Repair,14,14,GbgCollect,11.481042,,1.0,,,,0,history1
heap,No Repair,15,15,Update,0.003834,6.0,,,,,0,history1
heap,No Repair,16,16,BuildSnap,0.0,,16.0,,,,0,history1
heap,No Repair,17,17,Update,0.011417,6.0,,,,,0,history1
heap,No Repair,18,18,Probe,22.68575,600.0,18.0,,,,0,history1
heap,No Repair,19,19,RecentScan,20.08225,,19.0,,,,0,history1
heap,No Repair,20,20,RecentScan,20.428,,20.0,,,,0,history1
heap,No Repair,21,21,RecentScan,20.712375,,21.0,,,,0,history1
heap,No Repair,22,22,Probe,21.23025,600.0,22.0,,,,0,history1
heap,No Repair,23,23,Probe,21.756791,600.0,23.0,,,,0,history1
heap,No Repair,24,24,Probe,20.319917,600.0,24.0,,,,0,history1
heap,No Repair,25,25,RecentScan,19.807917,,25.0,,,,0,history1
heap,No Repair,26,26,Probe,22.5785,600.0,26.0,,,,0,history1
heap,No Repair,27,27,GbgCollect,11.402584,,3.0,,,,0,history1
heap,No Repair,28,28,RecentScan,20.0595,,28.0,,,,0,history1
heap,No Repair,29,29,Update,0.007084,6.0,,,,,0,history1
heap,No Repair,30,30,BuildSnap,0.0,,30.0,,,,0,history1
heap,No Repair,31,31,Probe,23.999666,600.0,31.0,,,,0,history1
heap,No Repair,32,32,Probe,21.683792,600.0,32.0,,,,0,history1
heap,No Repair,33,33,Update,0.003666,6.0,,,,,0,history1
heap,No Repair,34,34,RecentScan,20.44875,,34.0,,,,0,history1
heap,No Repair,35,35,RecentScan,20.186375,,35.0,,,,0,history1
heap,No Repair,36,36,Update,0.008542,6.0,,,,,0,history1
heap,No Repair,37,37,BuildSnap,0.0,,37.0,,,,0,history1
heap,No Repair,38,38,GbgCollect,12.093875,,8.0,,,,0,history1
heap,No Repair,39,39,Probe,22.3665,600.0,39.0,,,,0,history1
heap,No Repair,40,40,Update,0.004208999999999999,6.0,,,,,0,history1
heap,No Repair,41,41,RecentScan,19.98075,,41.0,,,,0,history1
heap,No Repair,42,42,Probe,22.96675,600.0,42.0,,,,0,history1
heap,No Repair,43,43,Probe,22.19375,600.0,43.0,,,,0,history1
heap,No Repair,44,44,Update,0.004333,6.0,,,,,0,history1
heap,No Repair,45,45,BuildSnap,0.0,,45.0,,,,0,history1
heap,No Repair,46,46,Probe,22.964625,600.0,46.0,,,,0,history1
heap,No Repair,47,47,RecentScan,20.067875,,47.0,,,,0,history1
heap,No Repair,48,48,RecentScan,20.257958,,48.0,,,,0,history1
heap,No Repair,49,49,Probe,21.590916,600.0,49.0,,,,0,history1
heap,No Repair,50,50,RecentScan,19.719542,,50.0,,,,0,history1
heap,No Repair,51,51,Update,0.007,6.0,,,,,0,history1
heap,No Repair,52,52,Update,0.0045,6.0,,,,,0,history1
heap,No Repair,53,53,BuildSnap,0.0,,53.0,,,,0,history1
heap,No Repair,54,54,RecentScan,20.640375,,54.0,,,,0,history1
heap,No Repair,55,55,Update,0.010042,6.0,,,,,0,history1
