trial,idx,tx_id,tx_type_raw,tx_type,read_ts,from_ts,to_ts,build_reason,is_untimed_prime,is_actual_build,duration_ms
0,0,0,InitLoad,InitLoad,,,,,False,False,49.356791
0,1,1,MarkTs,BuildSnap,1.0,,,,False,False,0.001166
0,2,2,Update,Update,,,,,False,False,0.245667
0,3,3,MarkTs,BuildSnap,3.0,,,,False,False,0.0
0,4,4,RecentScan,RecentScan,4.0,,,,False,False,66.084542
0,5,5,Update,Update,,,,,False,False,0.615958
0,6,6,RecentScan,RecentScan,6.0,,,,False,False,63.876416
0,7,7,MarkTs,BuildSnap,1.0,,,HistoryScan,True,False,171.8805
0,7,7,HistoryScan,HistoryScan,1.0,,,,True,False,62.986792
0,8,8,Update,Update,,,,,False,False,0.130125
0,9,9,MarkTs,BuildSnap,9.0,,,,False,False,0.0
0,10,10,MarkTs,BuildSnap,3.0,,,HistoryScan,False,True,165.613792
0,10,10,HistoryScan,HistoryScan,3.0,,,,False,False,65.208334
0,11,11,Update,Update,,,,,False,False,0.287209
0,12,12,MarkTs,BuildSnap,9.0,,,HistoryScan,False,True,160.728625
0,12,12,HistoryScan,HistoryScan,9.0,,,,False,False,65.059125
0,13,13,HistoryScan,HistoryScan,1.0,,,,False,False,61.128958
0,14,14,Probe,Probe,3.0,,,,False,False,218.493667
0,15,15,GbgCollect,GbgCollect,1.0,,,,False,False,0.084
0,16,16,Update,Update,,,,,False,False,0.204416
0,17,17,MarkTs,BuildSnap,17.0,,,,False,False,0.0
0,18,18,Update,Update,,,,,False,False,0.113208
0,19,19,MarkTs,BuildSnap,17.0,,,Probe,False,True,163.234334
0,19,19,Probe,Probe,17.0,,,,False,False,220.67075
0,20,20,RecentScan,RecentScan,20.0,,,,False,False,62.027083
0,21,21,RecentScan,RecentScan,21.0,,,,False,False,60.516167
0,22,22,RecentScan,RecentScan,22.0,,,,False,False,61.700667
0,23,23,Probe,Probe,23.0,,,,False,False,221.674708
0,24,24,Probe,Probe,24.0,,,,False,False,216.928625
0,25,25,Probe,Probe,25.0,,,,False,False,212.053334
0,26,26,RecentScan,RecentScan,26.0,,,,False,False,62.219959
0,27,27,Probe,Probe,27.0,,,,False,False,231.016042
0,28,28,GbgCollect,GbgCollect,3.0,,,,False,False,0.08679200000000001
