table_type,repair_type,idx,tx_id,tx_type,duration_ms,count,read_ts,from_ts,to_ts,build_reason,trial,case
naive,No Repair,5,5,Update,0.0,6.0,,,,,3,history0
naive,No Repair,6,6,BuildSnap,83.700584,,6.0,,,RecentScan,3,history0
naive,No Repair,6,6,RecentScan,16.015709,,6.0,,,,3,history0
naive,No Repair,7,7,Update,0.0,6.0,,,,,3,history0
naive,No Repair,8,8,BuildSnap,0.0,,8.0,,,,3,history0
naive,No Repair,9,9,BuildSnap,60.878917,,9.0,,,RecentScan,3,history0
naive,No Repair,9,9,RecentScan,19.035584,,9.0,,,,3,history0
naive,No Repair,10,10,Update,0.0,6.0,,,,,3,history0
naive,No Repair,11,11,BuildSnap,54.924292,,11.0,,,RecentScan,3,history0
naive,No Repair,11,11,RecentScan,18.8555,,11.0,,,,3,history0
naive,No Repair,12,12,BuildSnap,58.029625,,12.0,,,RecentScan,3,history0
naive,No Repair,12,12,RecentScan,18.6685,,12.0,,,,3,history0
naive,No Repair,13,13,BuildSnap,57.473417,,13.0,,,Probe,3,history0
naive,No Repair,13,13,Probe,18.5925,600.0,13.0,,,,3,history0
naive,No Repair,14,14,GbgCollect,0.0,,1.0,,,,3,history0
naive,No Repair,15,15,Update,0.0,6.0,,,,,3,history0
naive,No Repair,16,16,BuildSnap,0.0,,16.0,,,,3,history0
naive,No Repair,17,17,Update,0.0,6.0,,,,,3,history0
naive,No Repair,18,18,BuildSnap,56.199041,,18.0,,,Probe,3,history0
naive,No Repair,18,18,Probe,18.108834,600.0,18.0,,,,3,history0
naive,No Repair,19,19,BuildSnap,57.777584,,19.0,,,RecentScan,3,history0
naive,No Repair,19,19,RecentScan,17.395333,,19.0,,,,3,history0
naive,No Repair,20,20,BuildSnap,57.76125,,20.0,,,RecentScan,3,history0
naive,No Repair,20,20,RecentScan,16.930584,,20.0,,,,3,history0
naive,No Repair,21,21,BuildSnap,50.545084,,21.0,,,RecentScan,3,history0
naive,No Repair,21,21,RecentScan,15.805875,,21.0,,,,3,history0
naive,No Repair,22,22,BuildSnap,54.865875,,22.0,,,Probe,3,history0
naive,No Repair,22,22,Probe,17.352084,600.0,22.0,,,,3,history0
naive,No Repair,23,23,BuildSnap,56.515375,,23.0,,,Probe,3,history0
naive,No Repair,23,23,Probe,16.606208,600.0,23.0,,,,3,history0
naive,No Repair,24,24,BuildSnap,52.155916,,24.0,,,Probe,3,history0
naive,No Repair,24,24,Probe,15.9875,600.0,24.0,,,,3,history0
naive,No Repair,25,25,BuildSnap,51.193041,,25.0,,,RecentScan,3,history0
naive,No Repair,25,25,RecentScan,17.698834,,25.0,,,,3,history0
naive,No Repair,26,26,BuildSnap,49.954125,,26.0,,,Probe,3,history0
naive,No Repair,26,26,Probe,16.496625,600.0,26.0,,,,3,history0
naive,No Repair,27,27,GbgCollect,0.0,,3.0,,,,3,history0
naive,No Repair,28,28,BuildSnap,53.605708,,28.0,,,RecentScan,3,history0
naive,No Repair,28,28,RecentScan,16.789791,,28.0,,,,3,history0
naive,No Repair,29,29,Update,0.0,6.0,,,,,3,history0
naive,No Repair,30,30,BuildSnap,0.0,,30.0,,,,3,history0
naive,No Repair,31,31,BuildSnap,52.254958,,31.0,,,Probe,3,history0
naive,No Repair,31,31,Probe,18.085375,600.0,31.0,,,,3,history0
naive,No Repair,32,32,BuildSnap,57.439375,,32.0,,,Probe,3,history0
naive,No Repair,32,32,Probe,17.372166,600.0,32.0,,,,3,history0
naive,No Repair,33,33,Update,0.0,6.0,,,,,3,history0
naive,No Repair,34,34,BuildSnap,55.800375,,34.0,,,RecentScan,3,history0
naive,No Repair,34,34,RecentScan,16.654,,34.0,,,,3,history0
naive,No Repair,35,35,BuildSnap,57.573292,,35.0,,,RecentScan,3,history0
naive,No Repair,35,35,RecentScan,18.060583,,35.0,,,,3,history0
naive,No Repair,36,36,Update,0.0,6.0,,,,,3,history0
naive,No Repair,37,37,BuildSnap,0.0,,37.0,,,,3,history0
naive,No Repair,38,38,GbgCollect,0.265083,,8.0,,,,3,history0
naive,No Repair,39,39,BuildSnap,57.749375,,39.0,,,Probe,3,history0
naive,No Repair,39,39,Probe,20.175333,600.0,39.0,,,,3,history0
naive,No Repair,40,40,Update,0.0,6.0,,,,,3,history0
naive,No Repair,41,41,BuildSnap,57.146834,,41.0,,,RecentScan,3,history0
naive,No Repair,41,41,RecentScan,16.910333,,41.0,,,,3,history0
naive,No Repair,42,42,BuildSnap,57.964458,,42.0,,,Probe,3,history0
naive,No Repair,42,42,Probe,20.99675,600.0,42.0,,,,3,history0
naive,No Repair,43,43,BuildSnap,69.769334,,43.0,,,Probe,3,history0
naive,No Repair,43,43,Probe,17.62225,600.0,43.0,,,,3,history0
naive,No Repair,44,44,Update,0.0,6.0,,,,,3,history0
naive,No Repair,45,45,BuildSnap,0.0,,45.0,,,,3,history0
naive,No Repair,46,46,BuildSnap,56.377417,,46.0,,,Probe,3,history0
naive,No Repair,46,46,Probe,18.206708,600.0,46.0,,,,3,history0
naive,No Repair,47,47,BuildSnap,55.096625,,47.0,,,RecentScan,3,history0
naive,No Repair,47,47,RecentScan,20.945667,,47.0,,,,3,history0
naive,No Repair,48,48,BuildSnap,60.506625,,48.0,,,RecentScan,3,history0
naive,No Repair,48,48,RecentScan,20.043125,,48.0,,,,3,history0
naive,No Repair,49,49,BuildSnap,59.186083,,49.0,,,Probe,3,history0
naive,No Repair,49,49,Probe,18.639042,600.0,49.0,,,,3,history0
naive,No Repair,50,50,BuildSnap,55.86075,,50.0,,,RecentScan,3,history0
naive,No Repair,50,50,RecentScan,20.762,,50.0,,,,3,history0
naive,No Repair,51,51,Update,0.0,6.0,,,,,3,history0
naive,No Repair,52,52,Update,0.0,6.0,,,,,3,history0
naive,No Repair,53,53,BuildSnap,0.0,,53.0,,,,3,history0
naive,No Repair,54,54,BuildSnap,54.654833,,54.0,,,RecentScan,3,history0
naive,No Repair,54,54,RecentScan,20.516833,,54.0,,,,3,history0
naive,No Repair,55,55,Update,0.0,6.0,,,,,3,history0
naive,No Repair,56,56,BuildSnap,84.848375,,56.0,,,Probe,3,history0
naive,No Repair,56,56,Probe,23.297833,600.0,56.0,,,,3,history0
naive,No Repair,57,57,BuildSnap,66.413792,,57.0,,,RecentScan,3,history0
naive,No Repair,57,57,RecentScan,22.983208,,57.0,,,,3,history0
naive,No Repair,58,58,BuildSnap,56.564875,,58.0,,,Probe,3,history0
naive,No Repair,58,58,Probe,17.830791,600.0,58.0,,,,3,history0
naive,No Repair,59,59,BuildSnap,56.219792,,59.0,,,RecentScan,3,history0
naive,No Repair,59,59,RecentScan,20.608583,,59.0,,,,3,history0
naive,No Repair,60,60,BuildSnap,55.348458,,60.0,,,RecentScan,3,history0
naive,No Repair,60,60,RecentScan,20.972666,,60.0,,,,3,history0
naive,No Repair,61,61,BuildSnap,62.794916,,61.0,,,Probe,3,history0
naive,No Repair,61,61,Probe,21.115791,600.0,61.0,,,,3,history0
naive,No Repair,62,62,BuildSnap,57.870041,,62.0,,,Probe,3,history0
naive,No Repair,62,62,Probe,17.101416,600.0,62.0,,,,3,history0
naive,No Repair,63,63,BuildSnap,58.68925,,63.0,,,Probe,3,history0
naive,No Repair,63,63,Probe,19.306167,600.0,63.0,,,,3,history0
naive,No Repair,64,64,BuildSnap,60.122916,,64.0,,,Probe,3,history0
naive,No Repair,64,64,Probe,19.431959,600.0,64.0,,,,3,history0
naive,No Repair,65,65,GbgCollect,0.6992910000000001,,16.0,,,,3,history0
naive,No Repair,66,66,BuildSnap,60.196,,66.0,,,Probe,3,history0
naive,No Repair,66,66,Probe,20.609375,600.0,66.0,,,,3,history0
naive,No Repair,67,67,BuildSnap,86.191042,,67.0,,,RecentScan,3,history0
naive,No Repair,67,67,RecentScan,21.637291,,67.0,,,,3,history0
naive,No Repair,68,68,BuildSnap,58.539084,,68.0,,,Probe,3,history0
naive,No Repair,68,68,Probe,19.911916,600.0,68.0,,,,3,history0
naive,No Repair,69,69,BuildSnap,58.390166,,69.0,,,RecentScan,3,history0
naive,No Repair,69,69,RecentScan,21.359208,,69.0,,,,3,history0
naive,No Repair,70,70,BuildSnap,59.026375,,70.0,,,Probe,3,history0
naive,No Repair,70,70,Probe,20.203458,600.0,70.0,,,,3,history0
naive,No Repair,71,71,BuildSnap,58.45475,,71.0,,,RecentScan,3,history0
naive,No Repair,71,71,RecentScan,20.426917,,71.0,,,,3,history0
naive,No Repair,72,72,BuildSnap,52.407791,,72.0,,,Probe,3,history0
naive,No Repair,72,72,Probe,18.346542,600.0,72.0,,,,3,history0
naive,No Repair,73,73,BuildSnap,53.251208,,73.0,,,Probe,3,history0
naive,No Repair,73,73,Probe,16.957917,600.0,73.0,,,,3,history0
naive,No Repair,74,74,GbgCollect,1.081458,,30.0,,,,3,history0
naive,No Repair,75,75,BuildSnap,60.232667,,75.0,,,RecentScan,3,history0
naive,No Repair,75,75,RecentScan,20.042125,,75.0,,,,3,history0
naive,No Repair,76,76,BuildSnap,67.734375,,76.0,,,RecentScan,3,history0
naive,No Repair,76,76,RecentScan,20.317709,,76.0,,,,3,history0
naive,No Repair,77,77,BuildSnap,60.90775,,77.0,,,RecentScan,3,history0
naive,No Repair,77,77,RecentScan,21.280792,,77.0,,,,3,history0
naive,No Repair,78,78,BuildSnap,57.9025,,78.0,,,RecentScan,3,history0
naive,No Repair,78,78,RecentScan,20.051959,,78.0,,,,3,history0
naive,No Repair,79,79,BuildSnap,54.664125,,79.0,,,Probe,3,history0
naive,No Repair,79,79,Probe,19.242791,600.0,79.0,,,,3,history0
naive,No Repair,80,80,Update,0.0,6.0,,,,,3,history0
naive,No Repair,81,81,BuildSnap,0.0,,81.0,,,,3,history0
naive,No Repair,82,82,Update,0.0,6.0,,,,,3,history0
naive,No Repair,83,83,BuildSnap,57.056458,,83.0,,,RecentScan,3,history0
naive,No Repair,83,83,RecentScan,20.976083,,83.0,,,,3,history0
naive,No Repair,84,84,BuildSnap,59.093709,,84.0,,,RecentScan,3,history0
naive,No Repair,84,84,RecentScan,21.694042,,84.0,,,,3,history0
naive,No Repair,85,85,BuildSnap,59.458333,,85.0,,,Probe,3,history0
naive,No Repair,85,85,Probe,18.473583,600.0,85.0,,,,3,history0
naive,No Repair,86,86,BuildSnap,67.325375,,86.0,,,RecentScan,3,history0
naive,No Repair,86,86,RecentScan,23.711291,,86.0,,,,3,history0
naive,No Repair,87,87,BuildSnap,77.235167,,87.0,,,Probe,3,history0
naive,No Repair,87,87,Probe,21.543625,600.0,87.0,,,,3,history0
naive,No Repair,88,88,BuildSnap,70.558708,,88.0,,,Probe,3,history0
naive,No Repair,88,88,Probe,21.074125,600.0,88.0,,,,3,history0
naive,No Repair,89,89,BuildSnap,70.691125,,89.0,,,RecentScan,3,history0
naive,No Repair,89,89,RecentScan,24.248625,,89.0,,,,3,history0
naive,No Repair,90,90,Update,0.0,6.0,,,,,3,history0
naive,No Repair,91,91,BuildSnap,0.0,,91.0,,,,3,history0
naive,No Repair,92,92,BuildSnap,71.335791,,92.0,,,Probe,3,history0
naive,No Repair,92,92,Probe,20.571958,600.0,92.0,,,,3,history0
naive,No Repair,93,93,BuildSnap,66.894708,,93.0,,,RecentScan,3,history0
naive,No Repair,93,93,RecentScan,24.130583,,93.0,,,,3,history0
naive,No Repair,94,94,Update,0.0,6.0,,,,,3,history0
naive,No Repair,95,95,BuildSnap,64.33525,,95.0,,,RecentScan,3,history0
naive,No Repair,95,95,RecentScan,22.369666,,95.0,,,,3,history0
naive,No Repair,96,96,BuildSnap,69.963042,,96.0,,,Probe,3,history0
naive,No Repair,96,96,Probe,22.842,600.0,96.0,,,,3,history0
naive,No Repair,97,97,BuildSnap,71.514875,,97.0,,,Probe,3,history0
naive,No Repair,97,97,Probe,18.956416,600.0,97.0,,,,3,history0
naive,No Repair,98,98,BuildSnap,62.990417,,98.0,,,RecentScan,3,history0
naive,No Repair,98,98,RecentScan,21.391541,,98.0,,,,3,history0
naive,No Repair,99,99,BuildSnap,70.806875,,99.0,,,Probe,3,history0
naive,No Repair,99,99,Probe,20.585333,600.0,99.0,,,,3,history0
naive,No Repair,100,100,BuildSnap,76.714791,,100.0,,,RecentScan,3,history0
naive,No Repair,100,100,RecentScan,25.000417,,100.0,,,,3,history0
naive,No Repair,101,101,BuildSnap,81.873042,,101.0,,,Probe,3,history0
naive,No Repair,101,101,Probe,18.378208,600.0,101.0,,,,3,history0
naive,No Repair,102,102,BuildSnap,71.643417,,102.0,,,RecentScan,3,history0
naive,No Repair,102,102,RecentScan,21.915417,,102.0,,,,3,history0
