trial,idx,tx_id,tx_type,read_ts,from_ts,to_ts,build_reason,duration_ms
0,0,0,InitLoad,,,,,13.873833
0,1,1,BuildSnap,1.0,,,,0.0
0,2,2,Update,,,,,0.019542
0,3,3,BuildSnap,3.0,,,,0.0
0,4,4,RecentScan,4.0,,,,16.752041
0,5,5,Update,,,,,0.009459
0,6,6,RecentScan,6.0,,,,17.473292
0,7,7,Update,,,,,0.018583
0,8,8,BuildSnap,8.0,,,,0.0
0,9,9,BuildSnap,1.0,,,HistoryScan,50.938292
0,9,9,HistoryScan,1.0,,,,15.3505
0,10,10,Update,,,,,0.022625
0,11,11,RecentScan,11.0,,,,15.410084
0,12,12,RecentScan,12.0,,,,14.931834
0,13,13,Probe,13.0,,,,15.397
0,14,14,GbgCollect,1.0,,,,0.10383400000000001
0,15,15,Update,,,,,0.00975
0,16,16,BuildSnap,16.0,,,,0.0
0,17,17,Update,,,,,0.005416000000000001
0,18,18,Probe,18.0,,,,16.339375
0,19,19,RecentScan,19.0,,,,17.004333
0,20,20,RecentScan,20.0,,,,14.491916
0,21,21,RecentScan,21.0,,,,15.625375
0,22,22,Probe,22.0,,,,13.771167
0,23,23,Probe,23.0,,,,14.787375
0,24,24,Probe,24.0,,,,14.274583
0,25,25,RecentScan,25.0,,,,16.418791
0,26,26,Probe,26.0,,,,14.737209
0,27,27,GbgCollect,3.0,,,,0.0
0,28,28,RecentScan,28.0,,,,16.488834
0,29,29,Update,,,,,0.010958
0,30,30,BuildSnap,30.0,,,,0.0
0,31,31,Probe,31.0,,,,15.606209
0,32,32,Probe,32.0,,,,13.627583
0,33,33,Update,,,,,0.006958
0,34,34,RecentScan,34.0,,,,16.063375
0,35,35,RecentScan,35.0,,,,17.028875
0,36,36,Update,,,,,0.011833999999999999
0,37,37,BuildSnap,37.0,,,,0.0
0,38,38,GbgCollect,8.0,,,,0.0
0,39,39,Probe,39.0,,,,15.785666
0,40,40,Update,,,,,0.006958
0,41,41,RecentScan,41.0,,,,15.231666
0,42,42,Probe,42.0,,,,15.295125
0,43,43,Probe,43.0,,,,14.404958
0,44,44,Update,,,,,0.008042
0,45,45,BuildSnap,45.0,,,,0.0
0,46,46,Probe,46.0,,,,14.248125
0,47,47,RecentScan,47.0,,,,15.303375
0,48,48,RecentScan,48.0,,,,14.373708
0,49,49,Probe,49.0,,,,16.308167
0,50,50,RecentScan,50.0,,,,16.451708
0,51,51,Update,,,,,0.012084
0,52,52,Update,,,,,0.009333000000000001
0,53,53,BuildSnap,53.0,,,,0.0
0,54,54,RecentScan,54.0,,,,16.607791
0,55,55,Update,,,,,0.016291
0,56,56,Probe,56.0,,,,14.26375
0,57,57,RecentScan,57.0,,,,16.497333
0,58,58,Probe,58.0,,,,14.564625
0,59,59,RecentScan,59.0,,,,14.610458
0,60,60,RecentScan,60.0,,,,14.954875
0,61,61,Probe,61.0,,,,16.252209
0,62,62,Probe,62.0,,,,14.776666
0,63,63,Probe,63.0,,,,14.70675
0,64,64,Probe,64.0,,,,14.560375
0,65,65,GbgCollect,16.0,,,,0.0
0,66,66,Probe,66.0,,,,13.937583
0,67,67,RecentScan,67.0,,,,16.604416
0,68,68,Probe,68.0,,,,15.554625
0,69,69,RecentScan,69.0,,,,16.352667
0,70,70,Probe,70.0,,,,14.686458
0,71,71,RecentScan,71.0,,,,15.632333
0,72,72,Probe,72.0,,,,15.146167
0,73,73,Probe,73.0,,,,13.294084
0,74,74,GbgCollect,30.0,,,,0.0
0,75,75,RecentScan,75.0,,,,14.9185
0,76,76,RecentScan,76.0,,,,15.634042
0,77,77,RecentScan,77.0,,,,14.766292
0,78,78,RecentScan,78.0,,,,14.841625
0,79,79,Probe,79.0,,,,15.228125
0,80,80,Update,,,,,0.007291000000000001
0,81,81,BuildSnap,81.0,,,,0.0
0,82,82,Update,,,,,0.003375
0,83,83,RecentScan,83.0,,,,16.128375
0,84,84,RecentScan,84.0,,,,14.699583
0,85,85,Probe,85.0,,,,14.695334
0,86,86,RecentScan,86.0,,,,15.19925
0,87,87,Probe,87.0,,,,14.537834
0,88,88,Probe,88.0,,,,16.352583
0,89,89,RecentScan,89.0,,,,15.8375
0,90,90,Update,,,,,0.014291
0,91,91,BuildSnap,91.0,,,,0.0
0,92,92,Probe,92.0,,,,15.202458
0,93,93,RecentScan,93.0,,,,16.251875
0,94,94,Update,,,,,0.0115
0,95,95,RecentScan,95.0,,,,15.425042
0,96,96,Probe,96.0,,,,16.436167
0,97,97,Probe,97.0,,,,14.810917
0,98,98,RecentScan,98.0,,,,17.1085
0,99,99,Probe,99.0,,,,14.961292
0,100,100,RecentScan,100.0,,,,15.242458
0,101,101,Probe,101.0,,,,16.051959
0,102,102,RecentScan,102.0,,,,16.242625
0,103,103,Update,,,,,0.008583
0,104,104,BuildSnap,104.0,,,,0.0
0,105,105,Probe,105.0,,,,16.429
0,106,106,Update,,,,,0.00575
0,107,107,Probe,107.0,,,,14.274666
0,108,108,Update,,,,,0.006417
0,109,109,BuildSnap,109.0,,,,0.0
0,110,110,Probe,110.0,,,,15.991708
0,111,111,RecentScan,111.0,,,,16.778209
0,112,112,Probe,112.0,,,,14.917166
0,113,113,RecentScan,113.0,,,,14.977084
0,114,114,RecentScan,114.0,,,,16.311833
0,115,115,Probe,115.0,,,,15.292333
0,116,116,RecentScan,116.0,,,,15.567792
