trial,idx,tx_id,tx_type_raw,tx_type,read_ts,from_ts,to_ts,build_reason,is_untimed_prime,is_actual_build,duration_ms
0,0,0,InitLoad,InitLoad,,,,,False,False,49.671084
0,1,1,MarkTs,BuildSnap,1.0,,,,False,False,0.001125
0,2,2,Update,Update,,,,,False,False,0.256583
0,3,3,MarkTs,BuildSnap,3.0,,,,False,False,0.0
0,4,4,RecentScan,RecentScan,4.0,,,,False,False,65.608375
0,5,5,Update,Update,,,,,False,False,0.294
0,6,6,RecentScan,RecentScan,6.0,,,,False,False,58.323292
0,7,7,MarkTs,BuildSnap,1.0,,,HistoryScan,True,False,169.946875
0,7,7,HistoryScan,HistoryScan,1.0,,,,True,False,60.458416
0,8,8,Update,Update,,,,,False,False,0.145583
0,9,9,MarkTs,BuildSnap,9.0,,,,False,False,0.0
0,10,10,RecentScan,RecentScan,10.0,,,,False,False,61.259417
0,11,11,Update,Update,,,,,False,False,0.296125
0,12,12,RecentScan,RecentScan,12.0,,,,False,False,61.921416
0,13,13,RecentScan,RecentScan,13.0,,,,False,False,61.1975
0,14,14,Probe,Probe,14.0,,,,False,False,1.339666
0,15,15,GbgCollect,GbgCollect,1.0,,,,False,False,0.083834
0,16,16,Update,Update,,,,,False,False,0.200292
0,17,17,MarkTs,BuildSnap,17.0,,,,False,False,0.0
0,18,18,Update,Update,,,,,False,False,0.11695799999999999
0,19,19,Probe,Probe,19.0,,,,False,False,1.92475
0,20,20,RecentScan,RecentScan,20.0,,,,False,False,59.542875
0,21,21,RecentScan,RecentScan,21.0,,,,False,False,58.770792
0,22,22,RecentScan,RecentScan,22.0,,,,False,False,59.495042
0,23,23,Probe,Probe,23.0,,,,False,False,2.200584
0,24,24,Probe,Probe,24.0,,,,False,False,1.817583
0,25,25,Probe,Probe,25.0,,,,False,False,2.270792
0,26,26,RecentScan,RecentScan,26.0,,,,False,False,58.297875
0,27,27,Probe,Probe,27.0,,,,False,False,2.879459
0,28,28,GbgCollect,GbgCollect,3.0,,,,False,False,0.0
0,29,29,RecentScan,RecentScan,29.0,,,,False,False,60.784167
0,30,30,Update,Update,,,,,False,False,0.12875
0,31,31,MarkTs,BuildSnap,31.0,,,,False,False,0.0
0,32,32,Probe,Probe,32.0,,,,False,False,1.243458
0,33,33,Probe,Probe,33.0,,,,False,False,2.4995
0,34,34,Update,Update,,,,,False,False,0.102833
0,35,35,RecentScan,RecentScan,35.0,,,,False,False,55.604625
0,36,36,RecentScan,RecentScan,36.0,,,,False,False,57.442208
0,37,37,Update,Update,,,,,False,False,0.159958
0,38,38,MarkTs,BuildSnap,38.0,,,,False,False,0.001083
0,39,39,GbgCollect,GbgCollect,9.0,,,,False,False,0.0
0,40,40,Probe,Probe,40.0,,,,False,False,3.001167
0,41,41,Update,Update,,,,,False,False,0.14208400000000002
0,42,42,RecentScan,RecentScan,42.0,,,,False,False,60.2385
