trial,idx,tx_id,tx_type_raw,tx_type,read_ts,from_ts,to_ts,build_reason,is_untimed_prime,is_actual_build,duration_ms
2,0,0,InitLoad,InitLoad,,,,,False,False,46.319667
2,1,1,MarkTs,BuildSnap,1.0,,,,False,False,0.0
2,2,2,Update,Update,,,,,False,False,0.17625
2,3,3,MarkTs,BuildSnap,3.0,,,,False,False,0.0
2,4,4,RecentScan,RecentScan,4.0,,,,False,False,57.594083
2,5,5,Update,Update,,,,,False,False,0.21225
2,6,6,RecentScan,RecentScan,6.0,,,,False,False,56.829
2,7,7,MarkTs,BuildSnap,1.0,,,HistoryScan,True,False,151.763375
2,7,7,HistoryScan,HistoryScan,1.0,,,,True,False,56.384958
2,8,8,Update,Update,,,,,False,False,0.122459
2,9,9,MarkTs,BuildSnap,9.0,,,,False,False,0.0
2,10,10,RecentScan,RecentScan,10.0,,,,False,False,57.436666
2,11,11,Update,Update,,,,,False,False,0.254833
2,12,12,RecentScan,RecentScan,12.0,,,,False,False,57.121833
2,13,13,RecentScan,RecentScan,13.0,,,,False,False,57.810834
2,14,14,Probe,Probe,14.0,,,,False,False,1.265625
2,15,15,GbgCollect,GbgCollect,1.0,,,,False,False,0.08458299999999999
2,16,16,Update,Update,,,,,False,False,0.200208
2,17,17,MarkTs,BuildSnap,17.0,,,,False,False,0.0
2,18,18,Update,Update,,,,,False,False,0.1145
2,19,19,Probe,Probe,19.0,,,,False,False,1.910083
2,20,20,RecentScan,RecentScan,20.0,,,,False,False,56.382875
2,21,21,RecentScan,RecentScan,21.0,,,,False,False,57.099541
2,22,22,RecentScan,RecentScan,22.0,,,,False,False,58.702125
2,23,23,Probe,Probe,23.0,,,,False,False,1.946291
2,24,24,Probe,Probe,24.0,,,,False,False,1.716
2,25,25,Probe,Probe,25.0,,,,False,False,2.183875
2,26,26,RecentScan,RecentScan,26.0,,,,False,False,58.436041
2,27,27,Probe,Probe,27.0,,,,False,False,2.614
2,28,28,GbgCollect,GbgCollect,3.0,,,,False,False,0.0
2,29,29,RecentScan,RecentScan,29.0,,,,False,False,58.789833
2,30,30,Update,Update,,,,,False,False,0.127
2,31,31,MarkTs,BuildSnap,31.0,,,,False,False,0.0
2,32,32,Probe,Probe,32.0,,,,False,False,1.3165
2,33,33,Probe,Probe,33.0,,,,False,False,2.387
2,34,34,Update,Update,,,,,False,False,0.099834
2,35,35,RecentScan,RecentScan,35.0,,,,False,False,58.601708
2,36,36,RecentScan,RecentScan,36.0,,,,False,False,58.738458
2,37,37,Update,Update,,,,,False,False,0.145459
2,38,38,MarkTs,BuildSnap,38.0,,,,False,False,0.0
2,39,39,GbgCollect,GbgCollect,9.0,,,,False,False,0.0
2,40,40,Probe,Probe,40.0,,,,False,False,2.729333
2,41,41,Update,Update,,,,,False,False,0.136083
2,42,42,RecentScan,RecentScan,42.0,,,,False,False,58.642167
2,43,43,Probe,Probe,43.0,,,,False,False,1.576625
2,44,44,Probe,Probe,44.0,,,,False,False,3.130084
2,45,45,Update,Update,,,,,False,False,0.07129200000000001
2,46,46,MarkTs,BuildSnap,46.0,,,,False,False,0.0
2,47,47,Probe,Probe,47.0,,,,False,False,2.402833
2,48,48,RecentScan,RecentScan,48.0,,,,False,False,59.173542
2,49,49,RecentScan,RecentScan,49.0,,,,False,False,58.902333
2,50,50,Probe,Probe,50.0,,,,False,False,2.535584
2,51,51,RecentScan,RecentScan,51.0,,,,False,False,60.085833
2,52,52,Update,Update,,,,,False,False,0.266792
2,53,53,Update,Update,,,,,False,False,0.18575
2,54,54,MarkTs,BuildSnap,54.0,,,,False,False,0.0
2,55,55,RecentScan,RecentScan,55.0,,,,False,False,58.498958
2,56,56,Update,Update,,,,,False,False,0.158042
2,57,57,Probe,Probe,57.0,,,,False,False,2.273208
2,58,58,RecentScan,RecentScan,58.0,,,,False,False,58.079834
2,59,59,Probe,Probe,59.0,,,,False,False,4.045583
2,60,60,RecentScan,RecentScan,60.0,,,,False,False,58.254125
2,61,61,RecentScan,RecentScan,61.0,,,,False,False,58.534375
2,62,62,Probe,Probe,62.0,,,,False,False,2.006417
2,63,63,Probe,Probe,63.0,,,,False,False,2.165667
2,64,64,Probe,Probe,64.0,,,,False,False,2.405666
2,65,65,Probe,Probe,65.0,,,,False,False,2.656375
2,66,66,GbgCollect,GbgCollect,17.0,,,,False,False,0.0
2,67,67,Probe,Probe,67.0,,,,False,False,2.618083
2,68,68,RecentScan,RecentScan,68.0,,,,False,False,59.186041
2,69,69,Probe,Probe,69.0,,,,False,False,3.36025
2,70,70,RecentScan,RecentScan,70.0,,,,False,False,59.734416
2,71,71,Probe,Probe,71.0,,,,False,False,2.041459
2,72,72,RecentScan,RecentScan,72.0,,,,False,False,59.142084
2,73,73,Probe,Probe,73.0,,,,False,False,3.145584
2,74,74,Probe,Probe,74.0,,,,False,False,3.0235
2,75,75,GbgCollect,GbgCollect,31.0,,,,False,False,0.0
2,76,76,RecentScan,RecentScan,76.0,,,,False,False,58.1105
2,77,77,RecentScan,RecentScan,77.0,,,,False,False,58.363625
2,78,78,RecentScan,RecentScan,78.0,,,,False,False,58.541917
2,79,79,RecentScan,RecentScan,79.0,,,,False,False,58.6475
2,80,80,Probe,Probe,80.0,,,,False,False,1.933875
2,81,81,Update,Update,,,,,False,False,0.106041
2,82,82,MarkTs,BuildSnap,82.0,,,,False,False,0.0
2,83,83,Update,Update,,,,,False,False,0.122959
2,84,84,RecentScan,RecentScan,84.0,,,,False,False,59.48325
2,85,85,RecentScan,RecentScan,85.0,,,,False,False,60.679125
2,86,86,Probe,Probe,86.0,,,,False,False,2.720875
2,87,87,RecentScan,RecentScan,87.0,,,,False,False,56.678291
2,88,88,Probe,Probe,88.0,,,,False,False,2.648792
2,89,89,Probe,Probe,89.0,,,,False,False,2.878042
2,90,90,RecentScan,RecentScan,90.0,,,,False,False,59.785459
2,91,91,Update,Update,,,,,False,False,0.16925
2,92,92,MarkTs,BuildSnap,92.0,,,,False,False,0.0
2,93,93,Probe,Probe,93.0,,,,False,False,1.77025
2,94,94,RecentScan,RecentScan,94.0,,,,False,False,62.956375
2,95,95,Update,Update,,,,,False,False,0.18175
2,96,96,RecentScan,RecentScan,96.0,,,,False,False,62.960416
2,97,97,Probe,Probe,97.0,,,,False,False,2.259
2,98,98,Probe,Probe,98.0,,,,False,False,3.077417
2,99,99,RecentScan,RecentScan,99.0,,,,False,False,63.165333
2,100,100,Probe,Probe,100.0,,,,False,False,2.173625
2,101,101,RecentScan,RecentScan,101.0,,,,False,False,62.001291
2,102,102,Probe,Probe,102.0,,,,False,False,3.357625
2,103,103,RecentScan,RecentScan,103.0,,,,False,False,60.991625
2,104,104,Update,Update,,,,,False,False,0.218042
2,105,105,MarkTs,BuildSnap,105.0,,,,False,False,0.0
2,106,106,Probe,Probe,106.0,,,,False,False,1.791542
2,107,107,Update,Update,,,,,False,False,0.118333
2,108,108,Probe,Probe,108.0,,,,False,False,2.47475
2,109,109,Update,Update,,,,,False,False,0.079209
2,110,110,MarkTs,BuildSnap,110.0,,,,False,False,0.0
2,111,111,Probe,Probe,111.0,,,,False,False,1.707625
2,112,112,RecentScan,RecentScan,112.0,,,,False,False,55.433375
2,113,113,Probe,Probe,113.0,,,,False,False,2.572667
2,114,114,RecentScan,RecentScan,114.0,,,,False,False,62.279875
2,115,115,RecentScan,RecentScan,115.0,,,,False,False,59.114
2,116,116,Probe,Probe,116.0,,,,False,False,2.1255
2,117,117,RecentScan,RecentScan,117.0,,,,False,False,62.402375
3,0,0,InitLoad,InitLoad,,,,,False,False,47.782167
3,1,1,MarkTs,BuildSnap,1.0,,,,False,False,0.00125
3,2,2,Update,Update,,,,,False,False,0.195209
3,3,3,MarkTs,BuildSnap,3.0,,,,False,False,0.0
3,4,4,RecentScan,RecentScan,4.0,,,,False,False,58.115208
3,5,5,Update,Update,,,,,False,False,0.239459
3,6,6,RecentScan,RecentScan,6.0,,,,False,False,53.819375
3,7,7,MarkTs,BuildSnap,1.0,,,HistoryScan,True,False,163.30525
3,7,7,HistoryScan,HistoryScan,1.0,,,,True,False,56.925167
3,8,8,Update,Update,,,,,False,False,0.127375
3,9,9,MarkTs,BuildSnap,9.0,,,,False,False,0.0
3,10,10,RecentScan,RecentScan,10.0,,,,False,False,57.112209
3,11,11,Update,Update,,,,,False,False,0.271167
3,12,12,RecentScan,RecentScan,12.0,,,,False,False,56.220292
3,13,13,RecentScan,RecentScan,13.0,,,,False,False,57.763125
3,14,14,Probe,Probe,14.0,,,,False,False,1.342583
3,15,15,GbgCollect,GbgCollect,1.0,,,,False,False,0.08604200000000001
3,16,16,Update,Update,,,,,False,False,0.194458
3,17,17,MarkTs,BuildSnap,17.0,,,,False,False,0.0
3,18,18,Update,Update,,,,,False,False,0.11925
3,19,19,Probe,Probe,19.0,,,,False,False,2.114667
3,20,20,RecentScan,RecentScan,20.0,,,,False,False,57.815334
3,21,21,RecentScan,RecentScan,21.0,,,,False,False,64.948292
3,22,22,RecentScan,RecentScan,22.0,,,,False,False,56.024833
3,23,23,Probe,Probe,23.0,,,,False,False,1.905375
3,24,24,Probe,Probe,24.0,,,,False,False,1.708709
3,25,25,Probe,Probe,25.0,,,,False,False,2.533833
3,26,26,RecentScan,RecentScan,26.0,,,,False,False,55.770209
3,27,27,Probe,Probe,27.0,,,,False,False,2.790125
3,28,28,GbgCollect,GbgCollect,3.0,,,,False,False,0.0
3,29,29,RecentScan,RecentScan,29.0,,,,False,False,57.667542
3,30,30,Update,Update,,,,,False,False,0.134625
3,31,31,MarkTs,BuildSnap,31.0,,,,False,False,0.0
3,32,32,Probe,Probe,32.0,,,,False,False,1.282792
3,33,33,Probe,Probe,33.0,,,,False,False,2.511917
3,34,34,Update,Update,,,,,False,False,0.099958
3,35,35,RecentScan,RecentScan,35.0,,,,False,False,60.125417
3,36,36,RecentScan,RecentScan,36.0,,,,False,False,59.65975
3,37,37,Update,Update,,,,,False,False,0.148208
3,38,38,MarkTs,BuildSnap,38.0,,,,False,False,0.0
3,39,39,GbgCollect,GbgCollect,9.0,,,,False,False,0.0
3,40,40,Probe,Probe,40.0,,,,False,False,2.686958
3,41,41,Update,Update,,,,,False,False,0.131792
3,42,42,RecentScan,RecentScan,42.0,,,,False,False,58.019834
3,43,43,Probe,Probe,43.0,,,,False,False,1.611208
3,44,44,Probe,Probe,44.0,,,,False,False,3.126583
3,45,45,Update,Update,,,,,False,False,0.067
3,46,46,MarkTs,BuildSnap,46.0,,,,False,False,0.0
3,47,47,Probe,Probe,47.0,,,,False,False,2.376959
3,48,48,RecentScan,RecentScan,48.0,,,,False,False,56.306416
3,49,49,RecentScan,RecentScan,49.0,,,,False,False,57.050125
3,50,50,Probe,Probe,50.0,,,,False,False,2.652958
3,51,51,RecentScan,RecentScan,51.0,,,,False,False,62.53425
3,52,52,Update,Update,,,,,False,False,0.258083
3,53,53,Update,Update,,,,,False,False,0.184333
3,54,54,MarkTs,BuildSnap,54.0,,,,False,False,0.0
3,55,55,RecentScan,RecentScan,55.0,,,,False,False,55.625875
3,56,56,Update,Update,,,,,False,False,0.169208
3,57,57,Probe,Probe,57.0,,,,False,False,2.467875
3,58,58,RecentScan,RecentScan,58.0,,,,False,False,58.430917
3,59,59,Probe,Probe,59.0,,,,False,False,4.051875
3,60,60,RecentScan,RecentScan,60.0,,,,False,False,58.010125
3,61,61,RecentScan,RecentScan,61.0,,,,False,False,57.830416
