table_type,repair_type,total_space,all_versions_space,valid_space,current_space,history_space,metadata_space
Heap,No Repair,249102336,171711120,150360000,150360000,21351120,77391216
Heap,Read Repair,249102336,171711120,150360000,150360000,21351120,77391216
Heap,Write Repair,249102336,171711120,150360000,150360000,21351120,77391216
